-0.128,0.3369,0.5477,0.7886,12,9,9,9,9,1,9,0,4
-0.3788,-0.0096,0.7945,0.7439,12,12,6,9,9,1,12,0,4
-0.3653,0.0935,0.9763,0.5546,9,12,15,15,12,4,12,1,3
-0.0643,0.4105,0.9867,0.3749,12,12,15,15,9,4,12,1,3
0.3164,0.2664,0.5469,0.3995,12,12,18,1,3,1,1,3,1
0.5823,0.0997,0.4594,0.5734,12,12,15,1,0,4,1,3,1
0.7057,-0.2069,0.1095,0.866,12,12,15,1,3,4,1,3,1
0.3234,-0.2607,0.1256,1.2233,1,0,7,1,0,1,0,3,0
0.1348,0.1518,0.4019,1.3911,1,0,4,0,0,0,0,3,0
0.0491,0.0566,0.2769,1.4605,1,3,1,0,3,0,0,0,0
0.0176,0.0214,0.205,1.4853,0,3,0,0,0,0,0,3,0
0.0064,0.0081,0.4333,1.4942,0,3,0,0,0,0,0,3,0
0.0021,0.0031,0.2917,1.4974,0,3,0,0,0,0,0,3,0
0.0008,0.0012,0.2107,1.4985,0,3,0,0,0,0,0,0,0
0.0001,0.0005,0.1588,1.4989,0,3,0,0,0,0,0,3,0
0.3303,-0.0853,0.2629,0.1955,3,0,1,12,3,1,6,3,1
0.0366,-0.312,0.453,0.3632,15,3,1,9,3,1,3,6,1
0.3345,-0.058,1.032,0.4122,12,0,9,12,0,4,3,1,1
-0.1104,0.3202,0.3148,0.5802,6,6,12,9,6,4,3,1,1
-0.2756,0.2822,0.0229,0.5489,12,0,1,9,6,1,9,9,4
-0.1609,0.0518,0.3686,0.4346,9,6,1,9,6,1,12,3,4
0.0359,0.0669,0.3521,0.3552,9,9,1,12,9,4,9,9,0
-0.0036,-0.0469,0.963,0.3746,12,6,1,12,9,4,9,12,0
-0.095,0.3812,1.1398,0.3736,9,12,1,12,12,4,9,15,3
0.0779,0.4304,0.6974,0.3777,12,9,12,12,12,1,12,3,4
0.1312,0.3968,0.2707,0.469,15,12,9,9,15,1,12,6,1
0.0744,-0.4068,0.117,0.5703,12,1,1,15,1,1,12,3,3
0.0548,0.4439,0.3745,0.6406,12,1,1,15,1,1,12,6,3
0.5771,0.4969,0.0713,0.704,15,1,1,15,4,1,12,0,3
0.4377,0.5237,0.3269,1.0232,3,4,1,0,1,1,3,0,0
0.2475,0.2945,0.2308,1.2693,1,3,1,0,3,0,0,0,0
0.1077,0.098,0.1313,1.4009,1,3,1,0,0,0,0,3,0
0.0429,0.0347,0.2297,1.4556,0,3,0,0,0,0,0,3,0
0.017,0.0125,0.1463,1.4771,0,3,0,0,0,0,0,3,0
0.0071,0.0043,0.1031,1.4857,0,3,0,0,0,0,0,3,0
0.003,0.0014,0.0771,1.4892,0,3,0,0,0,0,0,3,0
0.0014,0.0003,0.178,1.4907,0,3,0,0,0,0,0,3,0
0.001,-0.0001,0.1145,1.4915,0,3,0,0,0,0,0,0,0
0.3315,-0.0468,0.4648,0.1969,1,6,12,1,9,6,0,6,3
0.0031,-0.1797,0.6313,0.3635,1,6,12,1,9,6,0,9,3
0.111,0.1166,1.0556,0.3759,1,9,6,1,6,12,3,9,3
-0.0038,-0.0844,0.2368,0.4354,6,3,3,12,9,1,9,9,1
-0.1446,-0.1762,0.3961,0.4355,6,6,0,15,9,1,12,6,1
-0.0306,-0.133,0.7447,0.3738,12,3,4,9,9,0,15,9,1
-0.2757,0.0821,1.0903,0.3646,9,12,12,12,6,1,12,4,0
-0.0981,0.315,1.02,0.2305,12,12,4,9,9,0,15,12,1
0.045,0.0695,0.3551,0.2403,9,15,12,12,12,1,15,4,3
0.1791,0.1676,0.74,0.2651,12,15,12,12,9,1,15,4,3
-0.0161,0.2326,0.5743,0.3644,9,15,12,15,9,1,18,1,6
0.1188,-0.0682,0.3003,0.3749,9,15,12,15,9,1,15,4,3
0.3144,0.1654,0.4626,0.4356,12,12,1,15,3,1,4,1,3
0.2434,0.4196,0.464,0.5986,15,12,0,15,4,3,1,1,1
0.4627,0.6591,0.186,0.7503,15,1,1,18,1,4,12,3,0
0.4863,-0.1592,0.2266,1.0355,1,3,4,1,0,1,0,6,0
0.1889,0.4745,0.422,1.2811,1,3,4,1,0,1,0,3,0
0.1089,0.1937,0.263,1.3959,1,0,1,0,0,0,0,3,0
0.0467,0.0706,0.3722,1.4536,0,0,0,0,0,0,0,3,0
0.0183,0.0264,0.2679,1.4774,0,3,0,0,0,0,0,3,0
0.0069,0.01,0.2054,1.4866,0,0,0,0,0,0,0,3,0
0.0025,0.0038,0.4545,1.4901,0,0,0,0,0,0,0,3,0
0.0008,0.0015,0.3088,1.4914,0,0,0,0,0,0,0,3,0
0.0003,0.0006,0.2277,1.4918,0,3,0,0,0,0,0,3,0
0.3015,-0.2903,0.0097,0.1778,1,1,3,1,6,6,6,12,6
0.7151,-0.1794,0.5113,0.3592,1,3,3,1,3,9,1,6,12
0.4896,-0.1593,0.3616,0.7223,1,3,6,1,0,9,1,9,6
-0.2256,-0.3574,0.651,0.9704,1,3,12,1,6,9,1,12,12
-0.3094,0.1491,0.7192,0.8761,1,3,9,1,3,12,1,12,15
-0.2416,0.34,0.7783,0.7252,1,0,12,1,9,6,1,9,15
-0.3642,-0.0367,0.6512,0.6279,1,9,9,1,9,12,0,9,9
-0.1492,0.0616,0.8557,0.4462,1,6,12,1,9,15,0,12,9
0.0913,0.1461,0.3829,0.3729,9,15,3,15,9,1,12,6,1
0.1946,0.2686,0.2475,0.425,12,12,3,15,9,1,12,6,1
0.0068,-0.141,0.0054,0.5393,1,12,15,6,9,9,1,18,15
-0.2209,-0.2555,0.6549,0.5472,9,15,12,15,9,1,15,4,3
-0.3683,0.0362,1.0954,0.4551,15,15,4,12,9,6,12,12,1
-0.121,0.3954,1.1328,0.2716,15,15,7,12,9,0,12,12,1
0.1549,0.379,0.4347,0.2892,12,9,1,18,0,1,4,4,0
0.2322,-0.3424,0.0534,0.4128,9,12,15,1,0,4,1,3,1
0.5332,0.2513,0.3008,0.5559,12,12,15,1,0,4,1,3,1
0.6801,-0.1849,0.2057,0.8321,9,12,15,1,3,4,1,0,1
0.3522,-0.1995,0.2683,1.1758,1,3,7,1,0,1,0,0,0
0.1511,0.3495,0.5967,1.3556,1,3,1,0,0,0,0,3,0
0.0697,0.1278,0.4017,1.4418,1,3,1,0,0,0,0,0,0
0.0272,0.0472,0.2958,1.4781,0,3,0,0,0,0,0,0,0
0.0102,0.0177,0.5646,1.4919,0,3,0,0,0,0,0,0,0
0.0037,0.0067,0.4008,1.497,0,0,0,0,0,0,0,3,0
0.0013,0.0025,0.2993,1.4989,0,3,0,0,0,0,0,0,0
0.0005,0.0009,0.2315,1.4996,0,3,0,0,0,0,0,0,0
0.3318,-0.0072,0.1076,0.199,15,3,0,18,9,6,9,6,3
0.0121,-0.1087,0.135,0.3649,12,3,0,18,12,3,6,9,6
0.0214,-0.0605,0.3303,0.375,12,6,0,18,9,3,9,12,3
0.2747,0.1711,0.4973,0.3869,6,6,12,9,6,4,3,1,1
0.051,0.133,0.4765,0.5312,12,0,1,9,6,1,9,9,4
-0.3388,-0.0191,0.374,0.5607,9,6,1,9,6,1,12,3,4
-0.0439,0.0274,0.4525,0.3914,9,6,1,9,6,1,12,12,4
-0.1733,0.331,0.4758,0.3697,12,6,1,12,9,4,9,12,0
0.1039,-0.2642,0.0611,0.328,12,9,15,9,12,3,12,1,4
0.1787,0.2838,0.4829,0.4022,12,12,12,9,12,3,12,1,4
-0.3168,-0.1601,0.3816,0.5117,15,12,9,9,15,1,12,6,1
-0.327,0.108,0.6849,0.3623,15,15,12,9,12,1,12,3,4
-0.3061,0.0999,0.4551,0.206,15,15,12,12,12,1,12,6,4
0.1064,0.1007,0.3103,0.0728,15,15,1,15,12,7,12,12,0
0.3976,0.0619,0.0742,0.1357,12,15,15,12,15,15,3,4,1
0.0289,-0.3049,0.0214,0.3359,15,1,1,15,1,1,12,3,3
0.0117,0.1828,0.5391,0.3821,15,1,1,15,1,1,12,3,3
0.4386,0.4537,0.0847,0.3986,18,1,1,15,1,1,12,6,0
0.7269,-0.1047,0.3396,0.6583,12,18,1,15,4,1,3,3,1
0.567,0.1097,0.6534,1.0231,3,4,1,1,0,0,1,0,3
0.0593,0.6714,0.795,1.3077,3,4,1,1,0,0,1,0,3
0.0999,-0.4424,0.082,1.3789,1,0,0,3,0,3,1,0,0
0.0611,-0.1605,0.4325,1.4459,0,0,0,3,0,3,0,0,0
0.0255,-0.0596,0.3712,1.4786,0,0,0,3,0,0,0,0,0
0.0097,-0.0225,0.329,1.4917,0,0,0,3,0,3,0,0,0
0.0036,-0.0086,0.708,1.4967,0,0,0,3,0,3,0,0,0
0.0013,-0.0033,0.5494,1.4985,0,0,0,3,0,3,0,0,0
0.0005,-0.0013,0.4543,1.4992,0,0,0,3,0,0,0,0,0
0.3285,-0.0635,0.1318,0.1988,12,12,6,12,3,9,9,6,3
0.0445,0.0195,0.2831,0.3645,12,12,6,12,6,6,15,3,3
0.1947,0.2372,0.1724,0.3869,12,6,9,18,6,3,6,6,3
-0.188,-0.0679,0.082,0.4986,0,3,6,3,9,18,9,9,12
-0.0412,0.0131,0.2,0.406,3,9,18,6,9,12,12,15,9
-0.0414,-0.1647,0.2277,0.3855,1,0,12,1,9,6,1,9,15
-0.0365,-0.2613,0.5809,0.374,3,6,9,1,6,12,1,1,12
0.1859,0.1106,0.9419,0.379,3,6,12,1,3,15,1,1,12
0.2295,0.109,0.9551,0.4752,0,9,12,1,3,15,1,1,12
0.1709,-0.1897,1.0552,0.5924,0,12,12,1,3,15,1,1,12
-0.1966,0.2978,1.488,0.6845,9,9,15,1,9,9,1,6,12
-0.2226,0.3794,1.5177,0.6049,9,9,15,1,9,9,1,3,12
-0.0998,0.4252,0.0508,0.5288,1,6,15,1,9,12,6,12,12
-0.2115,-0.0679,0.4589,0.524,12,12,0,12,9,1,15,9,1
-0.2165,0.3479,0.667,0.4197,15,18,4,12,9,3,18,9,1
0.0145,0.1547,0.9649,0.3567,15,15,4,12,9,3,18,9,1
-0.0297,0.4072,0.8584,0.3721,15,15,4,12,9,3,15,12,1
0.0191,0.4292,0.4059,0.4113,12,9,1,15,3,1,4,1,0
0.2517,-0.3142,0.0846,0.4724,6,15,12,1,0,7,1,3,1
0.4637,0.3104,0.1875,0.6185,9,12,15,1,0,4,1,3,1
0.473,-0.5456,0.0098,0.8645,9,12,18,1,0,4,1,3,1
0.4189,-0.1532,0.2234,1.1342,1,3,7,1,0,1,0,3,0
0.1788,0.2519,0.4987,1.3459,1,3,1,0,0,0,0,3,0
0.0709,0.0898,0.3415,1.4409,1,6,1,0,0,0,0,3,0
0.0266,0.0331,0.2569,1.477,0,3,0,0,0,0,0,3,0
0.0098,0.0124,0.5132,1.4905,0,3,0,0,0,0,0,3,0
0.0035,0.0046,0.364,1.4954,0,3,0,0,0,0,0,3,0
0.0013,0.0017,0.2752,1.4972,0,3,0,0,0,0,0,3,0
0.0003,0.0006,0.2171,1.4979,0,3,0,0,0,0,0,3,0
0.3124,0.1686,1.3989,0.1906,6,12,6,3,9,1,6,0,1
0.0303,0.0859,1.2924,0.3569,3,6,12,3,6,1,6,1,0
-0.005,0.0859,1.3242,0.3746,0,9,4,3,6,3,12,9,1
-0.0203,0.1723,1.3648,0.3746,0,6,12,0,3,3,12,12,12
-0.0131,0.1009,1.2925,0.3745,0,9,9,0,3,6,9,15,12
-0.1436,0.2964,1.3262,0.3714,12,3,4,9,9,0,15,9,1
-0.1442,0.3846,1.0081,0.3343,12,9,9,9,9,0,9,1,4
-0.2103,0.1381,0.4542,0.3251,12,6,1,12,9,4,9,12,0
-0.2453,0.1446,0.1767,0.2306,9,12,1,12,12,4,9,15,3
-0.2291,-0.0037,0.4579,0.1299,12,9,12,12,12,1,12,3,4
-0.0194,-0.0028,0.5817,0.0155,15,12,9,9,15,1,12,6,1
0.1635,0.1212,0.8139,0.006,15,15,12,9,12,1,12,3,4
0.2848,0.1866,0.2311,0.1067,12,15,15,12,12,12,6,4,1
-0.3106,0.0273,0.1022,0.266,15,15,1,15,12,7,12,12,0
-0.2211,-0.0012,0.0216,0.1115,12,15,15,12,15,15,3,4,1
0.181,0.1426,0.5199,0.0011,15,18,15,12,12,1,12,3,4
0.3842,-0.02,0.1474,0.1161,18,15,1,15,12,4,12,12,3
0.2754,-0.3045,0.2043,0.3084,18,18,1,15,12,4,12,12,6
0.3298,0.12,0.6622,0.4713,12,15,3,18,4,3,1,1,1
-0.0808,0.4707,0.8227,0.6391,18,1,1,15,1,1,12,3,3
-0.2672,0.4749,0.2308,0.6433,15,1,1,18,1,1,12,3,3
0.657,-0.1656,0.2593,0.5623,12,15,1,12,4,1,3,3,1
0.5604,0.4664,0.5901,0.8947,6,4,1,1,0,0,1,0,3
0.2787,0.6029,0.5392,1.1978,1,3,4,1,3,1,0,3,0
0.1528,0.2215,0.3181,1.3708,1,3,4,0,0,0,0,3,0
0.0598,0.0797,0.4749,1.4515,0,3,0,0,0,0,0,3,0
0.0221,0.0298,0.3341,1.4819,0,3,0,0,0,0,0,3,0
0.0078,0.0114,0.2504,1.493,0,3,0,0,0,0,0,3,0
0.0027,0.0044,0.1955,1.497,0,3,0,0,0,0,0,3,0
0.0008,0.0017,0.3872,1.4984,0,3,0,0,0,0,0,3,0
0.0002,0.0007,0.275,1.4988,0,3,0,0,0,0,0,0,0
0.3196,0.1334,0.6551,0.1911,1,9,6,1,3,12,1,12,6
0.0349,0.0205,0.5282,0.3572,1,6,9,1,3,12,1,12,6
0.0386,-0.0421,0.5785,0.3748,1,3,9,1,6,6,1,9,12
0.2775,-0.2395,0.7477,0.3947,1,9,9,1,9,12,3,3,6
-0.2023,-0.031,1.2267,0.5467,1,6,12,1,9,15,0,6,6
-0.2351,0.3351,0.2359,0.4459,12,6,15,1,6,9,1,0,12
-0.0868,-0.3624,0.271,0.3686,9,9,0,12,9,1,9,9,1
-0.0122,-0.1148,0.8985,0.3723,15,12,6,9,9,1,12,0,1
-0.2509,0.0257,1.2125,0.3707,9,15,12,12,12,1,15,4,3
-0.2837,-0.0019,1.2755,0.2457,12,15,12,12,9,1,15,4,3
0.0658,0.0028,1.3363,0.1038,9,15,12,15,9,1,18,1,6
-0.0272,0.0635,1.3958,0.1368,9,15,12,15,9,1,15,4,3
0.3256,0.2467,1.206,0.1272,12,12,12,15,9,1,15,4,6
-0.0164,0.1451,0.942,0.3152,15,15,7,12,9,0,12,12,1
-0.3521,0.2457,0.8549,0.3155,15,18,4,12,9,3,18,9,1
-0.1665,0.299,0.1526,0.1858,12,18,9,15,9,1,15,4,3
-0.2685,-0.0223,0.5513,0.1813,15,12,15,12,9,15,1,3,4
0.2587,0.0513,0.7943,0.0484,12,15,15,15,9,4,9,1,6
0.2256,0.1333,0.6895,0.1796,12,15,12,18,12,7,6,1,3
0.1864,0.3843,0.518,0.2999,15,15,15,9,9,15,1,3,4
0.4161,0.0528,0.0765,0.4376,15,15,15,9,9,18,1,3,4
0.4128,-0.1989,0.0512,0.6462,9,12,12,1,0,7,1,3,1
0.1919,0.0919,0.0403,0.8584,12,4,1,9,3,3,9,1,1
0.4877,-0.1348,0.0124,0.9555,1,3,4,1,3,1,0,3,0
0.3243,0.105,0.0133,1.2012,1,4,0,3,0,3,1,1,0
0.1387,-0.0375,0.0581,1.3644,1,3,1,0,0,0,0,3,0
0.0588,-0.0174,0.0214,1.4339,0,3,0,0,0,0,0,3,0
0.0255,-0.0085,0.0075,1.4633,0,3,0,0,0,0,0,3,0
0.0117,-0.0045,0,1.4761,0,3,0,0,0,0,0,3,0
0.0054,-0.0025,0.0035,1.482,0,3,0,0,0,0,0,3,0
0.003,0.0016,0.0072,1.4847,0,0,0,3,0,3,0,0,0
0.002,0.0012,0.0124,1.4863,0,0,0,0,0,0,3,0,3
0.3182,0.1856,1.0483,0.145,3,0,1,12,3,1,6,3,1
-0.1283,-0.0424,0.3445,0.318,3,0,1,15,0,1,9,6,1
-0.1362,0.1029,0.4659,0.2548,6,0,1,12,0,1,12,3,1
0.3306,-0.1911,0.2115,0.1937,9,0,1,9,0,1,6,9,1
0.115,0.0411,0.5463,0.3715,12,0,1,9,6,1,9,9,4
-0.1175,-0.0429,0.6073,0.4295,9,6,1,9,6,1,12,3,4
-0.0327,0.0357,0.8074,0.3714,9,6,1,9,6,1,12,12,4
0.0361,-0.0527,0.3012,0.3555,9,9,1,12,3,1,12,12,4
-0.0388,-0.1008,0.4236,0.3745,12,3,1,9,9,1,12,15,4
-0.3268,-0.0675,0.6473,0.3587,12,3,1,9,9,1,12,15,4
-0.3065,0.2163,0.8844,0.1982,12,9,1,15,15,1,9,12,6
0.3365,-0.0155,0.3079,0.1171,15,9,12,15,12,3,12,1,4
0.1375,0.207,0.3868,0.2855,15,12,12,15,12,6,12,1,4
-0.2953,-0.146,0.5546,0.3691,15,15,15,12,12,1,12,0,7
-0.3422,-0.1368,0.9376,0.2332,15,15,1,15,15,4,12,12,3
-0.1445,0.055,1.8036,0.0924,15,1,4,18,12,3,15,12,12
-0.0384,-0.0031,0.875,0.0341,18,15,1,15,12,4,12,12,3
0.0355,-0.0316,0.981,0.015,18,18,1,15,12,4,12,12,6
0.0287,0.0774,1.4429,0.0364,18,18,1,15,9,7,12,15,3
0.1777,0.3023,0.8083,0.0638,15,18,18,15,12,1,12,3,4
0.385,0.1073,0.0304,0.2149,15,15,18,12,15,15,3,4,1
0.4168,-0.0814,0.1204,0.4109,15,1,1,12,4,1,12,3,3
0.2489,0.1286,0.2642,0.6207,15,1,1,12,1,1,9,6,3
0.1348,-0.2313,0.0889,0.7479,9,12,15,3,1,1,6,1,1
0.6868,-0.0717,0.3312,0.8235,3,1,1,3,1,1,3,0,0
0.248,0.5887,0.5528,1.1675,6,1,1,1,0,0,1,0,3
0.1713,0.3869,0.5972,1.3247,1,3,1,0,0,0,0,3,0
0.085,0.1375,0.3944,1.4235,1,3,1,0,0,0,0,3,0
0.0342,0.0508,0.2903,1.4677,0,3,0,0,0,0,0,3,0
0.0128,0.019,0.5793,1.485,0,3,0,0,0,0,0,3,0
0.0045,0.0072,0.4079,1.4915,0,0,0,0,0,0,0,3,0
0.0013,0.0027,0.3066,1.4937,0,3,0,0,0,0,0,0,3
0.0001,0.001,0.241,1.4944,0,3,0,0,0,0,0,0,3
0.3308,0.0814,0.077,0.1953,6,12,1,12,3,1,6,9,1
0.0083,-0.1483,0.0421,0.3631,1,6,12,1,9,6,0,9,3
-0.0007,-0.0314,0.3014,0.3747,1,9,6,1,6,12,3,9,3
-0.0103,0.1131,0.454,0.3747,1,9,9,1,9,12,3,3,6
-0.0273,-0.201,0.5717,0.3738,6,6,0,15,9,1,12,6,1
-0.1529,-0.1464,0.9392,0.374,9,12,0,15,6,1,6,12,1
-0.3873,0.0324,1.2808,0.3064,12,9,9,9,9,1,9,0,1
0.0844,0.1466,1.1751,0.1139,9,15,12,12,9,1,12,4,0
0.3932,-0.1317,0.7799,0.1725,12,15,4,9,12,3,15,12,1
0.2651,0.2159,1.0812,0.3749,12,15,4,12,9,3,15,12,1
-0.2173,0.1655,1.0562,0.5189,15,18,1,9,9,6,15,12,1
-0.1798,0.2417,1.0232,0.4185,15,15,4,9,9,3,15,12,1
-0.347,0.041,0.8028,0.3502,12,12,12,15,9,1,15,4,6
-0.3267,0.024,0.7616,0.1779,12,12,12,15,9,1,15,7,0
-0.0362,-0.0014,0.0732,0.0189,15,18,4,12,9,3,18,9,1
-0.0016,-0.0002,0.7616,0.001,12,18,9,15,9,1,15,4,3
0.0239,0.0154,1.0365,0.0003,12,15,12,15,9,1,15,4,3
0.2903,0.0581,0.4795,0.0145,12,15,9,15,9,1,15,4,6
0.4063,0.0924,0.3351,0.1622,15,12,7,12,12,3,18,6,1
-0.0813,0.1875,0.252,0.3683,18,18,1,15,12,4,15,12,3
-0.0295,-0.2075,0.03,0.3408,15,15,18,12,15,15,3,4,1
0.076,-0.1102,0.387,0.3422,18,15,15,9,9,12,1,3,7
0.1825,0.2267,0.6285,0.3842,9,12,4,9,3,1,1,1,3
0.2316,0.2803,0.5156,0.4888,9,9,12,1,0,4,1,6,1
-0.1868,0.4466,0.1756,0.6206,9,9,12,1,0,1,1,3,4
0.331,0.4357,0.2791,0.5726,12,1,1,6,3,3,12,1,1
0.4565,-0.6071,0.0116,0.7696,1,3,4,1,0,1,0,3,0
