"3.747,6.1977","4.0486,6.2242","4.1252,6.2075","4.1407,6.2031","4.2195,6.2114","4.2799,6.1986","4.4479,6.1802","4.5685,6.1587","4.6458,6.1524","4.6461,6.1449","4.7289,6.1507","4.8368,6.1278","4.9988,6.1451","5.1008,6.146","5.1924,6.1411","5.1939,6.141","5.2849,6.1233","5.381,6.1347","5.5508,6.1199","5.6662,6.117","5.739,6.118","5.7389,6.1186","5.8449,6.1142","5.9397,6.1284","6.1214,6.16","6.2207,6.1718","6.3128,6.1852","6.3094,6.1983","6.3842,6.2017","6.4617,6.2139","6.596,6.1902","6.6621,6.1809","6.7206,6.1692","6.7234,6.1698","6.7857,6.1472","6.8528,6.1579","6.9573,6.1451","7.0389,6.1158","7.0993,6.1016","7.0963,6.1085","7.1743,6.0908","7.2165,6.0592","7.3783,6.0362","7.4126,5.9932","7.4905,5.9823","7.4877,5.9929","7.5508,5.9928","7.6243,6.0322","7.7637,6.0847","7.835,6.1","7.917,6.1193","7.9258,6.1224","7.9999,6.1336","8.0877,6.1494","8.1956,6.1789","8.294,6.2168","8.3587,6.2577","8.3694,6.2574","8.4424,6.2904","8.5163,6.3229","8.6401,6.3761","8.7137,6.3929","8.7964,6.4209","8.7965,6.4199","8.8716,6.449","8.9399,6.4482","9.1,6.4603","9.1792,6.4929","9.2448,6.4922","9.2465,6.4809","9.319,6.4778","9.3906,6.4854","9.5547,6.4426","9.6238,6.4345","9.7193,6.4326","9.7219,6.4337","9.797,6.4327","9.8799,6.4228","10.0675,6.3787","10.1422,6.3271",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4.1156,5.8727","4.1919,5.9052","4.2887,5.9212","4.2819,5.9128","4.3837,5.9353","4.4941,5.9479","4.6619,5.9238","4.805,5.952","4.8937,5.9355","4.8868,5.934","4.9735,5.9189","5.0551,5.9062","5.2189,5.8983","5.3438,5.8857","5.4328,5.8817","5.4405,5.8801","5.5384,5.8886","5.6271,5.8985","5.7909,5.9344","5.8972,5.9369","5.9872,5.9812","5.9856,5.9608","6.0895,5.9784","6.1952,5.9866","6.3611,5.9888","6.4809,5.9977","6.5912,5.9985","6.5935,6.0083","6.6888,6.0047","6.7945,6.0049","6.9565,5.9754","7.0785,5.9952","7.167,5.9882","7.1648,5.992","7.2383,5.9962","7.3222,5.9997","7.4866,6.0287","7.5784,6.0242","7.6518,6.0259","7.6547,6.017","7.7435,6.0303","7.8027,6.0191","7.929,6.0122","8.0407,5.9961","8.1048,5.9722","8.1199,5.9747","8.1989,5.9777","8.2745,5.9696","8.4037,5.9814","8.4878,6.0077","8.5464,6.0182","8.5598,6.0196","8.6249,6.0541","8.6841,6.0669","8.805,6.1162","8.8764,6.1309","8.9582,6.1557","8.9517,6.1656","9.02,6.1876","9.1058,6.2181","9.2537,6.2552","9.3163,6.2927","9.38,6.3194","9.3882,6.3227","9.4584,6.3553","9.5198,6.3711","9.674,6.4102","9.7673,6.4412","9.8212,6.4721","9.8357,6.4664","9.9183,6.4931","10.0086,6.5107","10.1676,6.5205","10.2327,6.5169","10.3333,6.5238","10.3471,6.5246",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3.2389,5.5423","3.3254,5.5791","3.3936,5.6039","3.4085,5.5997","3.5024,5.6286","3.5611,5.6492","3.7052,5.6848","3.7984,5.703","3.8564,5.7281","3.8669,5.7274","3.9563,5.7297","4.0333,5.7337","4.2103,5.7632","4.2956,5.7716","4.3804,5.7861","4.385,5.7763","4.463,5.8063","4.5486,5.8057","4.7253,5.8274","4.8278,5.8101","4.8886,5.8141","4.8839,5.8126","4.9716,5.8196","5.0452,5.8118","5.1953,5.8307","5.274,5.816","5.353,5.8151","5.3611,5.8269","5.4326,5.8357","5.5072,5.8437","5.6312,5.8689","5.7103,5.8747","5.7927,5.8947","5.7856,5.8996","5.8557,5.8869","5.9244,5.9193","6.0791,5.9475","6.1545,5.9593","6.2214,5.9609","6.2243,5.9437","6.3,5.9588","6.3557,5.9651","6.4902,5.9716","6.539,5.9437","6.5887,5.935","6.5952,5.9228","6.6609,5.9306","6.6942,5.9133","6.7946,5.8871","6.8503,5.8962","6.9053,5.9007","6.8995,5.9021","6.9498,5.9084","7.0081,5.9249","7.1163,5.9226","7.1909,5.9478","7.2706,5.9616","7.26,5.9664","7.3344,5.9725","7.3861,5.9467","7.5259,5.94","7.5866,5.9226","7.6823,5.9312","7.6805,5.9379","7.7715,5.939","7.8533,5.9331","8.0355,5.9467","8.1397,5.9886","8.2197,6.0378","8.2173,6.0262","8.3061,6.0613","8.3932,6.1025","8.5071,6.1696","8.6024,6.204","8.7017,6.2495","8.6965,6.2502","8.772,6.2774","8.8761,6.3045","9.0493,6.3645","9.1686,6.3821","9.2564,6.4284","9.2586,6.4262","9.3574,6.4501","9.4466,6.4655","9.6226,6.4532","9.747,6.4676","9.8389,6.4431","9.8331,6.4402","9.9222,6.4019","10.0052,6.3892","10.1712,6.3422","10.2717,6.3163","10.3322,6.2613",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4.169,5.4699","4.2683,5.4511","4.3456,5.4301","4.3496,5.4521","4.4547,5.4448","4.5338,5.4313","4.6925,5.4384","4.8098,5.4253","4.9091,5.4057","4.9285,5.4128","5.0123,5.409","5.082,5.3904","5.2461,5.4156","5.3599,5.414","5.4607,5.4288","5.4623,5.427","5.5369,5.4321","5.6363,5.4418","5.8185,5.4445","5.9276,5.4444","6.0107,5.4464","5.9945,5.4401","6.0855,5.4305","6.1795,5.4331","6.3496,5.4265","6.4281,5.4254","6.512,5.4335","6.5273,5.4305","6.5994,5.4289","6.6888,5.4476","6.8244,5.4738","6.8922,5.4767","6.9563,5.4857","6.9707,5.4806","7.0282,5.4845","7.1072,5.5051","7.2282,5.509","7.297,5.5196","7.3663,5.538","7.3616,5.5246","7.4312,5.5373","7.4763,5.5483","7.6258,5.5678","7.6661,5.5897","7.7263,5.5856","7.7247,5.5914","7.7899,5.6151","7.8239,5.619","7.9389,5.5964","8.0095,5.6256","8.0736,5.614","8.0711,5.6135","8.1174,5.621","8.1696,5.6097","8.2545,5.6213","8.3035,5.6278","8.355,5.6419","8.3611,5.6348","8.3825,5.6551","8.4308,5.6492","8.5138,5.6444","8.5499,5.643","8.5707,5.6521","8.5838,5.6521","8.6329,5.6701","8.6543,5.6709","8.7402,5.6889","8.782,5.7201","8.8152,5.7301","8.807,5.7273","8.8409,5.7482","8.8824,5.7792","8.9459,5.8239","8.9835,5.8534","9.0428,5.895","9.0348,5.8813","9.0868,5.9108","9.1351,5.9303","9.2379,5.9791","9.3014,6.0009","9.3394,6.0074","9.3436,6.01","9.3919,6.0036","9.4442,6.037","9.566,6.0541","9.6093,6.0696","9.6795,6.1081","9.6828,6.0919","9.748,6.1012","9.795,6.1154","9.9121,6.1284","9.9707,6.1399","10.0171,6.1188","10.0363,6.1189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11.1568,8.7846","11.0374,8.7719","10.9364,8.7674","10.9226,8.7762","10.8226,8.7549","10.6953,8.7628","10.5738,8.8237","10.5738,8.8237","10.3211,8.748","10.2176,8.7163","10.0986,8.698","9.9425,8.6767","9.751,8.6844","9.5821,8.6806","9.445,8.6714","9.4425,8.673","9.3101,8.6954","9.1698,8.6895","8.9788,8.6717","8.7926,8.6735","8.6482,8.6663","8.6477,8.6618","8.5393,8.6461","8.3786,8.6487","8.2142,8.6673","8.0317,8.637","7.8994,8.6514","7.8994,8.6567","7.7883,8.6607","7.6653,8.6937","7.4895,8.7374","7.3081,8.7387","7.1463,8.7607","7.1471,8.7694","7.0314,8.7609","6.9074,8.7517","6.7256,8.7845","6.538,8.7355","6.3595,8.731","6.3595,8.7318","6.2378,8.7109","6.1031,8.692","5.9442,8.7354","5.7642,8.6778","5.592,8.6295","5.5443,8.6215","5.4166,8.6346",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11.2462,8.2087","11.1483,8.2296","11.0504,8.2192","11.0409,8.2257","10.9552,8.228","10.86,8.2193","10.7532,8.2294","10.6052,8.1822","10.5219,8.171","10.5279,8.1789","10.4477,8.1746","10.3869,8.174","10.2874,8.1794","10.2165,8.2119","10.1484,8.219","10.1438,8.233","10.093,8.261","10.0364,8.298","9.913,8.345","9.8398,8.3749","9.7523,8.3752","9.7512,8.3824","9.6734,8.4079","9.5744,8.427","9.4099,8.4495","9.2534,8.4661","9.1413,8.4885","9.1422,8.4768","9.0234,8.4966","8.924,8.5207","8.7827,8.554","8.6629,8.5873","8.5097,8.6156","8.5219,8.623","8.4369,8.6565","8.3148,8.6988","8.1608,8.71","8.0576,8.723","7.9207,8.7117","7.9287,8.7065","7.8122,8.7188","7.6922,8.6962","7.5326,8.6899","7.377,8.6489","7.226,8.595","7.2005,8.6173","7.0737,8.5894","6.9287,8.5589","6.9287,8.5589","6.5346,8.5522","6.3814,8.5669","6.3868,8.5888","6.2392,8.5878","6.0919,8.5811","6.0919,8.5811","5.8755,8.4239","5.8755,8.4239",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12.7937,8.0841","12.714,8.0963","12.6186,8.092","12.6112,8.0877","12.5262,8.0935","12.4375,8.0713","12.268,8.0349","12.1802,8.0639","12.0673,8.0447","12.0657,8.0446","11.9969,8.0166","11.8781,8.0293","11.6925,8.0455","11.6027,8.0707","11.5133,8.095","11.5044,8.0967","11.4183,8.1038","11.331,8.1177","11.1629,8.0939","11.0766,8.1034","10.9914,8.0952","10.9762,8.0912","10.9191,8.103","10.8254,8.1071","10.6909,8.144","10.6188,8.1654","10.5662,8.1897","10.5543,8.1886","10.4864,8.21","10.4179,8.2254","10.2592,8.2593","10.1772,8.2934","10.107,8.3233","10.1027,8.3293","10.0218,8.3676","9.9488,8.3864","9.7991,8.4168","9.7224,8.4348","9.6256,8.4262","9.6212,8.4502","9.5275,8.4745","9.4322,8.4683","9.2749,8.4897","9.1604,8.4951","9.0854,8.4926","9.0958,8.5001","9.019,8.5089","8.9321,8.5148","8.7704,8.559","8.6847,8.5986","8.6014,8.6235","8.607,8.6196","8.524,8.6446","8.4419,8.6468","8.2877,8.6089","8.176,8.6254","8.0859,8.6423","8.0841,8.6449","7.9842,8.6438","7.8585,8.6292","7.6699,8.6064","7.5393,8.6286","7.4142,8.5989","7.4249,8.5937","7.3234,8.5722","7.2168,8.5515","7.0233,8.54","6.8549,8.5607","6.724,8.574","6.7136,8.5866","6.5922,8.5989","6.4741,8.6044","6.2853,8.5357","6.1572,8.5747","6.0576,8.5821","6.0587,8.571","5.9443,8.569","5.8288,8.5754","5.6275,8.5547","5.479,8.5622","5.3615,8.5453","5.3646,8.5434",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13.4181,6.7482","13.3792,6.7519","13.3297,6.7561","13.3279,6.7613","13.2925,6.775","13.2382,6.7947","13.1461,6.8307","13.0921,6.8636","13.0424,6.8677","13.0511,6.8663","12.9898,6.891","12.9394,6.9088","12.8282,6.9321","12.7611,6.9547","12.7238,6.9675","12.7126,6.9753","12.6658,6.9978","12.6052,7.0241","12.4965,7.064","12.4264,7.0927","12.3532,7.1035","12.3401,7.1084","12.2962,7.129","12.2258,7.1532","12.1173,7.21","12.0632,7.2549","12.0339,7.3113","12.0169,7.3175","11.9867,7.3609","11.9396,7.4136","11.8607,7.4885","11.7911,7.5457","11.7457,7.5816","11.7504,7.5795","11.7031,7.6204","11.6538,7.6719","11.5647,7.7389","11.486,7.7999","11.4234,7.8276","11.4209,7.8336","11.3757,7.8717","11.3126,7.9049","11.195,7.9883","11.1325,8.0048","11.0755,8.0537","11.0702,8.0383","11.0332,8.0725","10.9485,8.1226","10.8341,8.189","10.7659,8.2222","10.7134,8.2695","10.7104,8.2663","10.6583,8.2994","10.5824,8.3311","10.4611,8.3776","10.3859,8.3982","10.3373,8.4258","10.3349,8.4307","10.2735,8.4498","10.1829,8.4658","10.0528,8.4751","9.9567,8.4862","9.8815,8.4877","9.8788,8.4828","9.8253,8.4996","9.7424,8.4778","9.6261,8.4951","9.5347,8.4841","9.4566,8.497","9.4566,8.5007","9.3705,8.5092","9.3025,8.5083","9.1477,8.5287","9.0254,8.5163","8.974,8.5381","8.9645,8.5399","8.8691,8.5357","8.7977,8.5267","8.6528,8.5213","8.5785,8.5226","8.4758,8.5079","8.4876,8.511","8.3902,8.5049","8.3205,8.4899","8.1665,8.4832","8.0633,8.4564","7.9818,8.4275","7.9681,8.4272","7.8855,8.4091","7.8015,8.4106","7.643,8.4026","7.5384,8.3968","7.4446,8.3803","7.428,8.3897","7.3498,8.3994","7.2393,8.3834","7.0652,8.3715","6.9673,8.3969","6.8747,8.3733","6.8837,8.38","6.8124,8.3678","6.7119,8.377","6.542,8.3311","6.4325,8.3052","6.3264,8.3078","6.3289,8.3117","6.2433,8.2926","6.1571,8.2672","5.9796,8.1966","5.8827,8.177","5.8186,8.1713","5.8091,8.1591","5.7297,8.1528","5.646,8.168","5.4852,8.1764","5.3817,8.1821","5.2934,8.1745","5.2868,8.188",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11.1262,7.5807","11.0364,7.5747","10.9474,7.5703","10.9425,7.5743","10.8684,7.5984","10.7961,7.6098","10.6366,7.6511","10.5673,7.6839","10.4894,7.6926","10.4885,7.6929","10.4143,7.6968","10.3306,7.6948","10.1864,7.6975","10.1124,7.688","10.0423,7.6818","10.0389,7.6822","9.9789,7.7008","9.9082,7.733","9.7839,7.7975","9.7394,7.8518","9.6822,7.8793","9.6774,7.8743","9.6283,7.9075","9.57,7.9297","9.4726,7.983","9.4003,8.0236","9.3345,8.0485","9.3403,8.0654","9.2641,8.1044","9.1816,8.1408","9.0373,8.1965","8.955,8.2037","8.8827,8.2267","8.8762,8.2366","8.8078,8.2424","8.7429,8.2668","8.5987,8.3099","8.5333,8.3699","8.4649,8.3902","8.4632,8.3967","8.4108,8.4068","8.3397,8.4074","8.1849,8.4423","8.068,8.4348","7.9653,8.4297","7.9625,8.4242","7.8658,8.4548","7.7515,8.4219","7.5644,8.377","7.4478,8.3907","7.3558,8.3835","7.3444,8.4041","7.2482,8.3922","7.1324,8.3988","6.9212,8.3847","6.7586,8.4144","6.653,8.4259","6.6457,8.4148","6.5272,8.4047","6.411,8.3981","6.2048,8.3602","6.0401,8.3117","5.9044,8.2892","5.9057,8.2812","5.7963,8.239","5.6501,8.1838","5.6501,8.1838","5.4039,8.0428","5.4039,8.0428",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.8686,6.7326","10.7433,6.7097","10.622,6.7029","10.6196,6.699","10.5061,6.6948","10.3681,6.6935","10.1885,6.6387","10.0561,6.6845","9.9153,6.6528","9.9222,6.6571","9.8217,6.6664","9.7024,6.6714","9.513,6.6879","9.4119,6.7282","9.3083,6.7367","9.3051,6.7372","9.2114,6.763","9.117,6.7707","8.9459,6.7786","8.8508,6.7587","8.7564,6.7463","8.7458,6.7415","8.672,6.7237","8.5876,6.6919","8.4681,6.6555","8.3804,6.6411","8.3225,6.6447","8.3179,6.6353","8.2441,6.6337","8.1714,6.6436","8.0294,6.608","7.9437,6.5977","7.8844,6.5677","7.8766,6.5731","7.7923,6.5595","7.7379,6.5604","7.5677,6.574","7.4928,6.6077","7.418,6.6308","7.4273,6.6236","7.3579,6.6702","7.272,6.6881","7.0952,6.7905","6.958,6.7843","6.8421,6.7929","6.8338,6.7846","6.7151,6.7924","6.5856,6.7762","6.5856,6.7762","6.3761,6.6606","6.3761,6.6606","6.1363,6.7026","5.9975,6.6923","5.8841,6.6899","5.7049,6.7153","5.5215,6.728","5.3775,6.7804","5.3754,6.7851",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11.6011,6.4577","11.4481,6.4551","11.3291,6.443","11.3296,6.4419","11.2413,6.429","11.1506,6.4066","11.1506,6.4066","10.8625,6.3828","10.7443,6.379","10.7525,6.3833","10.6563,6.3855","10.5336,6.3881","10.3657,6.4172","10.2301,6.4198","10.1336,6.4176","10.1266,6.4168","10.0206,6.4223","9.9342,6.4185","9.7569,6.4264","9.6288,6.4344","9.5221,6.4385","9.5057,6.434","9.4329,6.4471","9.3136,6.4381","9.1385,6.4842","9.0137,6.4841","8.9325,6.5113","8.9329,6.5004","8.8298,6.505","8.7462,6.513","8.6054,6.4981","8.5348,6.5092","8.4532,6.5152","8.4618,6.5092","8.3894,6.5365","8.3361,6.5453","8.2261,6.5932","8.1614,6.6083","8.0782,6.6061","8.0849,6.606","8.0293,6.5991","7.957,6.6163","7.8353,6.6143","7.7408,6.616","7.6648,6.6195","7.6626,6.6235","7.5819,6.6352","7.493,6.6529","7.3285,6.7023","7.22,6.7573","7.1319,6.7909","7.1225,6.798","7.0382,6.8131","6.904,6.8389","6.904,6.8389","6.5241,6.8981","6.3701,6.8226","6.3067,6.8163","6.1792,6.7843","6.0327,6.7547","5.8638,6.7757","5.7274,6.8201","5.589,6.8468","5.5699,6.8501","5.4906,6.9167","5.3489,6.9463","5.3489,6.9463",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11.9858,5.8956","11.9256,5.8978","11.8717,5.8988","11.8756,5.8917","11.7967,5.9016","11.731,5.9136","11.6035,5.9138","11.5521,5.9134","11.4807,5.9103","11.4804,5.9112","11.4146,5.9068","11.3411,5.9133","11.2165,5.9151","11.1545,5.9128","11.0931,5.9005","11.0989,5.9037","11.0389,5.9153","10.9607,5.9144","10.8481,5.9034","10.7927,5.9374","10.7198,5.9276","10.7186,5.9412","10.6738,5.955","10.6073,5.9439","10.504,5.9649","10.4566,5.9575","10.4087,5.978","10.4137,5.9755","10.366,5.9766","10.3388,5.9813","10.2522,5.9951","10.2229,6.0166","10.1833,6.0154","10.1685,6.0232","10.1344,6.0294","10.1153,6.053","10.0769,6.0883","10.0753,6.0881","10.0594,6.0972","10.0577,6.0869","10.073,6.0845","10.051,6.0839","10.0614,6.0649","10.0323,6.0455","10.0179,6.0346","10.022,6.0229","10.0138,6.0209","9.982,6.0064","9.9443,5.977","9.9323,5.9515","9.9229,5.9354","9.9215,5.9305","9.9046,5.9276","9.8794,5.9133","9.8176,5.8537","9.7917,5.819","9.7756,5.7888","9.7752,5.7933","9.7403,5.7615","9.711,5.7038","9.6572,5.6388","9.6132,5.5819","9.5847,5.556","9.5874,5.5698","9.5594,5.5333","9.5246,5.5116","9.4779,5.459","9.434,5.4265","9.3939,5.4142","9.3889,5.4099","9.3432,5.3958","9.3278,5.382","9.2087,5.3555","9.1556,5.3449","9.1082,5.3749","9.0952,5.3633","9.0395,5.3517","8.9869,5.3409","8.8664,5.3336","8.7945,5.3319","8.7319,5.3188","8.7311,5.3206","8.664,5.319","8.6052,5.3039","8.4674,5.3048","8.4071,5.2793","8.3472,5.2707","8.3456,5.2852","8.2762,5.2816","8.1963,5.3008","8.0859,5.3546","7.9879,5.3897","7.898,5.4265","7.8982,5.4248","7.8413,5.4672","7.7447,5.4887","7.6026,5.5536","7.5229,5.5876","7.4346,5.6277","7.439,5.6213","7.3568,5.632","7.2409,5.6517","7.0524,5.6611","6.9332,5.6856","6.8494,5.7209","6.8526,5.7238","6.7792,5.7548","6.6801,5.7645","6.4996,5.7694","6.3714,5.804","6.2713,5.8329","6.2612,5.8465","6.169,5.8711","6.088,5.9108","5.93,5.9634","5.8433,5.9636","5.7529,5.9989","5.7484,5.9941","5.6517,6.0124","5.5358,6.0368","5.3469,6.0264",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11.4511,5.3211","11.3562,5.3511","11.2517,5.3612","11.2476,5.3581","11.1592,5.3934","11.0566,5.4085","10.8763,5.4193","10.7495,5.4422","10.6408,5.43","10.6438,5.4251","10.5462,5.4003","10.4357,5.4122","10.2863,5.3651","10.1426,5.3702","10.0429,5.3714","10.0403,5.3659","9.9312,5.3647","9.846,5.365","9.6724,5.356","9.5607,5.3646","9.4794,5.3545","9.4737,5.3462","9.4106,5.3432","9.3134,5.3238","9.1977,5.3144","9.1318,5.2742","9.0821,5.2792","9.0695,5.2779","9.0229,5.2599","8.9728,5.2728","8.8745,5.2556","8.8411,5.2414","8.801,5.2438","8.8011,5.2315","8.7623,5.2382","8.7356,5.2491","8.6802,5.2698","8.654,5.2754","8.6202,5.2778","8.6259,5.2711","8.6031,5.2831","8.5731,5.2814","8.5106,5.2718","8.4507,5.2549","8.4174,5.2283","8.4051,5.2296","8.3699,5.2253","8.3116,5.217","8.204,5.1992","8.141,5.1802","8.0864,5.1731","8.0703,5.1764","8.0234,5.1642","7.9588,5.1649","7.8,5.1389","7.7461,5.1684","7.702,5.1921","7.6926,5.1897","7.6455,5.2029","7.5827,5.197","7.4711,5.2089","7.4035,5.2216","7.3398,5.24","7.3318,5.2389","7.2884,5.2702","7.1899,5.2776","7.058,5.3348","6.9722,5.3897","6.8759,5.4233","6.8797,5.4292","6.7645,5.4783","6.6832,5.5133","6.5348,5.5498","6.3471,5.5515","6.2174,5.5922","6.2291,5.5965","6.0839,5.6023","5.9547,5.6148","5.9547,5.6148","5.5901,5.6676","5.4543,5.7216","5.4621,5.7308","5.3447,5.766","5.2304,5.8372","5.2304,5.8372","5.2304,5.8372","5.2304,5.8372",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12.1231,5.4396","12.0606,5.4495","11.9981,5.4466","11.9986,5.4432","11.9401,5.4521","11.8825,5.4631","11.7681,5.4717","11.7175,5.4713","11.6447,5.4794","11.6368,5.4766","11.5812,5.4612","11.4937,5.4762","11.3613,5.4646","11.2961,5.4435","11.2268,5.4413","11.2316,5.4409","11.1569,5.4389","11.0861,5.4324","10.9452,5.4274","10.8635,5.4265","10.7833,5.4327","10.7659,5.4342","10.6936,5.4385","10.61,5.4498","10.4605,5.4597","10.344,5.4518","10.2823,5.4566","10.2686,5.4507","10.1946,5.4524","10.131,5.4597","9.9799,5.4459","9.911,5.4371","9.8353,5.4216","9.835,5.426","9.7715,5.4148","9.7156,5.4201","9.5918,5.405","9.5292,5.3902","9.4712,5.3695","9.4728,5.3748","9.4249,5.3651","9.3685,5.357","9.2761,5.3689","9.2135,5.3458","9.1758,5.3348","9.1791,5.3369","9.1285,5.3278","9.0808,5.3252","8.9878,5.3023","8.9289,5.3018","8.8966,5.2984","8.8918,5.2928","8.8503,5.2919","8.7974,5.2885","8.6884,5.2781","8.6499,5.2694","8.5919,5.2797","8.596,5.2801","8.5423,5.2796","8.4661,5.2616","8.3819,5.2417","8.3047,5.2528","8.2464,5.2519","8.2427,5.2513","8.1971,5.2656","8.1229,5.2689","7.9793,5.2659","7.9137,5.3093","7.8551,5.3123","7.8492,5.3163","7.782,5.3239","7.7275,5.3453","7.5887,5.3636","7.5169,5.3866","7.4474,5.4078","7.4531,5.4242","7.3723,5.4442","7.2967,5.4641","7.1505,5.511","7.0773,5.5418","6.9782,5.5495","6.9813,5.5598","6.89,5.5836","6.8119,5.6333","6.6437,5.7033","6.524,5.7377","6.4416,5.775","6.4398,5.7764","6.3516,5.81","6.2681,5.8246","6.161,5.8686","6.161,5.8686","5.874,5.9397","5.853,5.9391","5.7484,5.9621","5.6288,5.9855","5.4681,6.0246","5.3116,6.0637",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
