"2.528,5.612","2.543,5.6053","2.5466,5.6144","2.5542,5.612","2.5653,5.617","2.5777,5.6207","2.5964,5.6129","2.6154,5.6047","2.636,5.591","2.6288,5.5959","2.6563,5.5903","2.7145,5.5809","2.7419,5.5932","2.7648,5.5934","2.7941,5.6002","2.7939,5.601","2.8208,5.6065","2.9023,5.6355","2.9483,5.6507","3.0012,5.6606","3.0378,5.6841","3.0363,5.6796","3.0826,5.6993","3.2032,5.7135","3.2444,5.7299","3.2875,5.7189","3.3394,5.7251","3.3306,5.7126","3.4028,5.7249","3.5007,5.717","3.5614,5.705","3.6164,5.6852","3.6607,5.6663","3.6616,5.6687","3.705,5.6486","3.8192,5.6349","3.8775,5.6452","3.9317,5.6411","3.9789,5.6722","3.9823,5.6537","4.0431,5.6598","4.1582,5.6819","4.2267,5.6926","4.2986,5.6939","4.3914,5.7069","4.3997,5.6994","4.4607,5.6984","4.5837,5.6727","4.6563,5.6591","4.7193,5.6435","4.7849,5.6247","4.791,5.6205","4.8317,5.5934","4.9738,5.5723","5.0657,5.5675","5.1661,5.5608","5.2096,5.5519","5.2148,5.5525","5.2879,5.5533","5.436,5.5551","5.5046,5.5334","5.5854,5.5219","5.6481,5.5182","5.6589,5.5156","5.7197,5.4916","5.8316,5.4463","5.8845,5.441","5.9508,5.4154","6.0002,5.3853","6.0178,5.391","6.0803,5.3696","6.2007,5.3319","6.2732,5.3239","6.3331,5.316","6.3945,5.3277","6.382,5.3098","6.4369,5.3019","6.5606,5.2997","6.6149,5.2954","6.696,5.2895","6.7594,5.2762","6.7658,5.2849","6.8362,5.2839","6.9635,5.24","7.029,5.2711","7.0913,5.2748","7.1706,5.2924","7.1784,5.2936","7.2579,5.2953","7.4079,5.3208","7.4812,5.3319","7.5615,5.361","7.6695,5.3817","7.6549,5.3772","7.7686,5.3951","7.9375,5.3817","8.045,5.3699","8.1222,5.3705","8.2055,5.3649","8.2098,5.3748","8.2911,5.359","8.4903,5.3378","8.5971,5.346","8.6887,5.37","8.7788,5.3827","8.7814,5.3871","8.8712,5.4074","9.0451,5.432","9.1523,5.4558","9.2458,5.4731","9.3559,5.4722","9.3717,5.4816","9.4484,5.4999","9.6453,5.4758","9.7332,5.4774","9.8264,5.4769","9.9255,5.4708","9.9324,5.4491","10.0066,5.4403","10.19,5.4553",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12.6379,8.701","12.6125,8.6979","12.5866,8.7038","12.5827,8.7076","12.564,8.6951","12.5033,8.709","12.478,8.7246","12.4327,8.7059","12.3981,8.7157","12.3804,8.7184","12.3233,8.7156","12.2182,8.6931","12.141,8.6744","12.067,8.6619","11.9914,8.6458","11.9995,8.6397","11.9254,8.6485","11.764,8.6378","11.6648,8.5993","11.5699,8.5769","11.4828,8.5788","11.4668,8.5692","11.3873,8.5903","11.2172,8.6311","11.1183,8.6634","11.021,8.6761","10.9185,8.6818","10.9112,8.6883","10.8214,8.6892","10.6109,8.6827","10.518,8.6776","10.4064,8.6554","10.3067,8.6569","10.3027,8.6531","10.2014,8.6333","9.9963,8.6379","9.8424,8.6313","9.7349,8.638","9.5771,8.6299","9.6014,8.6388","9.4769,8.6652","9.2768,8.7241","9.091,8.7487","8.9801,8.7613","8.8799,8.7968","8.8768,8.7873","8.7747,8.787","8.5605,8.7926","8.4098,8.7845","8.298,8.7912","8.1712,8.8096","8.1712,8.7982","8.0312,8.8005","8.0312,8.8005","7.616,8.8194","7.5332,8.8437","7.3956,8.8491","7.3814,8.8471","7.277,8.8574","7.0761,8.8967","6.8751,8.8659","6.7372,8.8806","6.628,8.8788","6.6387,8.868","6.5168,8.8655","6.3067,8.7912","6.1716,8.7977","6.0145,8.7618","5.8713,8.7458","5.8637,8.745","5.7257,8.7453","5.7257,8.7453","5.3079,8.6251",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12.5585,8.1698","12.5623,8.1673","12.5596,8.1791","12.5551,8.1715","12.5633,8.1817","12.5437,8.184","12.5384,8.1914","12.5349,8.1771","12.5064,8.1772","12.5019,8.1841","12.4981,8.1747","12.4466,8.1506","12.4202,8.1336","12.3979,8.1346","12.3647,8.1422","12.3644,8.1292","12.3286,8.1396","12.2484,8.1675","12.2036,8.1619","12.1628,8.1792","12.126,8.1907","12.1096,8.1839","12.0708,8.1865","11.9701,8.1908","11.9186,8.2002","11.8734,8.2019","11.8125,8.2037","11.8038,8.1914","11.7647,8.2004","11.6269,8.1987","11.5762,8.1877","11.5176,8.1826","11.4303,8.1867","11.4355,8.1849","11.3735,8.2166","11.2418,8.2631","11.1672,8.3044","11.0835,8.3315","10.9984,8.346","11.0075,8.339","10.9261,8.3572","10.7406,8.357","10.6393,8.349","10.5314,8.3728","10.471,8.3653","10.4713,8.386","10.3856,8.4009","10.2711,8.5007","10.1771,8.5493","10.116,8.5975","10.0479,8.6352","10.0499,8.627","9.9554,8.6377","9.8167,8.6853","9.7546,8.6981","9.6993,8.7253","9.6132,8.7364","9.5954,8.7365","9.5347,8.7688","9.3676,8.7901","9.2671,8.8169","9.2041,8.8325","9.1332,8.8574","9.1456,8.8569","9.058,8.8905","8.9214,8.9108","8.8141,8.9101","8.73,8.9136","8.6444,8.9146","8.6386,8.9199","8.568,8.9349","8.4114,8.9319","8.2817,8.9486","8.1433,8.9075","8.0501,8.9065","8.0373,8.897","7.9189,8.8912","7.745,8.8923","7.5905,8.8488","7.4819,8.8697","7.38,8.8826","7.3883,8.8818","7.2777,8.8945","7.0851,8.9079","6.9766,8.9156","6.8713,8.9169","6.7468,8.9121","6.7556,8.8976","6.6489,8.8899","6.4622,8.869","6.2791,8.8433","6.1632,8.8421","6.0333,8.8277","6.0292,8.8456","5.9107,8.8391","5.8568,8.9511","5.9084,8.9876","5.9126,8.9822",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12.9773,8.199","12.9747,8.1986","12.9615,8.1991","12.9599,8.1958","12.9542,8.1946","12.9348,8.1914","12.9145,8.1965","12.9001,8.1984","12.8921,8.1938","12.893,8.2078","12.88,8.1973","12.8398,8.2153","12.8123,8.2281","12.7748,8.2429","12.7355,8.2573","12.7392,8.2511","12.6905,8.2675","12.624,8.2742","12.5722,8.2734","12.5522,8.277","12.5121,8.2666","12.5081,8.2704","12.4787,8.261","12.4069,8.2663","12.3606,8.2578","12.3191,8.2801","12.2704,8.2989","12.2664,8.2938","12.2219,8.3249","12.13,8.3723","12.073,8.4152","12.0006,8.4465","11.9399,8.4522","11.9384,8.4516","11.8794,8.4682","11.7426,8.4799","11.6709,8.4988","11.596,8.5122","11.5345,8.511","11.5192,8.513","11.4635,8.4999","11.3455,8.5063","11.2599,8.4895","11.1749,8.5236","11.1418,8.5444","11.121,8.5485","11.0483,8.5588","10.9374,8.6024","10.8806,8.6307","10.8202,8.6357","10.7653,8.6433","10.767,8.6375","10.6838,8.6426","10.5623,8.6533","10.5246,8.6642","10.4582,8.6738","10.3855,8.6962","10.3806,8.6998","10.3266,8.7222","10.2078,8.7476","10.1249,8.75","10.082,8.7449","10.0235,8.7631","10.0233,8.7674","9.9683,8.7662","9.9043,8.7647","9.859,8.772","9.816,8.784","9.7723,8.7975","9.7705,8.7859","9.7523,8.8316","9.6721,8.852","9.632,8.8693","9.6012,8.8999","9.5312,8.8909","9.5435,8.8955","9.474,8.9188","9.3824,8.9774","9.3208,8.9596","9.2736,8.9789","9.2149,8.9788","9.215,8.9797","9.167,8.9607","9.052,8.9582","9.0122,8.9739","8.957,8.9608","8.8859,8.9382","8.8918,8.952","8.821,8.9385","8.6877,8.8876","8.6084,8.8679","8.5527,8.834","8.5013,8.8321","8.4887,8.8257","8.4323,8.8243","8.3171,8.8035","8.2321,8.7872","8.1646,8.8076","8.0631,8.8124","8.0738,8.8151","8.007,8.8083","7.8645,8.8095","7.8124,8.8009","7.7316,8.8048","7.6518,8.7936","7.6517,8.797","7.5776,8.7641","7.4062,8.7407","7.3008,8.7299","7.2031,8.7195","7.1395,8.7139","7.1489,8.7195","7.0549,8.7187","6.8904,8.6656","6.7508,8.6563","6.675,8.6543","6.5819,8.6508","6.5794,8.6615","6.4796,8.6567","6.3145,8.6655","6.1732,8.6819","6.0427,8.6805","5.9441,8.6866","5.9246,8.6793","5.8223,8.6482","5.6409,8.6398","5.46,8.6497","5.3312,8.6301","5.21,8.6303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13.5761,8.1941","13.5716,8.2044","13.5697,8.2008","13.5739,8.2003","13.572,8.2024","13.5685,8.2104","13.5556,8.221","13.5644,8.216","13.5614,8.2152","13.5544,8.2249","13.5413,8.2345","13.528,8.2383","13.5137,8.2434","13.4945,8.2412","13.4721,8.2438","13.4686,8.2428","13.4484,8.2484","13.4131,8.2642","13.3923,8.2666","13.3619,8.2736","13.3287,8.2647","13.3228,8.2634","13.2888,8.2574","13.1859,8.2627","13.151,8.2497","13.1001,8.2395","13.0476,8.222","13.0517,8.2139","12.9934,8.1954","12.916,8.1952","12.8548,8.1898","12.8084,8.196","12.756,8.1964","12.7629,8.2026","12.7171,8.2181","12.6173,8.2313","12.5814,8.2533","12.545,8.2517","12.4864,8.2564","12.4945,8.2495","12.4437,8.2355","12.3239,8.2048","12.2724,8.1962","12.1986,8.1831","12.1511,8.1814","12.1538,8.1782","12.086,8.1698","11.99,8.1827","11.9215,8.2037","11.8509,8.2317","11.7855,8.256","11.786,8.2618","11.7086,8.2753","11.5937,8.3171","11.5501,8.3338","11.4986,8.3374","11.4274,8.3318","11.416,8.3329","11.3704,8.3429","11.255,8.353","11.1858,8.3585","11.1461,8.3825","11.0964,8.3971","11.1105,8.3979","11.0385,8.4138","10.9434,8.4581","10.8846,8.4932","10.8288,8.5005","10.779,8.5263","10.779,8.5286","10.7507,8.5544","10.6513,8.5875","10.5983,8.607","10.5518,8.6206","10.4914,8.6148","10.4852,8.6191","10.4305,8.6323","10.3395,8.6838","10.2943,8.6868","10.2559,8.7016","10.2293,8.7227","10.2226,8.7178","10.166,8.7227","10.0939,8.7321","10.0701,8.7588","10.0256,8.7699","9.9948,8.7644","10.0025,8.763","9.9676,8.7567","9.8757,8.7438","9.8439,8.7248","9.8101,8.7463","9.784,8.7367","9.7681,8.7481","9.7316,8.742","9.6675,8.7215","9.6156,8.7094","9.5885,8.7031","9.5193,8.7065","9.52,8.7073","9.4804,8.6777","9.4,8.659","9.3528,8.6557","9.2989,8.6655","9.2131,8.6588","9.23,8.6644","9.1314,8.6671","8.9968,8.6703","8.8916,8.677","8.8191,8.6756","8.7416,8.6529","8.7489,8.6467","8.6672,8.6508","8.5141,8.5937","8.4291,8.5884","8.349,8.575","8.2874,8.5644","8.293,8.5557","8.2142,8.5322","8.0759,8.5178","7.9996,8.4746","7.9102,8.4585","7.834,8.4601","7.8323,8.4675","7.755,8.4658","7.6044,8.5065","7.4862,8.5067","7.392,8.5181","7.3004,8.5391","7.3011,8.5323","7.1896,8.5263","7.0626,8.5384","6.955,8.512","6.8446,8.5365","6.7615,8.5222","6.7678,8.5285","6.6885,8.539","6.5102,8.5139","6.3997,8.4921","6.3102,8.4638","6.2044,8.4438","6.2192,8.4506","6.1478,8.437","5.9602,8.433","5.8803,8.4144","5.7759,8.4029","5.696,8.4289","5.6848,8.4377","5.5941,8.4339","5.4184,8.4629","5.3277,8.4753",,,,,,,,,,,,
"12.4306,7.166","12.4008,7.1593","12.3576,7.1709","12.3564,7.1816","12.3244,7.1875","12.2107,7.1871","12.1558,7.1993","12.0908,7.2163","12.025,7.1978","12.0146,7.2088","11.9376,7.2127","11.76,7.2074","11.672,7.1918","11.5747,7.1753","11.482,7.1571","11.4805,7.1542","11.3797,7.1519","11.1965,7.1517","11.0818,7.1341","10.9801,7.1491","10.8639,7.1592","10.8675,7.1497","10.7466,7.1794","10.5662,7.1945","10.4313,7.1856","10.3225,7.169","10.2097,7.1359","10.2126,7.1463","10.1053,7.1257","9.9263,7.0785","9.7922,7.0661","9.653,7.0365","9.5495,6.9894","9.5508,6.9862","9.4334,6.9626","9.2503,6.9054","9.1027,6.9338","8.9793,6.9106","8.8679,6.9036","8.8705,6.8923","8.7695,6.8769","8.58,6.8628","8.4437,6.845","8.3374,6.8348","8.2482,6.8353","8.243,6.8338","8.1353,6.828","7.9611,6.847","7.8953,6.8517","7.7946,6.8622","7.732,6.8525","7.7157,6.851","7.6209,6.8265","7.4527,6.7764","7.3767,6.7739","7.2972,6.7309","7.1853,6.6965","7.1858,6.6982","7.0972,6.6583","6.9155,6.6222","6.7873,6.6234","6.7068,6.6388","6.6042,6.656","6.6055,6.6779","6.5063,6.671","6.3322,6.6668","6.2501,6.6838","6.1591,6.6789","6.0894,6.6689","6.0829,6.6765","6.0102,6.6845","5.8588,6.6989","5.7364,6.7156","5.6335,6.7338","5.524,6.7206","5.5075,6.7179","5.4041,6.7358","5.2083,6.7479",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12.4305,7.1581","12.3952,7.1586","12.3515,7.168","12.3642,7.169","12.314,7.1685","12.2204,7.1965","12.1662,7.2018","12.0961,7.197","12.0146,7.2162","12.0149,7.2122","11.9479,7.1876","11.7663,7.1769","11.6745,7.1672","11.5763,7.1566","11.4644,7.1443","11.4761,7.1523","11.3865,7.1499","11.2103,7.1331","11.0741,7.1232","10.982,7.1387","10.8758,7.1659","10.861,7.1629","10.7495,7.1754","10.566,7.1606","10.4218,7.194","10.3208,7.1862","10.2113,7.1389","10.1988,7.1512","10.1167,7.1074","9.9422,7.0649","9.773,7.0478","9.6652,7.0135","9.5573,6.9823","9.5581,6.9845","9.4509,6.9586","9.273,6.9196","9.1042,6.932","8.9951,6.9107","8.8904,6.8861","8.8711,6.8945","8.7777,6.8559","8.5885,6.8347","8.42,6.8248","8.3385,6.8184","8.2369,6.829","8.2508,6.8249","8.1506,6.8234","7.9767,6.8289","7.8898,6.8265","7.7967,6.8473","7.7068,6.8342","7.717,6.8372","7.6156,6.8256","7.4322,6.7784","7.3637,6.7632","7.2888,6.7156","7.1977,6.6816","7.1799,6.6816","7.0977,6.6461","6.9165,6.598","6.7792,6.6216","6.7113,6.6306","6.6091,6.6588","6.613,6.6604","6.5078,6.6679","6.3354,6.6773","6.2416,6.6789","6.1534,6.6705","6.08,6.6647","6.0839,6.6755","6.0104,6.6816","5.8451,6.7089","5.7374,6.7189","5.6133,6.7218","5.5147,6.7245","5.506,6.7147","5.3974,6.719","5.2165,6.7598","5.079,6.7469",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13.1893,6.6693","13.1948,6.6845","13.1628,6.6708","13.1751,6.6595","13.1724,6.6829","13.1513,6.6923","13.139,6.6956","13.1312,6.6915","13.1214,6.6811","13.1196,6.7057","13.1114,6.6844","13.0772,6.7064","13.0424,6.7119","13.0412,6.7412","13.0028,6.7539","12.9873,6.7495","12.9411,6.7711","12.8566,6.8377","12.7795,6.8835","12.7139,6.9203","12.6553,6.9407","12.653,6.9665","12.5829,6.9829","12.4297,7.0591","12.3297,7.1044","12.2297,7.1747","12.1295,7.226","12.1343,7.2252","12.0274,7.2603","11.8795,7.3207","11.7679,7.3448","11.6405,7.367","11.508,7.3581","11.5041,7.3804","11.3866,7.3845","11.1761,7.3953","11.0238,7.4546","10.902,7.4768","10.7737,7.5034","10.7504,7.5087","10.6465,7.5082","10.4449,7.5572","10.3071,7.5764","10.2009,7.5627","10.1282,7.5944","10.1217,7.6072","10.0053,7.6103","9.8353,7.6247","9.7529,7.6273","9.6674,7.6406","9.5868,7.6383","9.5927,7.6307","9.5215,7.6107","9.3803,7.5725","9.3347,7.5613","9.277,7.532","9.2092,7.4959","9.1951,7.5051","9.146,7.4587","9.0199,7.4201","8.9294,7.374","8.8741,7.372","8.7951,7.3717","8.7932,7.3635","8.7117,7.3248","8.5791,7.2731","8.519,7.2591","8.4564,7.2166","8.37,7.1732","8.3743,7.1649","8.2877,7.1677","8.1057,7.123","8.053,7.0931","8.0087,7.0564","7.916,7.0282","7.9153,7.0102","7.8718,6.9629","7.7033,6.9422","7.5905,6.9418","7.5245,6.9801","7.4365,7.0085","7.4466,6.997","7.3569,7.0565","7.1529,7.0381","7.0692,7.0554","7.0692,7.0554","7.0692,7.0554","7.0692,7.0554","7.0692,7.0554","7.0692,7.0554","6.4736,7.1149","6.3313,7.156","6.2535,7.2031","6.2274,7.2197","6.1514,7.2705","5.9877,7.3724","5.8339,7.4162","5.6884,7.4674","5.5521,7.4911","5.5604,7.4838",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12.9776,6.3115","12.969,6.3191","12.9581,6.2989","12.9562,6.3044","12.9387,6.2922","12.9134,6.2733","12.9003,6.2564","12.8723,6.248","12.848,6.2447","12.847,6.238","12.8096,6.2333","12.7418,6.2075","12.7087,6.227","12.6574,6.2041","12.6169,6.1965","12.614,6.1917","12.5659,6.1729","12.457,6.1417","12.4036,6.1273","12.3426,6.1125","12.2792,6.1169","12.2798,6.1232","12.2284,6.1285","12.1032,6.1785","12.0263,6.1887","11.9587,6.2153","11.8972,6.239","11.8779,6.2296","11.8188,6.2688","11.7002,6.298","11.6268,6.3078","11.5485,6.3225","11.4825,6.3274","11.4761,6.3284","11.3891,6.3358","11.2436,6.3416","11.168,6.3519","11.0906,6.3667","11.0098,6.3737","11.0086,6.3859","10.9353,6.3812","10.7688,6.3874","10.6576,6.4126","10.5914,6.416","10.502,6.435","10.5092,6.4372","10.4333,6.4415","10.279,6.4353","10.213,6.4254","10.1199,6.4369","10.0424,6.4034","10.0468,6.4108","9.95,6.4046","9.7955,6.3692","9.7395,6.3666","9.6618,6.3684","9.591,6.3719","9.5896,6.3793","9.5259,6.3787","9.3775,6.3816","9.2893,6.403","9.2227,6.3965","9.1387,6.399","9.1482,6.4015","9.0683,6.389","8.9316,6.364","8.8443,6.3806","8.7632,6.3692","8.6951,6.3562","8.68,6.3515","8.6262,6.3451","8.4756,6.3039","8.3837,6.3128","8.3077,6.3194","8.2184,6.3185","8.2106,6.3096","8.1382,6.3076","8.0012,6.3382","7.905,6.3205","7.8316,6.3306","7.7657,6.3225","7.7584,6.3338","7.6726,6.3192","7.5037,6.3109","7.4445,6.3231","7.3563,6.3178","7.2857,6.2976","7.2903,6.315","7.2114,6.3077","7.0463,6.2708","6.9648,6.2517","6.8766,6.2546","6.8184,6.2531","6.8075,6.2543","6.7278,6.2623","6.5716,6.2726","6.4587,6.3037","6.3712,6.316","6.2593,6.3387","6.2713,6.3416","6.1809,6.3475","6.0086,6.3691","5.9196,6.3708","5.812,6.3798","5.6958,6.4007","5.6894,6.4019","5.5807,6.4128","5.4096,6.3894","5.255,6.398",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12.4655,5.8955","12.429,5.9169","12.378,5.9134","12.3878,5.915","12.3411,5.9035","12.2144,5.8877","12.1533,5.8837","12.0697,5.8766","11.9926,5.8644","11.9848,5.8686","11.8939,5.8586","11.732,5.8518","11.6344,5.8525","11.5746,5.8863","11.5009,5.8942","11.4943,5.8997","11.4288,5.9299","11.2544,5.9556","11.146,6.0392","11.0676,6.0674","10.9671,6.0924","10.9682,6.0984","10.8563,6.1168","10.6804,6.1444","10.5578,6.1754","10.4335,6.1741","10.3199,6.1926","10.32,6.194","10.2015,6.1966","10.0143,6.2094","9.863,6.1995","9.7594,6.2017","9.6359,6.1992","9.6276,6.2073","9.5134,6.2031","9.3291,6.2274","9.1581,6.2629","9.0267,6.2526","8.9135,6.2627","8.8954,6.2652","8.7805,6.2605","8.7805,6.2605","8.5317,6.1558","8.5317,6.1558","8.1964,6.154","8.1673,6.1684","8.0484,6.1607","7.8647,6.1495","7.7346,6.1587","7.6102,6.1625","7.5326,6.1646","7.5265,6.1696","7.4316,6.1701","7.2614,6.1536","7.1604,6.1897","7.0666,6.2114","6.961,6.2378","6.9518,6.2458","6.8556,6.2708","6.6818,6.3213","6.5274,6.3421","6.4144,6.3532","6.3132,6.3664","6.3053,6.3684","6.1784,6.3663","5.9905,6.3579","5.8372,6.3509","5.6728,6.3557","5.5525,6.3172","5.5606,6.3342","5.4361,6.3392","5.2576,6.3289","5.0692,6.3345",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13.0172,5.6814","13.017,5.6883","12.9858,5.6738","12.9813,5.6845","12.9796,5.6822","12.9369,5.6996","12.9112,5.6953","12.8739,5.6862","12.8393,5.6925","12.8384,5.6963","12.8165,5.6937","12.7277,5.6971","12.6814,5.686","12.6108,5.7058","12.5752,5.6917","12.5646,5.6966","12.5182,5.6922","12.3698,5.7205","12.3013,5.7412","12.2176,5.7657","12.1502,5.7865","12.1368,5.788","12.0635,5.8146","11.8941,5.8475","11.809,5.8319","11.7281,5.8453","11.6335,5.839","11.6282,5.8518","11.5438,5.87","11.3819,5.9296","11.2438,5.9301","11.1465,5.945","11.0394,5.9685","11.043,5.9739","10.9522,6.0172","10.776,6.089","10.656,6.1515","10.5522,6.1758","10.4527,6.2012","10.4338,6.1992","10.3264,6.2085","10.1235,6.2382","9.9541,6.2501","9.8454,6.2684","9.7486,6.3012","9.7348,6.3121","9.6349,6.3314","9.4365,6.3607","9.3246,6.3944","9.2082,6.4138","9.1042,6.453","9.099,6.4484","8.9845,6.4617","8.781,6.4719","8.667,6.4621","8.5529,6.4718","8.4588,6.472","8.4414,6.465","8.3628,6.4588","8.1408,6.4845","8.0299,6.4733","7.9414,6.4916","7.8361,6.5074","7.8481,6.5002","7.7517,6.4986","7.5502,6.4811","7.4281,6.4995","7.3313,6.5003","7.2229,6.4863","7.2351,6.494","7.1513,6.5123","6.9607,6.5663","6.8641,6.6087","6.7593,6.6308","6.6628,6.6768","6.6394,6.6704","6.5439,6.6976","6.3463,6.7436","6.2368,6.7603","6.1565,6.7826","6.0565,6.8128","6.0451,6.8181","5.9511,6.8395","5.7432,6.8667","5.6283,6.9188","5.539,6.9392","5.4066,6.9489","5.4079,6.9502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12.5884,5.5133","12.5555,5.5281","12.5092,5.5381","12.5176,5.5355","12.475,5.5426","12.3842,5.5525","12.3184,5.5469","12.2682,5.5375","12.1944,5.533","12.1885,5.5297","12.1276,5.5144","11.9848,5.4971","11.9252,5.4858","11.842,5.4774","11.7724,5.4925","11.7693,5.4863","11.6875,5.5122","11.5491,5.5306","11.4563,5.5393","11.3852,5.5441","11.3052,5.5476","11.3084,5.5656","11.2189,5.5565","11.0328,5.5594","10.9439,5.5712","10.8562,5.5803","10.7686,5.5726","10.751,5.5813","10.672,5.5979","10.5105,5.5947","10.4254,5.6077","10.3121,5.6232","10.2104,5.631","10.2115,5.6335","10.1167,5.6594","9.9337,5.6949","9.8541,5.739","9.7743,5.7577","9.6811,5.7761","9.675,5.7812","9.5949,5.8007","9.3973,5.8131","9.2995,5.8331","9.1892,5.8437","9.1036,5.8555","9.1188,5.8588","9.0214,5.8599","8.8634,5.8754","8.7767,5.884","8.6859,5.9052","8.6012,5.9202","8.6073,5.916","8.5001,5.9236","8.3565,5.9729","8.2777,5.9824","8.1679,6.0183","8.0705,6.0366","8.0599,6.0436","7.9678,6.0688","7.7556,6.1282","7.6143,6.1458","7.548,6.1471","7.4483,6.1787","7.4444,6.1837","7.3364,6.1914","7.1594,6.2011","7.0452,6.2413","6.9412,6.2288","6.8552,6.2236","6.8391,6.229","6.7645,6.2292","6.6101,6.2186","6.5128,6.2147","6.4139,6.2122","6.2981,6.2128","6.2934,6.1968","6.1826,6.1981","5.9958,6.2491","5.8523,6.2407","5.7439,6.242","5.6215,6.2515","5.6142,6.2643","5.4984,6.2807","5.2984,6.2857",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13.0306,5.2409","13.0365,5.2429","13.0234,5.236","13.025,5.2392","13.0165,5.2413","12.9978,5.2024","12.9775,5.1898","12.956,5.1756","12.9154,5.1497","12.9037,5.1849","12.861,5.1553","12.7618,5.1763","12.7097,5.1933","12.6838,5.2149","12.6177,5.2334","12.612,5.2386","12.5568,5.2699","12.4451,5.31","12.3478,5.3217","12.2712,5.3396","12.1714,5.3302","12.1726,5.3367","12.0718,5.3209","11.8943,5.3302","11.7944,5.3225","11.7147,5.347","11.5927,5.3766","11.5979,5.3648","11.4951,5.4076","11.3041,5.4517","11.1638,5.5167","11.0516,5.5396","10.9387,5.5591","10.9282,5.5597","10.8297,5.5682","10.6289,5.5641","10.4531,5.5932","10.3262,5.5711","10.2063,5.5888","10.2151,5.5815","10.1055,5.6008","9.9219,5.6739","9.8054,5.711","9.717,5.7591","9.6474,5.8117","9.6338,5.8071","9.545,5.8411","9.356,5.8682","9.2723,5.89","9.1499,5.9035","9.0441,5.88","9.0371,5.8817","8.9277,5.8582","8.744,5.8095","8.5916,5.8169","8.4914,5.7965","8.3752,5.7781","8.3752,5.7801","8.29,5.7691","8.1145,5.7392","7.9859,5.7436","7.8864,5.7434","7.7757,5.7326","7.7805,5.7269","7.6583,5.7019","7.4919,5.7071","7.3266,5.7282","7.1893,5.7408","7.0818,5.784","7.07,5.7744","6.98,5.8072","6.8071,5.8724","6.6929,5.8941","6.5687,5.9213","6.4857,5.9308","6.4701,5.9304","6.3671,5.9338","6.2162,5.9281","6.0848,5.9616","5.9484,5.9256","5.8529,5.9243","5.8411,5.9232","5.7525,5.9347","5.5763,5.9801","5.4057,6.0452","5.3033,6.0402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
