"7.841,4.0812","7.8712,4.0812","7.8918,4.0894","7.9062,4.083","7.9116,4.0858","7.9259,4.0975","7.9476,4.1013","7.9997,4.1146","8.0307,4.1194","8.0643,4.1269","8.0648,4.1257","8.0961,4.1321","8.132,4.1514","8.214,4.192","8.2677,4.2021","8.3106,4.2255","8.3154,4.2203","8.3599,4.2526","8.4102,4.2759","8.5022,4.3347","8.5532,4.3521","8.6121,4.3951","8.6097,4.3945","8.6684,4.4243","8.7195,4.435","8.8251,4.4804","8.9081,4.5183","8.9717,4.525","8.9694,4.521","9.0326,4.5408","9.1071,4.5409","9.24,4.5576","9.3074,4.5916","9.3724,4.6099","9.3705,4.6071","9.4407,4.6342","9.5012,4.6616","9.6189,4.7266","9.6824,4.7658","9.7397,4.7887","9.746,4.7954","9.8129,4.8313","9.8768,4.8689","10.009,4.9193","10.0665,4.9449","10.1435,4.9792","10.1442,4.9734","10.2163,4.9975","10.277,5.0525","10.4208,5.1175","10.4788,5.1493","10.5411,5.1762","10.5453,5.1804","10.6171,5.2011","10.6748,5.2303","10.8052,5.2808","10.8567,5.3157","10.9148,5.3496","10.9116,5.3508","10.9575,5.3869","11.0111,5.4283","11.0998,5.5174","11.1446,5.5567","11.1793,5.5963","11.1838,5.6064","11.2222,5.638","11.2633,5.6729","11.3315,5.7319","11.3726,5.7587","11.4169,5.7911","11.4148,5.7875","11.455,5.8224","11.4926,5.852","11.564,5.903","11.5992,5.928","11.6288,5.9381","11.6266,5.9452","11.6554,5.9568","11.6766,5.9735","11.7254,6.0257","11.734,6.0526","11.7489,6.068","11.7456,6.0685","11.7673,6.0931","11.7734,6.1136","11.7858,6.1737","11.7909,6.1946","11.7914,6.2105","11.7912,6.2025","11.8019,6.2261","11.7936,6.2447","11.7975,6.2687","11.7999,6.2864","11.8078,6.3032","11.7992,6.3003","11.7994,6.3108","11.8046,6.3236","11.8016,6.3351","11.7998,6.3397","11.8142,6.3509","11.8078,6.3419","11.8119,6.3528","11.8182,6.3724","11.8291,6.3814","11.8319,6.3808","11.8418,6.3863","11.8471,6.3769","11.8424,6.3942","11.8576,6.397","11.8735,6.4285","11.8798,6.4298","11.878,6.4347","11.882,6.4341","11.8822,6.4422","11.8932,6.4583","11.8967,6.4697","11.9052,6.4841","11.9017,6.5022","11.8958,6.4923","11.9029,6.509","11.911,6.5236","11.9062,6.5471","11.9031,6.5588","11.8952,6.5673","11.9017,6.5645","11.9074,6.5783","11.9046,6.5896","11.9182,6.6112","11.9202,6.6193","11.9185,6.6096","11.9137,6.6152","11.919,6.6127","11.9302,6.6173","11.9421,6.6236","11.9416,6.6252","11.9473,6.6201","11.9468,6.6225","11.9457,6.624","11.9603,6.6288","11.9561,6.6326","11.9575,6.6334","11.9647,6.6295","11.9713,6.6346","11.9722,6.6372","11.9778,6.6351","11.9878,6.6454","11.9812,6.6447","11.999,6.6589","12.0025,6.6577","12.0045,6.656","12.0147,6.6623","12.0196,6.6641","12.0226,6.6705","12.0326,6.677","12.0264,6.675","12.0322,6.6875","12.0357,6.682","12.0474,6.6918","12.0484,6.6923","12.0554,6.6897","12.0525,6.6856","12.063,6.6921","12.0665,6.6795","12.0748,6.6765","12.0788,6.6738","12.0865,6.673","12.0812,6.6696","12.095,6.6722","12.0992,6.6688","12.1066,6.6626","12.1116,6.6675","12.1108,6.6614","12.1168,6.6674","12.1154,6.6637","12.1221,6.6671","12.1299,6.6796","12.138,6.6822","12.1378,6.6807","12.1372,6.6839","12.1419,6.6929","12.144,6.7067","12.1549,6.7198","12.1563,6.7207","12.167,6.7266","12.1626,6.7283","12.1726,6.7264","12.1868,6.7325","12.2054,6.7416","12.2208,6.745","12.2288,6.7582","12.2285,6.7594","12.2405,6.7622","12.2553,6.7678","12.2757,6.779","12.2833,6.778","12.2958,6.7838","12.2921,6.7806","12.3059,6.7858","12.3148,6.7879","12.3441,6.7763","12.3663,6.7881","12.378,6.7813","12.3877,6.7849","12.4117,6.7896","12.429,6.7761","12.4844,6.7923","12.5223,6.7979","12.5547,6.7965","12.5569,6.8014","12.5828,6.7886","12.6194,6.7907","12.6829,6.7805","12.725,6.771","12.7527,6.776","12.7531,6.7741","12.7895,6.7743",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6.7396,4.396","6.7573,4.3943","6.76,4.3894","6.7736,4.3938","6.7728,4.3914","6.7801,4.3921","6.7894,4.3908","6.8168,4.3868","6.8358,4.3852","6.8618,4.3805","6.8576,4.3823","6.8827,4.3801","6.9051,4.3797","6.9676,4.3738","7.002,4.3628","7.0389,4.353","7.0387,4.3556","7.0789,4.3471","7.1208,4.3368","7.2035,4.3271","7.2438,4.3165","7.2868,4.3167","7.3065,4.3051","7.3391,4.3062","7.3771,4.3003","7.4671,4.3164","7.5103,4.3237","7.5608,4.3364","7.549,4.3347","7.6012,4.3429","7.6475,4.3551","7.7336,4.3915","7.8001,4.4215","7.8437,4.4404","7.8488,4.4353","7.8813,4.4599","7.9215,4.4752","8.0019,4.5268","8.0553,4.5336","8.1034,4.5558","8.0948,4.555","8.1468,4.5741","8.196,4.5877","8.2892,4.6232","8.3415,4.6339","8.3874,4.6476","8.3936,4.6418","8.429,4.6536","8.4744,4.672","8.5698,4.6945","8.6038,4.7051","8.6521,4.7194","8.6531,4.7175","8.6947,4.7297","8.7322,4.7394","8.8233,4.7625","8.8623,4.7646","8.9123,4.7723","8.9115,4.7752","8.9558,4.7908","8.9847,4.7884","9.094,4.8131","9.127,4.8185","9.1771,4.8362","9.1828,4.8288","9.2146,4.8449","9.2709,4.8536","9.338,4.8822","9.3828,4.8826","9.4319,4.8994","9.4303,4.8964","9.4582,4.9014","9.5031,4.906","9.5772,4.9155","9.6363,4.9317","9.6675,4.9217","9.6564,4.9177","9.7112,4.9275","9.7432,4.9249","9.8085,4.9428","9.8519,4.9539","9.8745,4.957","9.8735,4.9588","9.9151,4.9699","9.9439,4.9777","10.0131,5.0064","10.0448,5.0181","10.0738,5.0258","10.0753,5.0204","10.1049,5.0325","10.1227,5.0488","10.1854,5.077","10.2101,5.09","10.2424,5.1083","10.2371,5.1163","10.2598,5.1211","10.2875,5.143","10.3362,5.1524","10.3664,5.1719","10.3964,5.1791","10.3956,5.1808","10.4112,5.1831","10.4409,5.1953","10.4987,5.2099","10.5139,5.2199","10.5352,5.2289","10.5394,5.2209","10.5575,5.2281","10.5823,5.2302","10.6289,5.2435","10.6494,5.2514","10.669,5.2512","10.6713,5.2533","10.6899,5.2567","10.7076,5.263","10.7458,5.2659","10.7603,5.2712","10.7775,5.2572","10.7758,5.2672","10.8042,5.2692","10.8256,5.2617","10.8556,5.2571","10.8813,5.2473","10.8977,5.2346","10.8948,5.2377","10.9239,5.2292","10.9429,5.2291","10.9901,5.2237","10.9965,5.2135","11.0084,5.2075","11.0108,5.2025","11.0203,5.2067","11.0377,5.1977","11.0571,5.1982","11.0754,5.1906","11.0797,5.1923","11.0794,5.1905","11.0888,5.1857","11.0986,5.1899","11.1035,5.1922","11.1099,5.1943","11.1179,5.1977","11.1135,5.1972","11.1162,5.2023","11.1191,5.2052","11.1309,5.2103","11.1325,5.2135","11.1314,5.2196","11.1302,5.2191","11.127,5.2213","11.1301,5.2192","11.1289,5.2206","11.1284,5.2294","11.1276,5.2333","11.1291,5.2349","11.1219,5.2382","11.1178,5.2457","11.1095,5.2587","11.1052,5.256","11.0959,5.2694","11.0929,5.2682","11.084,5.2736","11.0742,5.2806","11.0499,5.3001","11.0422,5.3094","11.0296,5.3154","11.0274,5.3139","11.0242,5.33","11.0191,5.3318","11.0026,5.3443","11.0078,5.3561","11.0071,5.3583","11.0092,5.3566","11.0169,5.3643","11.0273,5.3717","11.0556,5.3803","11.0727,5.3807","11.0921,5.3782","11.0969,5.3781","11.119,5.3799","11.1484,5.3739","11.2119,5.3698","11.2311,5.3627","11.2673,5.356","11.2608,5.3638","11.2934,5.3548","11.3268,5.3589","11.3767,5.3617","11.4111,5.3591","11.4287,5.3676","11.4254,5.3669","11.4473,5.3647","11.4662,5.3751","11.507,5.3865","11.5257,5.3965","11.5404,5.4014","11.5488,5.4002","11.5604,5.408","11.5687,5.4247","11.5862,5.4481","11.593,5.4698","11.5964,5.4806","11.5978,5.4813","11.6089,5.5049","11.6228,5.5178","11.6438,5.5577","11.646,5.5684","11.6592,5.5836","11.6587,5.584","11.6666,5.5944","11.6771,5.6107","11.6983,5.6354","11.7039,5.6489","11.7156,5.6601","11.7183,5.6613","11.7208,5.6764","11.7379,5.6905","11.7514,5.7224","11.7699,5.7359","11.7829,5.7557","11.7832,5.7569","11.7903,5.7752","11.8046,5.7843","11.8299,5.8147","11.8478,5.8351","11.8632,5.8543","11.863,5.8543","11.8793,5.8743","11.8865,5.8821","11.9115,5.9122","11.918,5.9358","11.9256,5.9511","11.9268,5.9517","11.9316,5.9614","11.9282,5.9796","11.939,6.0027","11.9422,6.0136","11.9413,6.0242","11.9351,6.0151","11.9422,6.035","11.945,6.033","11.9417,6.0589","11.9474,6.064","11.9468,6.0591","11.945,6.0633","11.9441,6.0682","11.9463,6.0644","11.9392,6.0618","11.946,6.0578","11.952,6.0513","11.9514,6.0523","11.9523,6.0533","11.9565,6.0451","11.9651,6.0522","11.9636,6.0448","11.9671,6.0549","11.9635,6.0545","11.9694,6.0643","11.9745,6.0715","11.9797,6.0901","11.9753,6.1077","11.9753,6.1129","11.9736,6.1139","11.9708,6.1209","11.9699,6.1309","11.9689,6.1536","11.9617,6.1561","11.9674,6.1741","11.9621,6.1721","11.963,6.1756","11.9572,6.1914","11.9511,6.2067","11.948,6.2163","11.9403,6.2244","11.9437,6.2223","11.9415,6.234","11.9417,6.2403","11.9413,6.2534","11.9471,6.2712","11.9472,6.2834","11.9502,6.2844","11.9526,6.2933","11.9565,6.311","11.9678,6.3376","11.969,6.3526","11.9721,6.3658","11.9727,6.3642","11.9795,6.383","11.9858,6.3991","12.0007,6.4276","12.0067,6.4432","12.013,6.4549","12.0123,6.4555","12.0152,6.4724","12.0201,6.4878","12.0305,6.5159","12.0324,6.5367","12.0376,6.5515","12.0394,6.5513","12.0422,6.5673","12.0368,6.5812","12.0547,6.6156","12.0561,6.6281","12.064,6.6396","12.0603,6.6423","12.0586,6.6594","12.0731,6.6702","12.0852,6.7023","12.0824,6.7116","12.0854,6.7212","12.087,6.7186","12.0882,6.7305","12.0969,6.7378","12.1137,6.7619","12.1304,6.7823","12.1481,6.7891","12.1438,6.7827","12.1565,6.797","12.1844,6.8155","12.228,6.8298","12.2455,6.8393","12.2702,6.841","12.2725,6.8509","12.2886,6.8521","12.3018,6.8548","12.3436,6.8732","12.3605,6.8818","12.3836,6.8943","12.3835,6.8942","12.4034,6.9066","12.4224,6.9181","12.4659,6.9375","12.4849,6.9353","12.5034,6.9637","12.5074,6.9414","12.5293,6.9608","12.5336,6.9638","12.5773,6.9629","12.6161,6.9602","12.6367,6.9762","12.6354,6.9658","12.6676,6.9646","12.7058,6.9642","12.7614,6.9579","12.7806,6.9485",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6.7543,5.2245","6.7684,5.224","6.7718,5.236","6.7763,5.2381","6.7831,5.243","6.7843,5.2486","6.793,5.2482","6.82,5.2675","6.8296,5.2751","6.849,5.2804","6.8462,5.283","6.8556,5.288","6.8776,5.2952","6.9132,5.3102","6.9352,5.3177","6.9654,5.3247","6.9705,5.3135","6.9906,5.3219","7.0235,5.3215","7.0874,5.3233","7.1404,5.3167","7.1815,5.3191","7.1798,5.3184","7.2211,5.3127","7.2726,5.3006","7.3797,5.278","7.4328,5.2708","7.487,5.2584","7.4844,5.2636","7.5431,5.2463","7.5879,5.2412","7.6975,5.2584","7.7377,5.2797","7.7853,5.2952","7.7885,5.2935","7.8286,5.3085","7.8725,5.326","7.9491,5.3544","8.0017,5.3708","8.0347,5.3826","8.0356,5.3821","8.0839,5.3907","8.1288,5.4008","8.2128,5.4237","8.2538,5.4338","8.2971,5.4355","8.2988,5.4425","8.3449,5.4352","8.381,5.4462","8.4648,5.449","8.5082,5.4466","8.5561,5.4405","8.5562,5.4427","8.6061,5.4424","8.6433,5.4319","8.7349,5.4363","8.7751,5.4408","8.8177,5.4487","8.8153,5.4491","8.8537,5.4624","8.8942,5.4706","8.9707,5.4882","9.0011,5.4927","9.0393,5.5064","9.0407,5.5057","9.0791,5.5168","9.1159,5.5259","9.1786,5.5562","9.2053,5.5699","9.2505,5.587","9.2436,5.5939","9.2731,5.6093","9.3003,5.6309","9.3709,5.6543","9.4112,5.6691","9.4383,5.6787","9.4366,5.6799","9.4687,5.6945","9.4917,5.7073","9.5591,5.7328","9.5892,5.7405","9.6202,5.7414","9.6153,5.7494","9.6571,5.7582","9.6847,5.7697","9.7558,5.7756","9.7933,5.7811","9.8222,5.7779","9.8191,5.7786","9.857,5.7795","9.8821,5.7825","9.9413,5.7937","9.9735,5.8115","10.0015,5.8128","10.0012,5.8134","10.0255,5.8195","10.0554,5.8316","10.1057,5.8493","10.1368,5.8567","10.1558,5.8623","10.155,5.8579","10.167,5.8717","10.1865,5.8887","10.2143,5.9208","10.2248,5.9301","10.2438,5.9488","10.2436,5.9468","10.2555,5.9632","10.2685,5.9821","10.2918,6.0147","10.3098,6.0207","10.3239,6.0353","10.3227,6.0332","10.3333,6.0496","10.3507,6.0629","10.3698,6.0822","10.3839,6.0909","10.3951,6.0965","10.3944,6.0984","10.4092,6.1061","10.4213,6.1031","10.4442,6.1143","10.4554,6.1167","10.4623,6.1222","10.4693,6.1032","10.4834,6.113","10.4855,6.1295","10.5274,6.1254","10.5377,6.1128","10.5517,6.1103","10.5515,6.1126","10.5697,6.1147","10.5872,6.1103","10.6201,6.1048","10.6345,6.105","10.6504,6.1009","10.6485,6.1049","10.6595,6.1045","10.6744,6.1055","10.7054,6.116","10.7168,6.1141","10.7315,6.1175","10.732,6.1207","10.7418,6.1244","10.7587,6.128","10.774,6.1398","10.7788,6.1359","10.7839,6.1505","10.7833,6.1506","10.7887,6.1526","10.7915,6.1584","10.7936,6.1707","10.801,6.1718","10.8028,6.172","10.805,6.1779","10.8104,6.186","10.806,6.1977","10.8117,6.215","10.8133,6.217","10.8206,6.2193","10.8222,6.2202","10.8238,6.2337","10.8319,6.2375","10.8392,6.2455","10.8464,6.2585","10.8492,6.2607","10.8498,6.2583","10.8676,6.27","10.8741,6.2559","10.8766,6.2646","10.8848,6.2708","10.8939,6.2644","10.8972,6.2556","10.89,6.2687","10.9029,6.2689","10.9173,6.2593","10.9138,6.2641","10.9239,6.2567","10.9235,6.2565","10.9381,6.2518","10.9675,6.2385","10.9831,6.2443","10.9806,6.2419","10.9812,6.2478","10.987,6.2452","10.9958,6.2445","11.0037,6.2528","11.0338,6.2409","11.04,6.2433","11.0472,6.2444","11.0572,6.2404","11.0513,6.2468","11.0646,6.2462","11.0899,6.2419","11.0932,6.2385","11.1002,6.244","11.1062,6.2422","11.1061,6.2419","11.1202,6.2379","11.1265,6.2441","11.1299,6.2448","11.1265,6.2483","11.1331,6.2421","11.1289,6.2571","11.1344,6.2613","11.1419,6.2773","11.1511,6.2862","11.1556,6.2952","11.1538,6.2939","11.1497,6.3001","11.1573,6.3083","11.1631,6.3233","11.1647,6.3308","11.1725,6.3386","11.1755,6.3365","11.1828,6.3448","11.1912,6.3486","11.2073,6.3685","11.2145,6.3767","11.2268,6.3803","11.2245,6.3816","11.2348,6.3919","11.2441,6.3956","11.2708,6.3996","11.2865,6.4025","11.3019,6.4044","11.296,6.4058","11.3105,6.4155","11.3256,6.413","11.3442,6.4176","11.3511,6.4222","11.3612,6.431","11.3622,6.4293","11.3646,6.4377","11.3772,6.4473","11.3936,6.4611","11.4003,6.4698","11.4035,6.483","11.4028,6.483","11.4064,6.488","11.4176,6.4977","11.4321,6.5252","11.4311,6.5317","11.4238,6.5256","11.4292,6.5295","11.4246,6.5373","11.4328,6.5434","11.4414,6.5576","11.4393,6.5755","11.4448,6.571","11.4505,6.5725","11.4545,6.5848","11.4579,6.5908","11.4659,6.6012","11.4745,6.6065","11.4808,6.6012","11.482,6.5991","11.4928,6.6112","11.508,6.6156","11.5269,6.6152","11.5395,6.6301","11.5459,6.6436","11.5438,6.6439","11.5469,6.6512","11.5487,6.6617","11.5513,6.6797","11.558,6.6854","11.5598,6.6982","11.5624,6.6985","11.5684,6.7053","11.5735,6.7093","11.5853,6.7385","11.5937,6.7473","11.6037,6.7584","11.6041,6.7565","11.616,6.7675","11.6242,6.7816","11.6437,6.7989","11.6664,6.8089","11.6746,6.8144","11.6744,6.8079","11.694,6.8176","11.7119,6.8279","11.7483,6.8434","11.7626,6.8528","11.7856,6.8629","11.7854,6.8623","11.8072,6.8739","11.8305,6.8827","11.8795,6.9054","11.8982,6.9063","11.9255,6.9182","11.9216,6.919","11.9368,6.9285","11.9545,6.9444","12.0045,6.9617","12.0343,6.9708","12.0496,6.9781","12.0547,6.9749","12.0726,6.9868","12.0936,6.9914","12.1668,6.9918","12.1933,6.9854","12.2267,6.9779","12.2191,6.98","12.2495,6.9711","12.2826,6.9754","12.3425,6.96","12.3666,6.9582","12.3942,6.9564","12.3955,6.9563","12.4265,6.9582","12.4592,6.965","12.5132,6.9589","12.5442,6.9705","12.5768,6.9681","12.5764,6.9684","12.6027,6.9692","12.6435,6.9726","12.71,6.9597",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7.3966,5.3488","7.4229,5.3641","7.4337,5.3597","7.4495,5.3703","7.456,5.3688","7.4759,5.3729","7.4928,5.3766","7.5405,5.3889","7.5795,5.3914","7.6082,5.4039","7.6084,5.3996","7.6388,5.4101","7.677,5.4152","7.756,5.4337","7.8032,5.4472","7.8487,5.4626","7.8489,5.461","7.8909,5.4793","7.9303,5.4945","8.0165,5.5072","8.0562,5.5135","8.1011,5.5217","8.1001,5.5253","8.1338,5.5161","8.183,5.5223","8.2961,5.5226","8.3461,5.5277","8.4006,5.5249","8.3973,5.5207","8.4481,5.5142","8.5026,5.5105","8.5978,5.5036","8.6566,5.5072","8.6995,5.5115","8.7009,5.5121","8.7407,5.5129","8.7831,5.5163","8.861,5.5291","8.8986,5.5278","8.9428,5.5289","8.9417,5.5217","8.9887,5.5425","9.0303,5.548","9.129,5.5639","9.1682,5.5721","9.2125,5.5763","9.2108,5.5787","9.2532,5.5894","9.2964,5.6016","9.3839,5.6138","9.4262,5.6131","9.4687,5.6218","9.469,5.6196","9.5088,5.6297","9.5536,5.6313","9.6494,5.6403","9.6928,5.6423","9.7462,5.6428","9.7447,5.642","9.79,5.6466","9.8438,5.6498","9.9327,5.6569","9.9806,5.6614","10.0331,5.6697","10.0272,5.6676","10.0744,5.6799","10.1225,5.688","10.2023,5.7125","10.2379,5.7181","10.2814,5.7263","10.2815,5.7257","10.3266,5.7376","10.3557,5.7483","10.4282,5.7696","10.4644,5.783","10.4929,5.7966","10.491,5.7947","10.5191,5.8055","10.5411,5.8127","10.599,5.8271","10.6357,5.8242","10.6502,5.8347","10.6509,5.8364","10.6869,5.837","10.7068,5.8378","10.7591,5.8413","10.7841,5.8439","10.8051,5.8363","10.8061,5.8341","10.8333,5.831","10.8491,5.8165","10.8881,5.8121","10.9162,5.8021","10.9342,5.8104","10.9284,5.8106","10.946,5.806","10.9697,5.8015","10.9913,5.8031","11.0042,5.8017","11.0101,5.7988","11.0176,5.7951","11.0226,5.7963","11.0355,5.7996","11.0557,5.8078","11.058,5.8078","11.0676,5.804","11.0759,5.7973","11.0677,5.8065","11.0733,5.8141","11.0955,5.8271","11.1088,5.8519","11.113,5.8599","11.1059,5.8545","11.116,5.8427","11.1299,5.8679","11.1504,5.8908","11.1693,5.9087","11.1744,5.907","11.1729,5.9146","11.1873,5.9166","11.2033,5.9114","11.227,5.9354","11.2508,5.9445","11.2606,5.9444","11.2682,5.938","11.2864,5.9468","11.3022,5.9634","11.3442,5.9731","11.3485,5.9602","11.3722,5.9733","11.3732,5.9675","11.3851,5.9787","11.4024,5.9847","11.4252,5.9956","11.4366,5.9932","11.4496,6.0134","11.448,6.0141","11.4464,6.0366","11.4556,6.0485","11.4678,6.0604","11.4708,6.0672","11.4751,6.0763","11.4723,6.0784","11.4705,6.0986","11.4802,6.107","11.4818,6.1165","11.4753,6.1326","11.4759,6.1359","11.4805,6.1253","11.4769,6.129","11.4835,6.1432","11.4809,6.1365","11.4815,6.1383","11.5005,6.149","11.492,6.1518","11.5004,6.1532","11.5037,6.1627","11.5138,6.1705","11.5308,6.1724","11.5353,6.1731","11.5361,6.1749","11.5476,6.1808","11.556,6.1791","11.575,6.1776","11.5847,6.1825","11.5936,6.1706","11.5906,6.1744","11.6046,6.1769","11.6174,6.1813","11.6309,6.1764","11.6422,6.1761","11.644,6.1728","11.6459,6.1725","11.6456,6.1599","11.6593,6.1728","11.6664,6.1689","11.6708,6.1628","11.675,6.151","11.6806,6.1576","11.6901,6.1591","11.6976,6.1663","11.6974,6.1627","11.6987,6.1624","11.7031,6.1591","11.6951,6.1605","11.7059,6.1595","11.7066,6.1562","11.7237,6.1732","11.7251,6.1702","11.7217,6.1747","11.7178,6.1725","11.7235,6.1786","11.7282,6.1878","11.7296,6.1997","11.733,6.2058","11.7343,6.2192","11.7339,6.2178","11.7317,6.2252","11.7268,6.2348","11.723,6.2537","11.721,6.2629","11.7122,6.2679","11.7109,6.2666","11.7107,6.2784","11.7103,6.2879","11.7048,6.3132","11.709,6.3273","11.699,6.3322","11.702,6.3378","11.7021,6.3462","11.6999,6.3558","11.6919,6.3727","11.6999,6.3901","11.7066,6.4011","11.7097,6.3977","11.7094,6.4119","11.7196,6.4265","11.7346,6.452","11.7462,6.4552","11.756,6.4664","11.7528,6.4626","11.7688,6.4795","11.7753,6.4836","11.7912,6.4987","11.793,6.5028","11.8037,6.5082","11.8042,6.511","11.8131,6.5215","11.8227,6.5145","11.8343,6.5335","11.8373,6.5484","11.8464,6.5524","11.8498,6.5422","11.8486,6.5534","11.8544,6.5662","11.8637,6.5826","11.8647,6.5907","11.8696,6.6093","11.8648,6.606","11.8667,6.6133","11.8736,6.6182","11.8805,6.6613","11.8799,6.6705","11.8795,6.6828","11.8844,6.6783","11.8881,6.6975","11.8801,6.708","11.8887,6.7451","11.8984,6.76","11.9095,6.7769","11.9054,6.7729","11.9148,6.7848","11.919,6.8066","11.9527,6.8255","11.9679,6.8372","11.9793,6.8388","11.9808,6.8369","11.9979,6.857","12.0118,6.8673","12.0634,6.893","12.0813,6.9149","12.0967,6.9235","12.1012,6.9126","12.124,6.9227","12.1555,6.9365","12.2086,6.9526","12.2383,6.957","12.2481,6.9647","12.2594,6.9728","12.2831,6.9882","12.2995,6.9945","12.3534,7.0161","12.3914,7.0315","12.4107,7.0353","12.4119,7.0304","12.4322,7.0462","12.4667,7.0473","12.5182,7.0617","12.5562,7.0749","12.5909,7.0812","12.5948,7.0825","12.6285,7.0857","12.6671,7.0909","12.7338,7.0891","12.768,7.0837",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7.1498,5.8075","7.1843,5.8048","7.216,5.8235","7.2371,5.8227","7.2413,5.8262","7.2622,5.833","7.2931,5.8415","7.3625,5.8341","7.416,5.8494","7.4642,5.8432","7.4609,5.8455","7.5122,5.8399","7.5637,5.8368","7.6725,5.8295","7.7344,5.8392","7.7889,5.8464","7.7883,5.8439","7.8426,5.858","7.8959,5.8689","8.0065,5.9143","8.056,5.9349","8.1051,5.9575","8.1078,5.954","8.1526,5.9681","8.204,5.9818","8.3281,6.0049","8.395,6.01","8.4672,6.0154","8.4715,6.0196","8.548,6.0172","8.6244,6.0179","8.7791,6.0156","8.8791,6.0174","8.9478,6.0159","8.9503,6.0151","9.0338,6.0203","9.1113,6.0343","9.2596,6.0454","9.3661,6.0672","9.44,6.0738","9.4438,6.0742","9.5427,6.0939","9.6278,6.0912","9.8183,6.1039","9.9067,6.1103","9.9917,6.0963","9.9931,6.105","10.082,6.105","10.168,6.103","10.3238,6.1236","10.409,6.1398","10.5019,6.1459","10.4959,6.1533","10.5681,6.1702","10.6433,6.1837","10.8025,6.2036","10.884,6.2069","10.9668,6.2211","10.9656,6.2279","11.0348,6.2235","11.1128,6.2291","11.2205,6.2483","11.3012,6.2822","11.3639,6.3118","11.3503,6.3199","11.417,6.3477","11.4726,6.3647","11.5706,6.4187","11.6203,6.4364","11.6717,6.452","11.6668,6.4515","11.706,6.4612","11.7507,6.4808","11.8425,6.4824","11.8812,6.4995","11.9207,6.5074","11.9176,6.5003","11.9527,6.5111","11.9813,6.5185","12.0304,6.5397","12.0531,6.5466","12.0603,6.5487","12.0604,6.5491","12.08,6.554","12.096,6.5527","12.1143,6.5618","12.1287,6.5661","12.1189,6.5662","12.1259,6.565","12.1343,6.5672","12.1241,6.5693","12.1253,6.5803","12.1319,6.5989","12.1357,6.614","12.1337,6.6057","12.1363,6.6239","12.1367,6.6403","12.1413,6.6623","12.1337,6.6767","12.1526,6.6801","12.1476,6.6816","12.1637,6.6945","12.1735,6.6859","12.233,6.6852","12.2643,6.6897","12.2946,6.6867","12.2858,6.6703","12.3058,6.668","12.345,6.6614","12.3925,6.6443","12.4173,6.6457","12.428,6.6382","12.4253,6.6471","12.4364,6.647","12.4433,6.6625","12.4556,6.6734","12.4677,6.6892","12.4879,6.6871","12.4797,6.6798","12.4961,6.6885","12.5203,6.6752","12.5418,6.6722","12.5766,6.6514","12.5864,6.646","12.5949,6.6463","12.6252,6.6441","12.6509,6.6291","12.6936,6.6148","12.704,6.598","12.7207,6.5993","12.7237,6.6019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
