"7.846,4.1412","7.8415,4.1481","7.8479,4.1426","7.8487,4.155","7.8485,4.1497","7.856,4.1359","7.8551,4.1363","7.8542,4.1495","7.8612,4.1431","7.865,4.1411","7.863,4.1392","7.8614,4.145","7.8709,4.1409","7.8663,4.147","7.8687,4.1421","7.8631,4.1464","7.8731,4.1404","7.8799,4.165","7.8981,4.1556","7.9013,4.1552","7.9222,4.1681","7.912,4.1552","7.9375,4.1733","7.955,4.162","8.0035,4.1763","8.0288,4.1759","8.0707,4.1882","8.0573,4.1767","8.0981,4.195","8.1456,4.1935","8.2268,4.2158","8.2743,4.2406","8.3342,4.2363","8.3314,4.2472","8.3753,4.2692","8.4368,4.3001","8.5395,4.3653","8.5965,4.4088","8.6549,4.4391","8.6584,4.4214","8.7271,4.4552","8.7861,4.485","8.9131,4.5492","8.9802,4.5761","9.0288,4.6022","9.0363,4.5955","9.0917,4.6213","9.1407,4.6409","9.2644,4.6948","9.329,4.7127","9.389,4.7312","9.3944,4.7275","9.4579,4.7596","9.5304,4.8043","9.6553,4.8578","9.7093,4.8876","9.7561,4.9047","9.7595,4.9139","9.8273,4.9438","9.8751,4.9833","10.0052,5.0422","10.0991,5.0867","10.1709,5.1176","10.1803,5.1201","10.2463,5.1551","10.2837,5.1815","10.3913,5.2156","10.466,5.2494","10.52,5.269","10.5158,5.275","10.5838,5.304","10.6487,5.3283","10.7507,5.402","10.7915,5.4189","10.822,5.4596","10.821,5.4644","10.8717,5.4896","10.9086,5.5036","10.9984,5.5507","11.0383,5.5933","11.0838,5.6234","11.085,5.6177","11.1242,5.6391","11.1574,5.6719","11.2445,5.7325","11.2929,5.7461","11.3336,5.7745","11.3385,5.7814","11.3683,5.8051","11.4108,5.8167","11.4778,5.8313","11.5243,5.8411","11.553,5.8658","11.546,5.8561","11.5854,5.8758","11.6134,5.8878","11.6725,5.9159","11.6973,5.9272","11.7209,5.9541","11.7188,5.9414","11.7351,5.9576","11.7573,5.9704","11.7943,6.0068","11.8084,6.0157","11.815,6.0351","11.8149,6.0383","11.8219,6.0454","11.8297,6.0603","11.8376,6.0831","11.8507,6.1116","11.8584,6.1218","11.8598,6.1238","11.8536,6.1415","11.8619,6.1468","11.868,6.1733","11.8805,6.2021","11.8923,6.2316","11.888,6.231","11.9101,6.2411","11.907,6.2556","11.9342,6.2989","11.9392,6.3152","11.9484,6.3362","11.9428,6.3384","11.9548,6.3558","11.9711,6.3645","11.9829,6.4111","12.0022,6.4474","12.0263,6.4486","12.0219,6.4612","12.0193,6.4759","12.0287,6.4917","12.0448,6.5168","12.0652,6.5308","12.0757,6.5449","12.0803,6.5391","12.0867,6.558","12.0992,6.5738","12.1143,6.5946","12.1295,6.5961","12.1465,6.6075","12.1476,6.6068","12.1512,6.6074","12.1693,6.6192","12.1952,6.6239","12.2145,6.6128","12.2364,6.6305","12.2368,6.6335","12.2711,6.6342","12.2961,6.6218","12.3658,6.6057","12.3981,6.5985","12.4135,6.5921","12.4209,6.5903","12.4382,6.5891","12.4621,6.5818","12.5142,6.5705","12.5361,6.5626","12.556,6.5576","12.5549,6.5632","12.5721,6.5638","12.5959,6.5641","12.6483,6.5634","12.6707,6.5631","12.7024,6.5725","12.7018,6.5683","12.735,6.5646","12.7504,6.563","12.802,6.5781","12.828,6.5736","12.8478,6.571","12.845,6.5704","12.8876,6.5654","12.9088,6.5488","12.9848,6.5341","13.0064,6.4996","13.0358,6.4949","13.0313,6.4872","13.0474,6.4711","13.0684,6.4511","13.1179,6.3944",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7.1924,4.5844","7.1943,4.5883","7.195,4.5927","7.1902,4.5846","7.2018,4.5898","7.1935,4.5885","7.2009,4.5837","7.2068,4.5798","7.1985,4.5907","7.193,4.5877","7.1983,4.5827","7.1971,4.582","7.2072,4.5777","7.2074,4.5753","7.2062,4.5829","7.2059,4.5703","7.2117,4.5664","7.21,4.5899","7.2063,4.5623","7.2045,4.585","7.2071,4.5661","7.2088,4.5728","7.2082,4.5697","7.2174,4.5745","7.2161,4.5796","7.2249,4.571","7.2325,4.5757","7.2163,4.5687","7.238,4.5679","7.2388,4.5644","7.2558,4.5571","7.2734,4.5566","7.2819,4.5469","7.2815,4.5519","7.2973,4.5442","7.3125,4.5378","7.3686,4.5299","7.3819,4.5261","7.4061,4.516","7.4143,4.5097","7.4427,4.5038","7.4725,4.5096","7.5387,4.5011","7.5722,4.5008","7.612,4.5097","7.6167,4.5047","7.653,4.5164","7.6899,4.5086","7.7638,4.534","7.8185,4.5468","7.8544,4.5679","7.856,4.5611","7.9034,4.5857","7.9565,4.6159","8.0422,4.6274","8.0982,4.6474","8.1329,4.6577","8.1395,4.6547","8.1893,4.6737","8.2406,4.6727","8.3413,4.7","8.4075,4.6999","8.4625,4.7056","8.4713,4.7036","8.5205,4.7062","8.565,4.699","8.6589,4.7015","8.7154,4.7175","8.7563,4.716","8.7712,4.7208","8.8147,4.7271","8.8721,4.7478","8.972,4.7726","9.0385,4.7909","9.0825,4.8124","9.0756,4.8138","9.1372,4.8311","9.1952,4.8493","9.3091,4.8817","9.3544,4.8882","9.4232,4.8993","9.4233,4.9001","9.4701,4.9093","9.527,4.9197","9.6262,4.933","9.683,4.9417","9.7547,4.9523","9.7551,4.9478","9.8039,4.9418","9.8519,4.9461","9.9516,4.938","10.0067,4.9498","10.0494,4.9694","10.0532,4.9584","10.0941,4.9789","10.1441,4.9954","10.212,5.0283","10.2444,5.046","10.2891,5.058","10.2959,5.0623","10.321,5.0836","10.3602,5.102","10.4372,5.1214","10.4834,5.1495","10.529,5.1754","10.5289,5.1788","10.5619,5.1951","10.5972,5.1895","10.6814,5.2227","10.7028,5.2552","10.7443,5.2754","10.7543,5.2813","10.7718,5.2832","10.8155,5.2832","10.8753,5.3169","10.9175,5.3369","10.9492,5.3505","10.9448,5.3498","10.9878,5.358","11.0263,5.3747","11.0975,5.3995","11.1169,5.4153","11.1419,5.4231","11.1503,5.4311","11.1763,5.4416","11.2176,5.4575","11.2709,5.4965","11.2893,5.525","11.3288,5.5465","11.3268,5.5403","11.3405,5.5682","11.3586,5.5809","11.4008,5.6195","11.425,5.6401","11.4262,5.6717","11.4291,5.6578","11.4429,5.6835","11.4522,5.7068","11.4808,5.7454","11.4939,5.7758","11.5101,5.7983","11.5087,5.8037","11.5134,5.8086","11.5321,5.8371","11.5576,5.8612","11.5686,5.8821","11.5904,5.9027","11.5908,5.9057","11.612,5.9163","11.6229,5.9238","11.6472,5.9567","11.6617,5.9775","11.6805,5.9885","11.6747,5.9941","11.693,6.005","11.7112,6.0241","11.7316,6.0504","11.7576,6.0596","11.7625,6.0633","11.7669,6.0675","11.7774,6.0775","11.7865,6.0942","11.7969,6.122","11.8086,6.1456","11.8145,6.1672","11.8152,6.1657","11.8221,6.1655","11.8235,6.1932","11.8253,6.2385","11.8289,6.2396","11.8383,6.2628","11.8318,6.2613","11.8305,6.282","11.8359,6.3021","11.8346,6.333","11.8432,6.3556","11.8342,6.3607","11.8394,6.3669","11.846,6.3823","11.8523,6.3991","11.8732,6.4302","11.8804,6.4427","11.8881,6.446","11.8845,6.4426","11.9056,6.4597","11.9002,6.4632","11.9233,6.487","11.9335,6.4954","11.9385,6.5037","11.9384,6.4996","11.9558,6.5154","11.96,6.5313","11.9615,6.5505","11.9788,6.5568","11.9881,6.5766","11.9757,6.5738","11.9914,6.5813","11.9945,6.5985","12.0216,6.6099","12.021,6.6334","12.0282,6.6305","12.0351,6.6332","12.0311,6.6378","12.068,6.6546","12.1036,6.6658","12.1088,6.6681","12.1391,6.6733","12.1471,6.6795","12.167,6.6753","12.1819,6.6772","12.2432,6.6627","12.2774,6.6698","12.2964,6.6719","12.3069,6.6774","12.3212,6.6792","12.3628,6.6708","12.4076,6.6832","12.4416,6.6782","12.4496,6.6881","12.4578,6.6804","12.4805,6.6957","12.5164,6.7035","12.572,6.7166","12.6054,6.7148","12.6429,6.7131","12.6399,6.7157","12.6779,6.7252","12.7022,6.7186","12.7668,6.7168","12.786,6.7255","12.8284,6.7277","12.8305,6.7256","12.8533,6.7321","12.8838,6.7361","12.9567,6.7244","12.9813,6.7341","13.0085,6.7242","13.0187,6.7125","13.0524,6.7114",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7.6034,4.7142","7.6042,4.7092","7.6072,4.7079","7.6049,4.7009","7.6133,4.7069","7.6099,4.7035","7.6105,4.713","7.6213,4.7128","7.6166,4.7177","7.6144,4.7185","7.6334,4.6993","7.635,4.7003","7.6297,4.6987","7.6438,4.7009","7.6463,4.7021","7.6435,4.703","7.6368,4.6961","7.6565,4.706","7.6456,4.6974","7.6591,4.7058","7.6635,4.7041","7.6586,4.7025","7.6686,4.71","7.6878,4.7231","7.7205,4.7377","7.7353,4.7412","7.754,4.7377","7.7339,4.7336","7.7656,4.7357","7.7956,4.754","7.8731,4.7663","7.9076,4.7857","7.9438,4.7674","7.9476,4.7718","7.9782,4.7583","8.0514,4.7723","8.1655,4.7555","8.2221,4.75","8.283,4.7442","8.2851,4.7423","8.3388,4.7387","8.4047,4.7626","8.514,4.7875","8.5917,4.8","8.6369,4.8041","8.6375,4.8011","8.7044,4.8216","8.7677,4.8398","8.9046,4.8534","8.9649,4.8862","9.021,4.9052","9.0216,4.9034","9.09,4.9427","9.155,4.967","9.288,5.0216","9.3527,5.0579","9.3986,5.0739","9.4132,5.0857","9.4934,5.1116","9.5341,5.1521","9.6802,5.2297","9.7475,5.2486","9.806,5.2681","9.804,5.2755","9.8587,5.281","9.9147,5.3007","10.0372,5.3494","10.084,5.3817","10.1402,5.421","10.1358,5.4178","10.1849,5.4583","10.2375,5.4903","10.3399,5.5363","10.413,5.5353","10.4451,5.5507","10.4393,5.5515","10.5024,5.5573","10.5439,5.5793","10.6372,5.6188","10.6777,5.6443","10.713,5.6505","10.7169,5.654","10.7415,5.6802","10.7763,5.7058","10.8342,5.7344","10.8695,5.757","10.9097,5.7841","10.9104,5.7779","10.9403,5.7868","10.9684,5.8005","11.0099,5.8199","11.0318,5.8413","11.0674,5.8577","11.072,5.8582","11.0879,5.8837","11.1115,5.8916","11.1674,5.9227","11.1745,5.9314","11.1785,5.935","11.1787,5.9373","11.2176,5.9499","11.24,5.97","11.2876,6.0046","11.3037,6.0173","11.3258,6.0486","11.3231,6.0456","11.353,6.074","11.371,6.0845","11.424,6.1543","11.4262,6.1872","11.4543,6.2249","11.4562,6.2275","11.4642,6.2557","11.4813,6.2894","11.5094,6.3504","11.513,6.389","11.5451,6.4309","11.5372,6.4375","11.565,6.467","11.5952,6.5132","11.6478,6.5751","11.6683,6.6049","11.6963,6.6344","11.6879,6.6288","11.7107,6.6425","11.7567,6.666","11.7893,6.7025","11.827,6.7283","11.8738,6.737","11.8685,6.7407","11.8881,6.7483","11.925,6.777","11.9759,6.812","12.0122,6.844","12.0592,6.8629","12.0476,6.8659","12.0738,6.8796","12.1203,6.8942","12.1821,6.9045","12.2162,6.8982","12.2623,6.8946","12.2402,6.8806","12.284,6.8632","12.3129,6.8497","12.3719,6.8005","12.4109,6.7798","12.4435,6.7679","12.4486,6.7714","12.5018,6.7492","12.5284,6.7273","12.611,6.6936","12.6527,6.6649","12.6828,6.6343","12.6966,6.6296","12.7316,6.6072","12.7939,6.5782","12.8739,6.5267","12.9322,6.5018","12.9879,6.4684",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5.9044,4.7502","5.9037,4.7552","5.9056,4.7581","5.9059,4.7536","5.911,4.7559","5.905,4.7478","5.9004,4.747","5.9075,4.7284","5.9036,4.7393","5.8976,4.7424","5.907,4.7287","5.9073,4.7206","5.9129,4.7104","5.9079,4.7063","5.913,4.7028","5.9107,4.6989","5.913,4.6914","5.9255,4.6952","5.9168,4.6736","5.9211,4.6802","5.9217,4.6662","5.923,4.6716","5.9299,4.6649","5.9339,4.6623","5.9393,4.663","5.9464,4.656","5.9564,4.6591","5.9459,4.6501","5.9636,4.6451","5.9622,4.6481","5.987,4.6418","6.0045,4.639","6.0195,4.6307","6.0191,4.6348","6.037,4.6253","6.0494,4.6201","6.101,4.6187","6.1122,4.6087","6.1355,4.6071","6.1518,4.6129","6.1606,4.607","6.191,4.6184","6.2494,4.6342","6.2713,4.6284","6.3,4.6429","6.3029,4.6447","6.3357,4.6463","6.3555,4.6521","6.4131,4.6842","6.4545,4.6925","6.4773,4.7041","6.4837,4.7049","6.5224,4.7244","6.5512,4.7356","6.6264,4.7386","6.6629,4.7465","6.6928,4.7431","6.6909,4.7471","6.7293,4.7501","6.762,4.7484","6.853,4.7539","6.897,4.7538","6.9376,4.7515","6.9341,4.7509","6.9731,4.7491","7.0103,4.7503","7.087,4.7726","7.1391,4.7923","7.1724,4.7982","7.1686,4.805","7.2194,4.8114","7.2674,4.8287","7.3511,4.8496","7.3957,4.856","7.4374,4.8663","7.4317,4.8597","7.4785,4.8778","7.5228,4.8824","7.6278,4.8994","7.6599,4.9013","7.7196,4.892","7.719,4.8979","7.7691,4.8971","7.8097,4.8935","7.8958,4.9072","7.9486,4.9175","8.0023,4.9348","8.0039,4.9455","8.0282,4.9503","8.0763,4.9635","8.1606,4.9747","8.2081,4.9832","8.2468,4.9994","8.2519,4.9903","8.3064,5.0052","8.3591,5.0108","8.4457,5.0177","8.4844,5.0361","8.5199,5.0249","8.5269,5.0302","8.589,5.031","8.6186,5.0284","8.7236,5.0422","8.769,5.0422","8.812,5.0509","8.8119,5.0536","8.8557,5.0635","8.8936,5.0566","8.9873,5.0802","9.0487,5.1041","9.1024,5.1129","9.0916,5.1074","9.1354,5.1188","9.1789,5.1284","9.256,5.1368","9.295,5.1449","9.3462,5.1609","9.3381,5.1546","9.386,5.1502","9.4315,5.1582","9.5056,5.1632","9.5362,5.1643","9.5766,5.1703","9.5702,5.166","9.6186,5.1747","9.6496,5.1838","9.7088,5.2127","9.7468,5.2353","9.7772,5.2364","9.7756,5.2412","9.802,5.2521","9.8349,5.2716","9.8831,5.2913","9.9329,5.303","9.9688,5.321","9.9573,5.3135","10.0036,5.3361","10.0343,5.3318","10.0876,5.3523","10.1192,5.3516","10.1627,5.3516","10.164,5.3561","10.1893,5.3605","10.2306,5.37","10.2812,5.3789","10.3114,5.3837","10.3453,5.4084","10.3467,5.4071","10.3762,5.417","10.3991,5.4266","10.4515,5.458","10.4782,5.4696","10.4982,5.495","10.5065,5.487","10.5206,5.5005","10.5497,5.5166","10.5956,5.544","10.6304,5.5502","10.6487,5.5517","10.6478,5.5562","10.6769,5.554","10.7051,5.5701","10.7512,5.5656","10.7805,5.5731","10.8083,5.5746","10.8111,5.5735","10.8423,5.5708","10.8598,5.5735","10.9125,5.5756","10.9359,5.5828","10.9562,5.591","10.9502,5.5887","10.974,5.5968","10.9915,5.6117","11.022,5.6297","11.0416,5.636","11.0514,5.6436","11.054,5.6379","11.0654,5.6507","11.0811,5.667","11.1151,5.6897","11.1235,5.7049","11.1498,5.7112","11.1478,5.7024","11.1705,5.7211","11.1791,5.7217","11.2201,5.7226","11.2401,5.7326","11.2641,5.7331","11.26,5.7326","11.2756,5.7351","11.3011,5.7407","11.3415,5.7565","11.3538,5.7607","11.3641,5.7713","11.3607,5.7665","11.3796,5.785","11.3996,5.79","11.4256,5.8166","11.4309,5.8344","11.4427,5.8333","11.4446,5.8395","11.4578,5.8595","11.4579,5.8684","11.4904,5.902","11.4946,5.9104","11.5125,5.9287","11.5143,5.9376","11.5252,5.9385","11.5339,5.9431","11.5668,5.9603","11.5922,5.9732","11.6076,5.9933","11.6031,5.9868","11.6174,5.9945","11.6362,5.9973","11.6553,6.0328","11.6727,6.0315","11.6747,6.0468","11.679,6.0519","11.6871,6.0627","11.6949,6.0858","11.7015,6.1019","11.7022,6.1104","11.7091,6.1348","11.7067,6.137","11.7005,6.1539","11.7151,6.1629","11.7278,6.2051","11.7374,6.2153","11.7438,6.2314","11.7496,6.2287","11.7525,6.2372","11.7661,6.2523","11.7869,6.2824","11.798,6.298","11.8116,6.3127","11.809,6.3094","11.8218,6.3222","11.8401,6.3413","11.8666,6.3774","11.8771,6.3848","11.8898,6.4053","11.8865,6.4027","11.9021,6.4169","11.9083,6.4438","11.926,6.4769","11.9418,6.5116","11.9516,6.5242","11.9456,6.5169","11.9572,6.5539","11.9768,6.5806","11.9886,6.6284","11.9978,6.6408","12.0098,6.6603","12.0076,6.6584","12.0255,6.678","12.0384,6.704","12.0811,6.7342","12.0823,6.7377","12.1043,6.7559","12.101,6.7638","12.1263,6.7604","12.1438,6.7735","12.1935,6.7857","12.2246,6.789","12.2465,6.7929","12.2429,6.7889","12.2782,6.7885","12.3145,6.7904","12.3817,6.7786","12.407,6.7746","12.4497,6.7759","12.4544,6.782","12.4849,6.7791","12.5112,6.7688","12.5705,6.7804","12.5964,6.7714","12.6219,6.7819","12.6156,6.7692","12.6553,6.784","12.6803,6.778","12.7343,6.7843","12.7794,6.7861","12.8014,6.7903","12.8144,6.7844","12.8231,6.7994","12.8676,6.8041","12.9379,6.8169","12.9616,6.8195","12.9837,6.8152","12.9788,6.8158","13.007,6.8177","13.0326,6.8173","13.0786,6.8101","13.1068,6.7991","13.1355,6.7861","13.1333,6.797",,,,,,,,,,,,
"7.053,5.195","7.0523,5.2033","7.0437,5.1918","7.0534,5.2027","7.0573,5.1935","7.0527,5.1968","7.0487,5.1943","7.0541,5.1964","7.0518,5.1921","7.0545,5.1911","7.052,5.1858","7.0467,5.1816","7.0473,5.1795","7.0539,5.1794","7.0517,5.185","7.0509,5.1843","7.0581,5.1746","7.052,5.1869","7.0637,5.1757","7.0581,5.1859","7.0702,5.1781","7.0591,5.1823","7.0647,5.195","7.0902,5.1957","7.095,5.1971","7.1076,5.2057","7.131,5.2055","7.1179,5.2009","7.1396,5.1945","7.1638,5.1948","7.2022,5.2052","7.253,5.2037","7.2859,5.2002","7.2927,5.1909","7.3297,5.1922","7.3762,5.1936","7.4736,5.231","7.5325,5.2551","7.5924,5.285","7.5986,5.2918","7.6695,5.3204","7.7373,5.3388","7.9085,5.3723","7.9992,5.3903","8.0921,5.4147","8.0779,5.4089","8.1603,5.4081","8.2455,5.4248","8.3683,5.4546","8.4442,5.4654","8.521,5.503","8.5222,5.4809","8.5924,5.5142","8.6614,5.5444","8.8259,5.5906","8.91,5.6066","8.9863,5.6063","8.9863,5.6071","9.0687,5.6059","9.1623,5.6266","9.3301,5.6477","9.425,5.6515","9.5046,5.6862","9.5043,5.6798","9.5771,5.6924","9.6503,5.7185","9.8274,5.7627","9.8883,5.7938","9.9638,5.8175","9.9635,5.8137","10.0419,5.8345","10.1073,5.8645","10.2586,5.8971","10.3333,5.9187","10.3986,5.9451","10.3942,5.9268","10.4691,5.9358","10.53,5.9624","10.6788,6.0107","10.7485,6.0299","10.8141,6.0279","10.8253,6.0303","10.8806,6.0471","10.9424,6.056","11.0842,6.0641","11.1507,6.0828","11.2171,6.0958","11.2197,6.1055","11.2519,6.0951","11.3178,6.1083","11.4145,6.1292","11.4557,6.1477","11.5185,6.1671","11.5207,6.1797","11.578,6.1971","11.6142,6.2255","11.6934,6.2577","11.7301,6.2846","11.7686,6.3005","11.7627,6.2985","11.8087,6.3149","11.8564,6.3394","11.9548,6.3533","12.008,6.3446","12.0542,6.3401","12.0554,6.334","12.0953,6.3429","12.1363,6.3498","12.2347,6.368","12.2775,6.3821","12.3092,6.4063","12.3098,6.4127","12.3368,6.429","12.352,6.4461","12.3821,6.4672","12.4183,6.4947","12.4496,6.5105","12.4477,6.5103","12.48,6.5134","12.5182,6.5176","12.6202,6.5247","12.6545,6.4967","12.6994,6.493","12.6859,6.4856","12.7433,6.4733","12.8113,6.462","12.9384,6.4506","12.9893,6.4411","13.0593,6.4156","13.0544,6.4188","13.0737,6.3967","13.1225,6.3696","13.1675,6.2862","13.1949,6.2323","13.2012,6.1846",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6.162,5.3581","6.1552,5.3604","6.1514,5.3456","6.157,5.3646","6.161,5.3553","6.1563,5.3586","6.1495,5.3512","6.1609,5.352","6.1557,5.3526","6.1579,5.3574","6.1587,5.3667","6.1535,5.3625","6.154,5.3604","6.1576,5.365","6.1599,5.3687","6.1628,5.3604","6.1645,5.3667","6.1524,5.3781","6.1642,5.3667","6.1551,5.3717","6.1547,5.352","6.1581,5.3626","6.1591,5.3622","6.17,5.3572","6.1691,5.3603","6.1715,5.3532","6.1839,5.3519","6.1822,5.356","6.1903,5.3517","6.2083,5.355","6.2223,5.3627","6.2429,5.3687","6.262,5.3731","6.2754,5.3718","6.2806,5.3733","6.3022,5.3755","6.3717,5.3975","6.3989,5.3931","6.431,5.3945","6.4373,5.4014","6.4743,5.4084","6.5234,5.4118","6.6179,5.4557","6.6761,5.4635","6.7333,5.4784","6.7433,5.4979","6.8081,5.5037","6.8773,5.5203","6.9996,5.5499","7.0621,5.558","7.1225,5.5579","7.1281,5.5607","7.1889,5.5667","7.2513,5.5425","7.3811,5.5226","7.4197,5.5136","7.4763,5.4895","7.4744,5.4967","7.5401,5.4834","7.5918,5.4638","7.711,5.4579","7.7656,5.46","7.827,5.4582","7.8446,5.4753","7.8945,5.4822","7.949,5.4915","8.0644,5.5136","8.129,5.5301","8.1817,5.5374","8.1836,5.533","8.265,5.5552","8.3248,5.5527","8.4453,5.5713","8.5004,5.5607","8.5443,5.5484","8.5522,5.5569","8.6112,5.5425","8.6591,5.5433","8.7801,5.5364","8.8352,5.5318","8.8935,5.5251","8.9011,5.5172","8.9578,5.5212","8.9971,5.5284","9.0821,5.5605","9.1247,5.5831","9.1657,5.6122","9.1743,5.6181","9.2016,5.6326","9.2509,5.6435","9.326,5.6581","9.3718,5.687","9.4158,5.7137","9.4251,5.7288","9.4701,5.7397","9.5201,5.7681","9.6106,5.7984","9.6542,5.8102","9.6929,5.8263","9.6903,5.8168","9.7376,5.8273","9.7855,5.8367","9.8544,5.8483","9.9045,5.8451","9.9408,5.8352","9.9415,5.836","9.9809,5.8399","10.0076,5.8274","10.0961,5.8025","10.1428,5.8009","10.1699,5.7867","10.1726,5.7935","10.2129,5.7857","10.2419,5.7799","10.2926,5.7983","10.3234,5.7972","10.3531,5.8075","10.3511,5.8073","10.3845,5.813","10.411,5.8187","10.4424,5.8515","10.4618,5.8678","10.4856,5.9017","10.4786,5.89","10.4938,5.914","10.5134,5.944","10.5503,5.9809","10.5764,5.999","10.5834,5.988","10.5961,5.9945","10.6116,6.005","10.6343,6.0084","10.6711,6.0128","10.7161,6.0177","10.7376,6.0219","10.7343,6.0199","10.7585,6.0217","10.7815,6.0161","10.8213,6.0102","10.8494,5.9992","10.8811,5.984","10.8721,5.9809","10.9064,5.9855","10.9272,5.9793","10.9893,5.9682","11.0092,5.9771","11.0154,5.9758","11.0332,5.9795","11.053,5.9814","11.0706,5.9836","11.1112,5.9932","11.1225,6.0018","11.1305,6.0049","11.1393,6.0125","11.1377,6.0236","11.1492,6.0385","11.1612,6.0704","11.1766,6.0804","11.1786,6.0954","11.1664,6.0959","11.172,6.1079","11.1831,6.1243","11.1875,6.145","11.2206,6.1628","11.2312,6.1801","11.2303,6.1771","11.2491,6.1718","11.2571,6.1874","11.285,6.1811","11.2915,6.1735","11.3035,6.1833","11.3126,6.1786","11.3295,6.1689","11.3509,6.1571","11.3798,6.1498","11.4047,6.1507","11.4265,6.147","11.409,6.1348","11.4394,6.1577","11.4561,6.1528","11.4927,6.1847","11.5103,6.2008","11.4977,6.199","11.5139,6.2053","11.5216,6.2202","11.5359,6.2395","11.5363,6.2803","11.536,6.2961","11.5394,6.3179","11.5348,6.3161","11.5288,6.3401","11.5326,6.3688","11.5333,6.4246","11.5375,6.4419","11.5395,6.4654","11.5486,6.4781","11.5357,6.4876","11.5502,6.5004","11.5774,6.5157","11.5605,6.5257","11.5798,6.5301","11.5733,6.5306","11.5887,6.5347","11.5964,6.5339","11.6183,6.5232","11.6324,6.5193","11.6534,6.5222","11.6558,6.5172","11.6637,6.5193","11.6835,6.503","11.7206,6.4785","11.7573,6.4857","11.7667,6.4877","11.7641,6.4835","11.7809,6.4861","11.804,6.4825","11.8276,6.51","11.8447,6.5189","11.8563,6.5367","11.8511,6.5358","11.8733,6.5546","11.8886,6.5767","11.9083,6.6229","11.9192,6.6494","11.9372,6.678","11.9274,6.6756","11.9317,6.7051","11.94,6.7278","11.9836,6.7779","11.9948,6.7935","12.0118,6.8087","12.0243,6.8074","12.0542,6.8111","12.0467,6.8148","12.1042,6.81","12.1335,6.8152","12.1576,6.8145","12.1622,6.8165","12.1817,6.8173","12.2019,6.7933","12.2615,6.7729","12.2854,6.7568","12.3014,6.7436","12.3035,6.74","12.3247,6.7295","12.3387,6.7265","12.396,6.7046","12.4348,6.6969","12.4495,6.6996","12.4525,6.6948","12.4759,6.6957","12.5062,6.6892","12.5658,6.6828","12.5834,6.6862","12.6242,6.6784","12.6284,6.6726","12.6556,6.67","12.691,6.6719","12.7521,6.6817","12.7982,6.6855","12.8153,6.6888","12.82,6.6947","12.8552,6.689","12.8968,6.6847","12.954,6.6706","12.9817,6.6684","13.002,6.656","12.9982,6.6569",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
