"8.4123,3.9898","8.4182,3.9919","8.4206,3.9956","8.4191,4.0193","8.4262,4.0163","8.4269,4.031","8.4681,4.0601","8.4964,4.0911","8.5211,4.1013","8.5622,4.1243","8.5571,4.1263","8.6131,4.1514","8.7331,4.1937","8.7907,4.2128","8.8758,4.2288","8.9568,4.2503","8.9582,4.2548","9.0411,4.2749","9.1987,4.3524","9.272,4.3944","9.3402,4.4622","9.4049,4.5341","9.4052,4.5441","9.4632,4.6244","9.6003,4.7653","9.6649,4.8417","9.7357,4.9102","9.8104,4.9746","9.8078,4.9792","9.8849,5.0371","10.0363,5.1393","10.116,5.1985","10.1953,5.2535","10.279,5.3178","10.2712,5.3082","10.35,5.3598","10.4823,5.4886","10.5541,5.5596","10.6147,5.636","10.6849,5.7073","10.6788,5.7086","10.7492,5.7754","10.8819,5.893","10.9596,5.9433","11.0426,6.0051","11.1228,6.0445","11.1212,6.0417","11.1838,6.0795","11.3375,6.1736","11.4057,6.2272","11.4792,6.2864","11.5506,6.3444","11.55,6.3463","11.6067,6.398","11.7412,6.5134","11.8044,6.5512","11.846,6.5928","11.9082,6.5978","11.9138,6.6036","11.9639,6.6155","12.0626,6.6196","12.1281,6.6322","12.1932,6.6313","12.2309,6.6243","12.234,6.623","12.2872,6.6098","12.3713,6.6601","12.4189,6.6867","12.4628,6.7092","12.5371,6.7269","12.5473,6.72","12.5842,6.742","12.6947,6.7277","12.7384,6.7154","12.7785,6.6942","12.8208,6.6698","12.816,6.6754","12.8553,6.6421","12.9264,6.5986","12.9749,6.5376","12.9986,6.5266",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7.943,4.1015","7.9352,4.1024","7.9347,4.0976","7.9361,4.1075","7.9385,4.1077","7.9385,4.1031","7.9327,4.1011","7.941,4.1114","7.9425,4.1179","7.9413,4.1079","7.9357,4.109","7.9416,4.1138","7.9444,4.121","7.9504,4.1221","7.9538,4.1233","7.9584,4.1229","7.9544,4.1174","7.9678,4.1225","7.9878,4.1205","7.9967,4.1289","8.0097,4.1247","8.0253,4.1252","8.0268,4.1283","8.0412,4.1341","8.0675,4.1508","8.0812,4.1588","8.0957,4.1695","8.1181,4.186","8.1155,4.1842","8.1336,4.2004","8.1731,4.2233","8.1909,4.2331","8.2135,4.2508","8.2261,4.2628","8.2269,4.2564","8.2509,4.2787","8.2865,4.3078","8.3048,4.319","8.3286,4.336","8.3412,4.3359","8.3388,4.3413","8.3753,4.3534","8.4135,4.3646","8.4452,4.3746","8.4602,4.3814","8.4954,4.3927","8.4882,4.4005","8.5029,4.3989","8.5653,4.4026","8.5958,4.4078","8.6237,4.4153","8.6637,4.4252","8.6586,4.4212","8.6869,4.4206","8.748,4.4203","8.7889,4.4359","8.815,4.4383","8.8483,4.4329","8.8444,4.4266","8.8719,4.4468","8.9232,4.4569","8.9663,4.4659","8.9954,4.47","9.0197,4.4812","9.0084,4.4958","9.051,4.4874","9.1099,4.5219","9.144,4.5367","9.1692,4.5456","9.2007,4.5628","9.2107,4.5621","9.2434,4.574","9.3093,4.6175","9.3354,4.6388","9.3597,4.6533","9.3878,4.6732","9.3859,4.6811","9.4184,4.694","9.4746,4.7489","9.5229,4.762","9.5539,4.7802","9.5918,4.8014","9.5932,4.7982","9.6305,4.8041","9.6924,4.853","9.723,4.8649","9.7666,4.8852","9.801,4.9043","9.8038,4.8983","9.8393,4.9153","9.9187,4.9379","9.953,4.9622","9.9838,4.9785","10.0249,4.9886","10.021,4.9911","10.0602,5.0123","10.1068,5.0543","10.1414,5.0787","10.1746,5.1101","10.194,5.1266","10.1887,5.1255","10.2233,5.147","10.2772,5.1957","10.3006,5.2136","10.3355,5.2319","10.3423,5.2491","10.3463,5.2507","10.3681,5.2746","10.4095,5.3177","10.4328,5.3381","10.4517,5.3593","10.4718,5.3695","10.4727,5.3735","10.4964,5.3983","10.5369,5.4269","10.5591,5.4335","10.5777,5.4476","10.5995,5.4583","10.5987,5.4591","10.6225,5.4861","10.6734,5.5073","10.6903,5.5115","10.7064,5.5131","10.7308,5.5193","10.729,5.515","10.7461,5.5205","10.785,5.536","10.8004,5.5405","10.8159,5.5492","10.834,5.56","10.83,5.5569","10.8514,5.5677","10.8755,5.5858","10.8909,5.5996","10.9045,5.6144","10.9193,5.6182","10.9199,5.6231","10.929,5.6399","10.95,5.6582","10.9615,5.6635","10.9659,5.6693","10.9714,5.6792","10.9746,5.6764","10.974,5.6824","10.9797,5.6982","10.9781,5.7066","10.9851,5.7155","10.9875,5.7242","10.9834,5.7209","10.9846,5.7263","10.9893,5.7509","10.9927,5.7554","10.9977,5.7645","10.9973,5.7632","10.9946,5.7649","11.0061,5.7641","11.0093,5.7758","11.0223,5.7724","11.0249,5.7869","11.0308,5.7851","11.0294,5.7837","11.0393,5.793","11.0588,5.7931","11.0679,5.7944","11.0785,5.7966","11.0888,5.7966","11.0941,5.7953","11.1027,5.7955","11.1244,5.803","11.1364,5.7985","11.1418,5.8093","11.1499,5.8058","11.1523,5.8054","11.1629,5.8124","11.1813,5.8272","11.182,5.8278","11.191,5.8386","11.1986,5.8519","11.1982,5.8545","11.2045,5.8516","11.2152,5.8685","11.2198,5.8832","11.223,5.9002","11.2251,5.8999","11.2194,5.906","11.2265,5.9154","11.2295,5.9423","11.2265,5.9564","11.2251,5.9685","11.2342,5.9881","11.2345,5.9816","11.2368,5.9919","11.2522,6.0132","11.2549,6.0302","11.2637,6.0345","11.2745,6.0463","11.2707,6.0437","11.2787,6.0533","11.2991,6.0614","11.3107,6.0749","11.3263,6.0818","11.341,6.0869","11.3381,6.0896","11.3521,6.0928","11.3857,6.0979","11.4059,6.1067","11.4202,6.1139","11.437,6.1163","11.4373,6.1115","11.4569,6.1239","11.4858,6.1448","11.503,6.15","11.5094,6.1629","11.5229,6.1702","11.532,6.1721","11.5332,6.1895","11.5549,6.2008","11.5651,6.2148","11.5781,6.225","11.5781,6.2347","11.5801,6.2309","11.5849,6.2488","11.5846,6.2628","11.6012,6.2732","11.6055,6.3067","11.6045,6.3121","11.5959,6.3161","11.614,6.3273","11.6091,6.3553","11.6132,6.3703","11.6199,6.3878","11.6257,6.4024","11.62,6.4059","11.6259,6.4208","11.6295,6.4534","11.6395,6.4681","11.6417,6.4886","11.6501,6.5068","11.6465,6.508","11.6517,6.5179","11.6606,6.5574","11.6783,6.5559","11.6949,6.5694","11.7041,6.5832","11.7076,6.5965","11.7071,6.5987","11.743,6.6158","11.7532,6.6252","11.7637,6.6393","11.77,6.6487","11.7725,6.6393","11.7865,6.6489","11.8149,6.6702","11.8353,6.6835","11.8548,6.689","11.8758,6.7058","11.867,6.702","11.8775,6.7151","11.9077,6.7373","11.9288,6.7547","11.9451,6.7623","11.9483,6.7743","11.9489,6.7762","11.9581,6.7891","11.9771,6.806","11.9881,6.8142","12.0015,6.8173","12.0168,6.8242","12.0155,6.8261","12.0315,6.8377","12.0643,6.853","12.0727,6.862","12.084,6.855","12.1013,6.8663","12.0998,6.8694","12.1184,6.8753","12.1522,6.8853","12.1717,6.8976","12.1971,6.9025","12.2037,6.8936","12.2083,6.9039","12.2311,6.9097","12.2836,6.9172","12.3243,6.9102","12.3449,6.904","12.3846,6.9065","12.387,6.9047","12.4205,6.9062","12.4728,6.9136","12.4925,6.9138","12.5251,6.9146","12.5566,6.9169","12.5583,6.9192","12.5833,6.9144","12.6384,6.9137","12.6615,6.915","12.6918,6.9178","12.7219,6.9221","12.7227,6.9226","12.7445,6.9222","12.8053,6.9142",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7.458,4.3723","7.4658,4.374","7.4667,4.3795","7.4701,4.3795","7.4729,4.3873","7.4731,4.3828","7.4757,4.3901","7.4813,4.3977","7.4818,4.4027","7.4788,4.4007","7.4847,4.4023","7.4865,4.4115","7.4989,4.4212","7.4997,4.4222","7.5112,4.4347","7.5246,4.4398","7.5221,4.4344","7.5418,4.4469","7.5772,4.4713","7.5953,4.4886","7.6281,4.5108","7.6561,4.5314","7.6596,4.5307","7.689,4.5583","7.7587,4.6201","7.7944,4.6549","7.8407,4.6866","7.894,4.7201","7.888,4.7196","7.9435,4.7544","8.0645,4.8049","8.1326,4.8226","8.2013,4.8486","8.273,4.87","8.2749,4.8685","8.3471,4.8871","8.4905,4.9183","8.5683,4.9302","8.6293,4.9364","8.699,4.9434","8.6941,4.9421","8.7709,4.9585","8.934,5.0278","9.0133,5.0638","9.0883,5.1045","9.1743,5.1516","9.1758,5.1507","9.2553,5.1825","9.4031,5.2454","9.5018,5.3146","9.5728,5.3397","9.6692,5.3753","9.6656,5.3747","9.7588,5.4048","9.9168,5.482","10.0048,5.5122","10.069,5.5479","10.1602,5.5789","10.1587,5.5752","10.2282,5.5959","10.3731,5.6594","10.4693,5.6972","10.5535,5.7361","10.6048,5.7751","10.6067,5.7763","10.6662,5.8058","10.7842,5.8813","10.8396,5.9215","10.8992,5.9432","10.9659,5.9763","10.9657,5.9796","11.0238,5.9993","11.1226,6.0505","11.1473,6.0611","11.1866,6.078","11.2236,6.0957","11.225,6.0982","11.2616,6.1098","11.3218,6.1692","11.3493,6.1716","11.3693,6.1897","11.381,6.192","11.3769,6.1953","11.3921,6.1911","11.4225,6.2068","11.434,6.2061","11.4439,6.2059","11.4581,6.2018","11.459,6.2081","11.4713,6.2141","11.4928,6.2076","11.5072,6.2206","11.5002,6.2256","11.5151,6.225","11.5139,6.2298","11.5145,6.2396","11.5237,6.2594","11.5281,6.2729","11.5401,6.2913","11.5413,6.3056","11.5346,6.2979","11.5458,6.3192","11.5566,6.361","11.5615,6.3748","11.5701,6.3923","11.576,6.4163","11.5781,6.42","11.5794,6.4326","11.5854,6.4691","11.5953,6.4777","11.5953,6.4895","11.6008,6.4836","11.5887,6.489","11.6025,6.4845","11.6093,6.4977","11.606,6.4929","11.6069,6.4956","11.6153,6.4918","11.6126,6.4854","11.6103,6.4768","11.6057,6.4912","11.6003,6.4829","11.6039,6.4877","11.6036,6.4818","11.6007,6.4818","11.6036,6.4719","11.5863,6.475","11.603,6.4636","11.5893,6.4613","11.5927,6.4578","11.6005,6.4585","11.6131,6.4663","11.6087,6.4651","11.6355,6.4624","11.6283,6.4628","11.652,6.4706","11.6469,6.4727","11.6584,6.4914","11.6815,6.5116","11.6918,6.5181","11.7027,6.5291","11.7127,6.5441","11.7185,6.5463","11.7257,6.5626","11.7587,6.604","11.7605,6.6138","11.7651,6.6207","11.7781,6.6342","11.7783,6.6341","11.793,6.6426","11.8044,6.6726","11.8094,6.6769","11.818,6.6848","11.831,6.6804","11.8378,6.6956","11.8504,6.6943","11.8535,6.7083","11.8724,6.71","11.8804,6.7217","11.8751,6.7218","11.8885,6.7149","11.8939,6.7299","11.9099,6.7188","11.9237,6.7249","11.9302,6.7395","11.936,6.7419","11.9442,6.7432","11.9446,6.7447","11.9632,6.7561","11.982,6.7597","11.9947,6.767","12.0008,6.7687","12.0066,6.7653","12.021,6.772","12.0469,6.7733","12.0581,6.7751","12.0708,6.7711","12.0979,6.7785","12.0974,6.781","12.1191,6.7702","12.1767,6.7554","12.2053,6.7413","12.2325,6.7363","12.2561,6.7251","12.2564,6.726","12.2848,6.714","12.343,6.6995","12.3641,6.687","12.3904,6.6763","12.4203,6.6815","12.4225,6.6778","12.4467,6.6816","12.5029,6.6808","12.5332,6.6783","12.5614,6.6797","12.5925,6.6748","12.5939,6.6714","12.6266,6.6662","12.6874,6.6589","12.7198,6.653","12.7483,6.6409",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7.1321,4.6846","7.126,4.6838","7.1264,4.677","7.1218,4.6857","7.1215,4.6801","7.1176,4.6859","7.1184,4.6908","7.1251,4.6897","7.1267,4.6931","7.1223,4.6947","7.1209,4.6944","7.1151,4.6942","7.1054,4.6938","7.0951,4.6907","7.0845,4.6867","7.0683,4.6846","7.0692,4.683","7.0528,4.6805","7.0172,4.6717","6.9973,4.6711","6.9758,4.6683","6.9498,4.6766","6.951,4.6762","6.9312,4.6851","6.8845,4.6847","6.8714,4.6856","6.8595,4.6838","6.844,4.6876","6.8485,4.6885","6.8385,4.7009","6.8289,4.7073","6.8245,4.7113","6.8312,4.7108","6.8366,4.7197","6.8348,4.7195","6.8475,4.7282","6.8695,4.7408","6.8838,4.7487","6.9041,4.7536","6.9251,4.7568","6.9242,4.7578","6.9503,4.7589","7.0034,4.7722","7.0391,4.7705","7.071,4.7765","7.1108,4.7818","7.1101,4.7812","7.1365,4.7783","7.2115,4.7831","7.2437,4.7885","7.2823,4.7994","7.3215,4.8105","7.3207,4.8117","7.3564,4.8121","7.4274,4.8405","7.4743,4.8591","7.5038,4.8834","7.5411,4.9036","7.5406,4.9049","7.5747,4.9176","7.6441,4.9604","7.6954,4.9816","7.7447,5.0066","7.7794,5.0198","7.7865,5.0178","7.8282,5.0307","7.9331,5.0725","7.9796,5.0972","8.0307,5.1046","8.0857,5.1291","8.0837,5.1299","8.1371,5.1423","8.2483,5.1785","8.2927,5.209","8.3426,5.2308","8.3858,5.2659","8.3835,5.2631","8.4326,5.2832","8.5229,5.3541","8.5738,5.3777","8.615,5.4026","8.6594,5.4258","8.6621,5.428","8.7093,5.442","8.8149,5.4858","8.8574,5.4987","8.9111,5.5223","8.9484,5.5384","8.9672,5.5447","9.0111,5.5588","9.093,5.5891","9.1265,5.607","9.1948,5.6305","9.2254,5.6479","9.2352,5.6532","9.2723,5.6784","9.3481,5.7255","9.3864,5.7483","9.4223,5.7699","9.4467,5.7926","9.4442,5.7851","9.4881,5.8089","9.5694,5.8491","9.6003,5.8633","9.6499,5.8851","9.6815,5.902","9.6682,5.8965","9.7135,5.9089","9.7709,5.9274","9.8047,5.943","9.8455,5.9546","9.873,5.97","9.8715,5.9691","9.9058,5.9848","9.9583,6.0269","9.9817,6.0491","10.0002,6.0663","10.0195,6.0791","10.0216,6.0781","10.0406,6.0955","10.0802,6.1323","10.1,6.1395","10.121,6.1573","10.1336,6.1685","10.1321,6.1677","10.1521,6.1777","10.1855,6.1996","10.2014,6.2031","10.2141,6.2039","10.234,6.2135","10.2309,6.2144","10.249,6.2204","10.2784,6.2247","10.2959,6.2277","10.3057,6.2353","10.3204,6.2433","10.3193,6.2434","10.3272,6.247","10.3395,6.2629","10.3395,6.2635","10.3441,6.2705","10.3446,6.2764","10.3435,6.2764","10.3444,6.2783","10.3432,6.2925","10.343,6.297","10.3443,6.3007","10.3479,6.3072","10.3468,6.3043","10.3406,6.3053","10.3427,6.3169","10.343,6.319","10.3375,6.3189","10.3371,6.3191","10.3355,6.3203","10.3415,6.3229","10.3395,6.3314","10.3451,6.3345","10.3431,6.3366","10.3446,6.338","10.3453,6.3406","10.3498,6.3414","10.3497,6.3542","10.3495,6.3574","10.3598,6.3628","10.3601,6.3735","10.3632,6.3701","10.3674,6.3826","10.3779,6.3869","10.3895,6.3875","10.4007,6.3933","10.4099,6.3955","10.4094,6.3977","10.4236,6.3938","10.4553,6.4046","10.4672,6.4064","10.4801,6.4035","10.5056,6.406","10.5047,6.4028","10.5127,6.3993","10.5525,6.4061","10.5672,6.4128","10.582,6.4142","10.5942,6.4236","10.597,6.4224","10.6153,6.4268","10.6526,6.4449","10.6589,6.4486","10.6726,6.456","10.6873,6.4667","10.6863,6.4646","10.6984,6.4704","10.7254,6.485","10.7425,6.496","10.7575,6.4989","10.7732,6.5104","10.7737,6.5088","10.7893,6.5091","10.8161,6.5144","10.8351,6.519","10.8464,6.5243","10.86,6.5305","10.8612,6.5338","10.872,6.538","10.8969,6.5592","10.9013,6.573","10.9122,6.5818","10.9222,6.592","10.9199,6.5877","10.9345,6.5945","10.954,6.6135","10.9639,6.6164","10.9764,6.6252","10.9858,6.6262","10.9859,6.6291","11.0039,6.6328","11.0241,6.6335","11.0451,6.638","11.0593,6.6384","11.0704,6.6457","11.0706,6.6455","11.0862,6.6468","11.1136,6.6625","11.1306,6.6713","11.1489,6.6867","11.1591,6.6979","11.1631,6.7011","11.1668,6.7085","11.1962,6.7351","11.2092,6.757","11.2282,6.7684","11.2373,6.7903","11.2367,6.7882","11.2442,6.7963","11.2687,6.8288","11.2805,6.8416","11.2872,6.8519","11.3002,6.8603","11.2991,6.8598","11.3182,6.8652","11.3424,6.875","11.3534,6.8729","11.3684,6.8727","11.3829,6.8721","11.3819,6.8733","11.3968,6.8684","11.4246,6.8725","11.4378,6.8659","11.4494,6.8676","11.455,6.8685","11.4559,6.8676","11.467,6.8725","11.474,6.8862","11.48,6.887","11.4797,6.8886","11.479,6.8968","11.4831,6.8949","11.483,6.9004","11.4807,6.9186","11.4752,6.9243","11.479,6.9313","11.4766,6.937","11.4746,6.9368","11.4649,6.9472","11.468,6.9668","11.4638,6.9774","11.4717,6.9817","11.474,6.9933","11.4691,6.9922","11.4781,7.0085","11.4916,7.0197","11.5032,7.0274","11.5183,7.0335","11.5338,7.0378","11.531,7.0392","11.5495,7.046","11.595,7.0605","11.6147,7.0674","11.6429,7.0677","11.667,7.0721","11.6661,7.0721","11.6876,7.0723","11.7451,7.0772","11.7705,7.0819","11.7978,7.0829","11.8133,7.0902","11.8184,7.0932","11.8404,7.0942","11.9035,7.1142","11.9306,7.1192","11.9546,7.1264","11.9831,7.1418","11.979,7.1385","12.007,7.1501","12.054,7.169","12.0782,7.1746","12.1038,7.1873","12.1424,7.1908","12.1451,7.1934","12.1683,7.1954","12.2264,7.203","12.2671,7.2018","12.2942,7.2045","12.314,7.2057","12.3073,7.2063","12.3475,7.1972","12.4032,7.2064","12.4357,7.2144","12.4752,7.223","12.5024,7.2334","12.5014,7.234","12.5361,7.2465","12.5928,7.2538","12.624,7.2599","12.6533,7.2718","12.6803,7.2691","12.677,7.2698","12.7086,7.2763","12.7755,7.2911","12.814,7.2961","12.8562,7.3073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6.9362,5.0512","6.9408,5.0618","6.9403,5.0731","6.9442,5.0825","6.9432,5.0836","6.9405,5.095","6.9508,5.1176","6.9542,5.1218","6.9572,5.1296","6.9602,5.1352","6.9553,5.1303","6.9584,5.1429","6.9642,5.1428","6.9727,5.1453","6.9801,5.1548","6.9741,5.1597","6.977,5.1477","6.9837,5.1512","6.9831,5.1459","6.9864,5.1455","6.9983,5.1535","7.01,5.1667","6.998,5.1574","7.0109,5.1649","7.0189,5.1584","7.0284,5.1615","7.0397,5.1642","7.0591,5.1577","7.0579,5.1688","7.0766,5.1762","7.1346,5.1727","7.1631,5.1784","7.2048,5.1776","7.2449,5.1829","7.2467,5.1838","7.2831,5.176","7.3885,5.1772","7.4372,5.1729","7.5001,5.1728","7.5485,5.1526","7.5549,5.1516","7.6269,5.148","7.7507,5.138","7.8322,5.112","7.8878,5.1096","7.9559,5.103","7.948,5.0991","8.0123,5.0992","8.1402,5.155","8.207,5.1735","8.2608,5.2139","8.33,5.2442","8.3327,5.2424","8.3933,5.2625","8.5255,5.3258","8.6146,5.3409","8.6749,5.3606","8.7575,5.3805","8.7545,5.3818","8.8326,5.3969","8.9788,5.4223","9.0542,5.4403","9.1239,5.4629","9.1829,5.4729","9.1816,5.4769","9.25,5.4892","9.3927,5.5547","9.4532,5.5772","9.5172,5.5865","9.5851,5.6055","9.5835,5.601","9.6481,5.6119","9.7846,5.6282","9.8528,5.6388","9.9131,5.6504","9.9688,5.655","9.9659,5.648","10.0286,5.6474","10.1473,5.6891","10.226,5.6978","10.2766,5.7401","10.3175,5.7682","10.3189,5.7557","10.3761,5.7715","10.4692,5.8143","10.5198,5.8229","10.5696,5.8407","10.6177,5.8483","10.6076,5.8462","10.6647,5.866","10.7415,5.8814","10.784,5.8864","10.8055,5.8891","10.8558,5.8871","10.8473,5.893","10.8759,5.9009","10.9188,5.9272","10.9431,5.9335","10.9722,5.962","10.9838,5.96","10.9731,5.9549","10.9938,5.9626","11.0408,5.9915","11.0515,5.9908","11.0884,5.9912","11.0925,6.0019","11.0952,6.0011","11.1196,5.9948","11.158,6.012","11.1787,5.987","11.2036,6.0038","11.2233,5.9823","11.2228,5.9892","11.2387,5.9848","11.2825,5.9829","11.294,5.9853","11.3022,5.9902","11.3253,6.0021","11.3236,6.002","11.3368,6.0022","11.3557,6.0285","11.3605,6.0337","11.3666,6.0414","11.3641,6.0559","11.3699,6.0585","11.3662,6.0559","11.3619,6.0824","11.3582,6.0948","11.3414,6.0924","11.3389,6.1013","11.3451,6.1002","11.3373,6.1217","11.3323,6.1232","11.3365,6.1287","11.3265,6.1314","11.3404,6.1423","11.3311,6.145","11.3358,6.1595","11.3387,6.173","11.3551,6.162","11.3656,6.1653","11.3703,6.17","11.3673,6.1622","11.3821,6.1595","11.4073,6.1639","11.4311,6.142","11.4523,6.1484","11.4784,6.1383","11.4771,6.1394","11.5052,6.1415","11.5364,6.1377","11.5381,6.1291","11.5567,6.1304","11.569,6.126","11.5553,6.1241","11.5723,6.131","11.5682,6.1385","11.5846,6.1494","11.575,6.1533","11.5741,6.1567","11.5752,6.1537","11.5762,6.1634","11.5793,6.1846","11.5753,6.2005","11.568,6.2113","11.5637,6.2241","11.5653,6.2252","11.5594,6.2426","11.5637,6.262","11.5555,6.2745","11.5636,6.2863","11.562,6.2895","11.565,6.2953","11.5711,6.3028","11.5969,6.318","11.611,6.3211","11.6236,6.3392","11.6426,6.347","11.6415,6.34","11.6601,6.3412","11.6864,6.3528","11.7024,6.3618","11.7264,6.3624","11.7373,6.356","11.7334,6.363","11.7639,6.358","11.8115,6.372","11.8318,6.3778","11.8474,6.3861","11.862,6.4023","11.8653,6.4009","11.8801,6.4088","11.9017,6.4284","11.908,6.4407","11.9142,6.4474","11.9206,6.4573","11.9193,6.4606","11.9245,6.4648","11.9333,6.4931","11.9384,6.5081","11.9383,6.5234","11.9444,6.5442","11.9397,6.5449","11.9469,6.5525","11.9673,6.5753","11.9755,6.5945","11.9919,6.6062","12.0021,6.6138","12.0065,6.6108","12.0234,6.6122","12.0562,6.6146","12.0749,6.6097","12.0898,6.6324","12.1064,6.6397","12.1149,6.6356","12.1231,6.6334","12.1538,6.6459","12.1751,6.658","12.1943,6.6619","12.2063,6.6691","12.2069,6.6629","12.2294,6.6806","12.244,6.6912","12.2521,6.6884","12.2686,6.6996","12.2741,6.705","12.2645,6.7086","12.29,6.7183","12.3293,6.7358","12.3406,6.7454","12.3691,6.746","12.3857,6.7522","12.389,6.7504","12.4112,6.7408","12.4674,6.7287","12.4861,6.7403","12.5101,6.7446","12.5352,6.7437","12.5313,6.7428","12.5597,6.7418","12.6173,6.7531","12.6344,6.7589","12.6569,6.7585","12.6817,6.7554","12.6956,6.7713","12.7129,6.7652","12.7814,6.7596","12.8056,6.7624","12.8341,6.7634","12.8692,6.7679",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7.9984,4.8424","8.0026,4.8438","8.0072,4.8551","8.0045,4.8544","8.0068,4.8692","8.0164,4.8654","8.0268,4.8701","8.0519,4.8768","8.0511,4.8852","8.0595,4.8902","8.0624,4.8877","8.0635,4.907","8.1108,4.9282","8.12,4.9451","8.1515,4.9588","8.1868,4.9846","8.1931,4.9728","8.2178,4.9991","8.3191,5.0628","8.3752,5.0778","8.4412,5.1057","8.5241,5.1246","8.5283,5.1344","8.6004,5.1319","8.7533,5.1369","8.8532,5.1541","8.9296,5.1403","9.0144,5.1676","9.0117,5.1673","9.079,5.1912","9.2124,5.2495","9.3425,5.2763","9.4404,5.3281","9.5131,5.385","9.5165,5.396","9.5959,5.4315","9.7253,5.5138","9.8064,5.5463","9.8863,5.5781","9.9577,5.5997","9.9576,5.6083","10.0337,5.6346","10.1833,5.6778","10.2525,5.6994","10.3136,5.727","10.3893,5.7458","10.383,5.7514","10.4319,5.765","10.5641,5.8216","10.6206,5.8796","10.7046,5.921","10.7637,5.9686","10.7691,5.9675","10.8267,5.9998","10.9607,6.062","11.0356,6.095","11.0867,6.1179","11.1472,6.1574","11.1524,6.1494","11.2134,6.1696","11.3381,6.2215","11.3875,6.2371","11.4453,6.259","11.4888,6.2722","11.4893,6.2701","11.5328,6.3025","11.6246,6.388","11.6699,6.4078","11.6956,6.429","11.7424,6.4534","11.7388,6.4518","11.7707,6.4678","11.8521,6.516","11.8688,6.5293","11.9037,6.5301","11.94,6.5396","11.9277,6.5457","11.9753,6.5483","12.0263,6.5802","12.0471,6.5778","12.0748,6.594","12.0859,6.6042","12.0853,6.6003","12.1094,6.6016","12.1423,6.6084","12.1524,6.6166","12.1741,6.6353","12.183,6.6465","12.1846,6.6471","12.2009,6.673","12.2328,6.7137","12.2347,6.7357","12.2352,6.7484","12.2508,6.7646","12.248,6.7633","12.265,6.7806","12.2861,6.8053","12.3059,6.8094","12.341,6.8097","12.3586,6.8157","12.356,6.808","12.3859,6.8054","12.4546,6.8199","12.4841,6.8181","12.5164,6.8172","12.5458,6.8231","12.5501,6.82","12.5759,6.8177","12.6694,6.8219","12.7137,6.8275","12.785,6.8381","12.8376,6.8573","12.8385,6.8593","12.8903,6.8891","12.9839,6.9663","13.0228,7.0066","13.0688,7.0513","13.1026,7.0858","13.104,7.0824","13.1402,7.1057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
