"2.5295,5.62071","2.53966,5.62071","2.54982,5.63279","2.54982,5.62071","2.54982,5.63279","2.57014,5.62071","2.59045,5.63279","2.60061,5.62071","2.62093,5.62071","2.64125,5.60862","2.64125,5.59653","2.5295,5.62071","2.57014,5.62071","2.60061,5.63279","2.62093,5.62071","2.77331,5.59653","2.77331,5.59653","2.81395,5.60862","2.88506,5.62071","2.77331,5.59653","2.81395,5.60862","2.86474,5.62071","2.85458,5.63279","3.06791,5.69323","3.1695,5.71741","3.22029,5.71741","3.26093,5.71741","3.32188,5.71741","3.32188,5.71741","3.37267,5.71741","3.06791,5.69323","3.12886,5.71741","3.17966,5.72949","3.24061,5.74158","3.67743,5.69323","3.72822,5.68114","3.82981,5.65697","3.89076,5.66906","3.95171,5.68114","3.67743,5.69323","3.67743,5.69323","3.72822,5.68114","3.73838,5.69323","3.74854,5.69323","3.72822,5.68114","4.32758,5.72949","4.32758,5.72949","4.39869,5.71741","4.5206,5.70532","4.32758,5.72949","4.38854,5.72949","4.41901,5.71741","4.42917,5.72949","4.76441,5.62071","4.90663,5.59653","4.9879,5.58444","4.76441,5.62071","4.8152,5.60862","4.8152,5.60862","4.87615,5.60862","4.99805,5.59653","5.04885,5.58444","5.1098,5.58444","5.14027,5.58444","5.14027,5.58444","5.17075,5.56027","5.18091,5.58444","5.22154,5.59653","5.26218,5.58444","5.31297,5.57236","5.32313,5.57236","5.37392,5.56027","5.47551,5.53609","5.53646,5.51192","5.58726,5.49983","6.31868,5.36687","6.31868,5.36687","6.36947,5.35478","6.49137,5.35478","6.31868,5.36687","6.37963,5.34269","6.44058,5.33061","6.45074,5.33061","6.51169,5.31852","6.82661,5.29434","6.89772,5.30643","6.96883,5.31852","7.03994,5.33061","7.18216,5.30643","7.25327,5.31852","7.39549,5.33061","7.47676,5.35478","7.56819,5.37896","7.18216,5.30643","7.18216,5.30643","7.25327,5.30643","7.78152,5.41522","7.87295,5.41522","7.95422,5.40313","8.03549,5.41522","8.04565,5.40313","8.21834,5.40313","8.41136,5.40313","8.49263,5.39104","8.59421,5.39104","8.68564,5.40313","8.76691,5.36687","8.85834,5.39104","9.03104,5.41522","9.13262,5.43939","9.1631,5.46357","9.27484,5.47566","9.27484,5.47566","9.35611,5.48774","9.29516,5.52401","9.65071,5.48774","9.74214,5.48774","9.85389,5.47566","9.84373,5.48774","9.90468,5.47566","9.84373,5.52401","9.83357,5.54818","9.81325,5.57236",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12.6577,8.71512","12.6475,8.71512","12.6374,8.71512","12.6069,8.71512","12.617,8.71512","12.5866,8.71512","12.5256,8.72721","12.4951,8.73929","12.4647,8.73929","12.4342,8.73929","12.424,8.73929","12.4951,8.73929","12.3834,8.72721","12.3123,8.70303","12.2412,8.67886","12.0583,8.67886","12.0583,8.67886","11.9872,8.66677","11.8145,8.65468","12.0583,8.67886","12.0583,8.67886","12.0583,8.67886","12.0583,8.67886","12.0583,8.67886","12.0583,8.67886","11.2253,8.64259","11.144,8.65468","11.0424,8.66677","11.0424,8.66677","10.951,8.67886","10.758,8.67886","10.6463,8.67886","10.5447,8.65468","10.4329,8.64259","10.4228,8.64259","10.3212,8.63051","10.2907,8.64259","9.95547,8.67886","9.85389,8.67886","9.7523,8.67886","9.74214,8.67886","9.5796,8.70303","9.5796,8.69094","9.56944,8.72721","9.55929,8.72721","8.97008,8.81182","8.97008,8.81182","8.84818,8.81182","8.62469,8.81182","8.55358,8.81182","8.43168,8.82391","8.29961,8.81182","8.30977,8.82391","8.16755,8.79973","7.9847,8.79973","7.88311,8.81182","7.76121,8.82391","7.6393,8.83599","7.61898,8.83599","7.36502,8.88434","7.3447,8.89643","7.35486,8.87226","7.30407,8.86017","6.71487,8.92061","6.71487,8.92061","6.60312,8.90852","6.62344,8.79973","6.25773,8.81182","6.12566,8.79973","5.97328,8.76347","5.97328,8.77556","5.88186,8.78764","5.88186,8.75138","5.88186,8.73929","5.89201,8.73929","5.89201,8.73929","5.00821,8.63051","4.85583,8.61842","4.55107,8.60633","4.39869,8.55798",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12.5459,8.19535","12.5459,8.19535","12.5459,8.19535","12.5459,8.19535","12.5459,8.19535","12.5459,8.19535","12.5358,8.19535","12.5256,8.20744","12.5459,8.19535","12.5256,8.19535","12.5256,8.19535","12.5155,8.18327","12.5459,8.19535","12.5155,8.19535","12.485,8.19535","12.4545,8.19535","12.4545,8.19535","12.424,8.19535","12.292,8.20744","12.2513,8.21953","12.2209,8.20744","12.1904,8.21953","12.292,8.20744","12.2615,8.20744","12.1904,8.19535","12.1396,8.18327","12.1091,8.20744","11.8653,8.21953","11.8653,8.21953","11.8145,8.21953","11.7129,8.21953","11.8653,8.21953","11.8145,8.23162","11.7637,8.25579","11.7536,8.25579","11.7028,8.26788","11.6215,8.27997","11.5707,8.30414","11.5097,8.30414","11.4386,8.30414","11.4285,8.30414","11.3675,8.30414","11.2355,8.29205","11.1542,8.29205","11.0729,8.30414","11.0221,8.3404","11.0221,8.3404","10.951,8.36458","10.8393,8.38875","10.2501,8.5338","10.179,8.57007","10.1079,8.60633","10.1079,8.60633","10.2501,8.5338","10.2298,8.5338","10.2094,8.54589","9.7523,8.70303","9.67103,8.71512","9.67103,8.72721","9.59992,8.72721","9.7523,8.70303","9.73198,8.70303","9.74214,8.70303","9.76246,8.71512","9.13262,8.87226","9.06151,8.89643","8.90913,8.90852","8.8177,8.92061","8.72628,8.93269","9.13262,8.87226","9.13262,8.87226","9.14278,8.88434","9.13262,8.87226","8.33009,8.95687","8.2285,8.95687","8.1066,8.94478","8.09644,8.93269","7.9847,8.92061","8.33009,8.95687","8.31993,8.95687","8.33009,8.95687","8.34025,8.95687","8.34025,8.95687","7.35486,8.86017","7.14153,8.87226","7.06026,8.88434","6.94851,8.88434","6.8774,8.93269","6.8774,8.93269","6.78598,8.93269","6.85709,8.92061","6.86724,8.90852","6.27804,8.83599","6.15614,8.83599","6.15614,8.83599","6.03424,8.83599","6.17646,8.84808","5.65837,8.79973","5.66852,8.78764","5.64821,8.79973","5.64821,8.79973",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12.9624,8.21953","12.9624,8.21953","12.9523,8.21953","12.9523,8.21953","12.9523,8.21953","12.9421,8.21953","12.9116,8.21953","12.9116,8.21953","12.8913,8.21953","12.9624,8.21953","12.9624,8.21953","12.9421,8.21953","12.9015,8.2437","12.9624,8.21953","12.9421,8.23162","12.9015,8.2437","12.9015,8.2437","12.871,8.25579","12.7999,8.26788","12.7491,8.26788","12.7288,8.26788","12.6983,8.26788","12.6881,8.26788","12.6577,8.25579","12.5764,8.25579","12.5358,8.25579","12.4951,8.26788","12.4443,8.27997","12.4443,8.27997","12.4037,8.30414","12.3123,8.36458","12.2513,8.40084","12.1904,8.41293","12.1294,8.4371","12.1193,8.4371","12.0685,8.44919","12.0685,8.44919","11.7129,8.48545","11.6418,8.48545","11.5707,8.48545","11.5707,8.48545","11.7129,8.48545","11.591,8.47337","11.5199,8.47337","11.459,8.48545","11.1745,8.5338","11.1745,8.5338","11.1034,8.55798","11.0018,8.59424","11.1745,8.5338","11.1034,8.5338","11.0424,8.54589","11.0323,8.55798","10.9713,8.57007","10.7174,8.64259","10.6767,8.65468","10.6158,8.66677","10.7174,8.64259","10.7174,8.64259","10.7174,8.64259","10.7174,8.64259","10.1993,8.76347","10.1586,8.77556","10.1079,8.77556","10.1079,8.77556","10.1993,8.76347","10.1282,8.76347","10.0875,8.77556","10.0571,8.78764","10.0063,8.79973","9.79293,8.78764","9.77262,8.81182","9.69135,8.84808","9.65071,8.86017","9.61008,8.87226","9.79293,8.78764","9.79293,8.78764","9.7523,8.81182","9.81325,8.77556","9.39675,8.98104","9.35611,8.98104","9.30532,8.99313","9.29516,8.99313","9.24437,8.99313","9.13262,8.96896","9.08183,8.95687","9.02088,8.95687","8.97008,8.94478","8.95993,8.93269","8.90913,8.93269","8.8177,8.94478","8.74659,8.93269","8.70596,8.93269","8.65517,8.92061","8.48247,8.82391","8.43168,8.81182","8.29961,8.78764","8.2285,8.78764","8.25898,8.78764","8.17771,8.79973","8.16755,8.78764","8.09644,8.78764","7.97454,8.79973","7.82216,8.84808","7.75105,8.84808","7.66978,8.82391","7.66978,8.82391","7.58851,8.81182","7.40565,8.78764","7.31423,8.78764","7.31423,8.76347","7.24311,8.75138","7.25327,8.75138","7.15169,8.73929","7.08058,8.72721","6.98915,8.72721","6.8774,8.71512","6.78598,8.72721","6.77582,8.72721","6.59296,8.67886","6.38979,8.70303","6.29836,8.70303","6.17646,8.71512","6.06471,8.70303","6.06471,8.70303","5.95297,8.71512","5.95297,8.72721","5.95297,8.70303","5.94281,8.70303","5.32313,8.66677","5.32313,8.66677","5.21139,8.65468",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13.5821,8.2437","13.5821,8.2437","13.5821,8.2437","13.5821,8.2437","13.5821,8.2437","13.5821,8.2437","13.572,8.25579","13.5618,8.25579","13.5821,8.2437","13.572,8.2437","13.5618,8.2437","13.5618,8.2437","13.5821,8.2437","13.5618,8.2437","13.5516,8.25579","13.5313,8.25579","13.5821,8.2437","13.572,8.25579","13.511,8.26788","13.4805,8.26788","13.3891,8.29205","13.3586,8.29205","13.3586,8.29205","13.318,8.29205","13.3891,8.29205","13.3485,8.27997","13.3078,8.26788","13.257,8.25579","13.2469,8.25579","13.0539,8.25579","12.9726,8.2437","12.9218,8.23162","12.8812,8.25579","12.8202,8.25579","12.7593,8.25579","12.7186,8.26788","12.6374,8.29205","12.5967,8.30414","12.7593,8.25579","12.7085,8.25579","12.7085,8.25579","12.6577,8.2437","12.5459,8.21953","12.3123,8.26788","12.2412,8.25579","12.2107,8.26788","12.2005,8.25579","12.1396,8.25579","12.3123,8.26788","12.3123,8.26788","12.3123,8.26788","12.3123,8.26788","12.3123,8.26788","11.7739,8.25579","11.6621,8.29205","11.6113,8.31623","11.5504,8.31623","11.4793,8.31623","11.7739,8.25579","11.7739,8.25579","11.7739,8.25579","11.7637,8.25579","11.1745,8.40084","11.1237,8.42502","11.1339,8.42502","11.0729,8.4371","10.9713,8.46128","11.1745,8.40084","11.1339,8.41293","11.0831,8.42502","11.0831,8.4371","11.0628,8.46128","10.7377,8.59424","10.6971,8.60633","10.6463,8.61842","10.5752,8.63051","10.4837,8.70303","10.4329,8.71512","10.3517,8.76347","10.3009,8.77556","10.2907,8.75138","10.2501,8.76347","10.2501,8.76347","10.2094,8.77556","10.2907,8.75138","10.2704,8.76347","10.2298,8.77556","10.1993,8.77556","9.95547,8.83599","9.925,8.83599","9.85389,8.82391","9.81325,8.81182","9.95547,8.83599","9.93516,8.83599","9.925,8.83599","9.89452,8.84808","9.70151,8.79973","9.67103,8.79973","9.62024,8.78764","9.56944,8.77556","9.70151,8.79973","9.68119,8.77556","9.66087,8.72721","9.66087,8.72721","9.34595,8.69094","9.27484,8.69094","9.27484,8.69094","9.21389,8.69094","9.34595,8.69094","9.3358,8.70303","9.34595,8.69094","9.35611,8.69094","8.73644,8.70303","8.65517,8.70303","8.50279,8.65468","8.42152,8.64259","8.73644,8.70303","8.67548,8.70303","8.66533,8.70303","8.64501,8.67886","8.19803,8.57007","8.13708,8.54589","8.06597,8.52172","7.9847,8.52172","7.812,8.52172","7.72057,8.50963","7.55803,8.54589","7.45645,8.55798","7.35486,8.57007","7.38534,8.57007","7.38534,8.57007","7.29391,8.57007","7.14153,8.55798","7.00947,8.60633","6.91804,8.60633","6.83677,8.61842","6.7555,8.58215","6.67423,8.58215","6.49137,8.55798","6.38979,8.5338","6.30852,8.52172","6.27804,8.5338","6.27804,8.5338","6.20693,8.52172","6.03424,8.49754","5.95297,8.49754","5.85138,8.48545","5.79043,8.44919","5.79043,8.44919","5.699,8.44919","5.53646,8.48545",,,,,,,,,,,,,,,,,,,,,,,,,,
"14.0697,7.38549","14.0799,7.38549","14.0697,7.39758","14.0799,7.38549","14.0697,7.39758","14.0799,7.38549","14.0697,7.39758","14.0799,7.38549","14.0697,7.38549","14.0697,7.38549","14.0697,7.38549","14.0697,7.38549","14.0596,7.3734","14.0494,7.3734","14.0494,7.3734","14.0494,7.3734","14.0494,7.3734","14.0392,7.3734","14.0088,7.38549","14.0088,7.39758","13.9986,7.39758","13.9783,7.39758","13.9783,7.39758","13.958,7.40966","13.9275,7.44593","13.9072,7.44593","13.8869,7.45801","13.8564,7.4701","13.8462,7.4701","13.8361,7.4701","13.8564,7.51845","13.8259,7.53054","13.7954,7.53054","13.7446,7.53054","13.6939,7.55471","13.6532,7.5668","13.572,7.57889","13.5313,7.59098","13.5313,7.60306","13.4805,7.60306","13.4907,7.60306","13.4094,7.61515","13.3078,7.62724","13.257,7.63933","13.1961,7.6635","13.1656,7.69976","13.1656,7.72394","13.1148,7.74811","13.0539,7.82064","13.0132,7.8569","12.9421,7.84481","12.9015,7.86899","12.9015,7.86899","12.8405,7.89316","12.7288,7.96569","12.7186,7.98987","12.6678,8.02613","12.6069,8.06239","12.6069,8.06239","12.5358,8.13492","12.4342,8.19535","12.3631,8.20744","12.3326,8.25579","12.2615,8.29205","12.2615,8.27997","12.2209,8.29205","12.1294,8.36458","12.0786,8.40084","12.038,8.4371","11.9669,8.46128","11.9669,8.46128","11.9466,8.49754","11.8551,8.54589","11.8145,8.57007","11.7536,8.59424","11.7129,8.61842","11.7028,8.61842","11.6723,8.64259","11.652,8.70303","11.6113,8.71512","11.5809,8.72721","11.5402,8.75138","11.5402,8.75138","11.398,8.81182","11.2964,8.81182","11.2558,8.83599","11.205,8.84808","11.1644,8.84808","11.1034,8.83599","11.0628,8.84808","10.951,8.84808","10.8901,8.84808","10.9307,8.87226","10.9002,8.88434","10.8901,8.88434","10.8494,8.89643","10.8393,8.93269","10.7986,8.93269","10.7478,8.94478","10.6971,8.94478","10.6869,8.94478","10.5548,8.90852","10.4634,8.92061","10.4228,8.90852","10.372,8.92061","10.5548,8.90852","10.5548,8.90852","10.5548,8.90852","10.5548,8.89643","10.5447,8.88434","10.0672,8.88434","10.0367,8.87226","10.0367,8.86017","9.98595,8.84808","9.8742,8.78764","9.81325,8.77556","9.77262,8.76347","9.73198,8.73929","9.73198,8.73929","9.66087,8.71512","9.77262,8.76347","9.77262,8.73929","9.77262,8.72721","9.77262,8.72721","9.29516,8.59424","9.21389,8.55798","9.08183,8.5338","8.98024,8.49754","8.88882,8.47337","8.88882,8.5338","8.88882,8.5338","8.80755,8.50963","8.65517,8.4371","8.55358,8.40084","8.46215,8.31623","8.39104,8.29205","8.38088,8.27997","8.30977,8.26788","8.11676,8.20744","8.00501,8.19535","7.92374,8.17118","7.83232,8.12283","7.83232,8.12283","7.74089,8.09865","7.54787,8.0503","7.47676,8.02613","7.32438,8.01404","7.2228,8.00195","7.21264,8.00195","7.10089,7.96569","7.03994,7.89316","6.94851,7.86899","6.83677,7.83273","6.7555,7.77229","6.7555,7.78438","6.55233,7.72394","6.54217,7.72394","6.47106,7.71185","6.44058,7.68768","6.44058,7.67559","5.85138,7.61515","5.74979,7.61515","5.55678,7.57889","5.46535,7.5668","5.42472,7.57889","5.31297,7.5668","5.32313,7.5668","5.20123,7.55471",,,,,,,,,
"12.5155,7.14374","12.485,7.14374","12.4545,7.15582","12.4139,7.15582","12.4139,7.15582","12.3732,7.16791","12.2716,7.18","12.2107,7.19209","12.1497,7.19209","12.0786,7.19209","12.0278,7.20418","11.9567,7.20418","11.784,7.19209","11.6926,7.18","11.6012,7.16791","12.0278,7.20418","12.0278,7.20418","12.0278,7.19209","12.0278,7.19209","11.1542,7.16791","11.0526,7.18","10.951,7.18","10.9409,7.18","10.8393,7.19209","10.7377,7.20418","10.6361,7.19209","10.5345,7.19209","10.4228,7.16791","10.179,7.14374","10.0774,7.11956","9.86405,7.0833","9.76246,7.04704","10.179,7.14374","10.179,7.14374","10.179,7.14374","10.1688,7.14374","9.42722,6.97451","9.32564,6.96242","9.34595,6.95034","9.36627,6.96242","9.36627,6.96242","8.84818,6.91407","8.65517,6.87781","8.5231,6.87781","8.42152,6.86572","8.30977,6.80529","8.30977,6.80529","8.20819,6.80529","8.04565,6.81737","7.95422,6.81737","7.89327,6.85364","7.82216,6.85364","7.812,6.85364","7.73073,6.82946","7.71041,6.6965","7.41581,6.78111","7.33454,6.74485","7.23296,6.70859","7.23296,6.70859","7.15169,6.67232","7.16185,6.61189","6.85709,6.63606","6.77582,6.64815","6.69455,6.64815","6.69455,6.64815","6.59296,6.64815","6.50153,6.66024","6.43042,6.67232","6.34915,6.67232","6.27804,6.66024","6.06471,6.6965","6.00376,6.70859","5.8209,6.73276","5.71932,6.74485","5.67868,6.74485","5.5771,6.74485","5.56694,6.74485","5.45519,6.74485","5.38408,6.74485","5.27234,6.74485","5.18091,6.74485","5.20123,6.6965","4.83552,6.82946","4.71361,6.85364","4.71361,6.7932","4.61203,6.7932","4.54091,6.78111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12.7999,6.70859","12.7897,6.6965","12.7796,6.68441","12.7694,6.6965","12.7694,6.68441","12.7593,6.6965","12.7288,6.68441","12.7085,6.6965","12.7999,6.70859","12.7796,6.70859","12.7796,6.70859","12.7593,6.72067","12.6881,6.73276","12.5358,6.6965","12.4951,6.70859","12.4443,6.73276","12.4545,6.73276","12.3935,6.74485","12.2818,6.76902","12.2412,6.7932","12.1904,6.82946","12.5358,6.6965","12.5358,6.6965","12.4545,6.73276","12.4545,6.72067","11.8958,6.9866","11.8247,6.9866","11.7434,6.9866","11.7434,6.9866","11.6723,6.9866","11.8958,6.9866","11.8145,7.01077","11.7129,7.02286","11.6012,7.03495","11.591,7.02286","11.4793,7.05912","11.0628,6.95034","10.9815,6.96242","10.8901,6.9866","10.7885,6.99869","10.7885,6.99869","10.5548,7.07121","10.3517,7.05912","10.2501,7.03495","10.1383,7.02286","10.0571,7.01077","9.99611,6.97451","9.89452,6.95034","9.71167,6.90199","9.62024,6.8899","9.52881,6.86572","9.99611,6.97451","9.99611,6.97451","9.98595,6.97451","9.98595,6.97451","10.0063,6.97451","9.07167,6.93825","8.98024,6.93825","8.97008,6.93825","8.90913,6.95034","8.75675,6.96242","8.63485,6.9866","8.5739,6.97451","8.51295,6.96242","8.51295,6.95034","8.44184,6.93825","8.63485,6.9866","8.59421,6.97451","8.5231,6.93825","8.46215,6.8899","8.46215,6.8899","8.00501,6.84155","7.85263,6.84155","7.78152,6.84155","7.70025,6.81737","8.00501,6.84155","8.00501,6.84155","7.92374,6.81737","7.95422,6.82946","7.90343,6.81737","7.19232,6.62397","7.12121,6.62397","7.12121,6.62397","7.0501,6.64815","6.88756,6.68441","7.19232,6.62397","7.11105,6.62397","7.03994,6.63606","7.03994,6.63606","6.5828,6.86572","6.41011,6.86572","6.31868,6.87781","6.21709,6.87781","6.5828,6.86572","6.5828,6.86572","6.48122,6.8899","6.49137,6.92616","5.72948,6.86572","5.63805,6.86572","5.5263,6.87781","5.50599,6.87781","5.41456,6.87781","5.38408,6.78111","5.30281,6.76902","5.2317,6.75694","5.2317,6.7932",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13.2164,6.72067","13.2164,6.72067","13.2164,6.72067","13.2062,6.72067","13.2062,6.72067","13.1961,6.72067","13.1859,6.72067","13.1656,6.72067","13.1554,6.73276","13.1453,6.74485","13.2164,6.72067","13.2062,6.72067","13.1656,6.73276","13.1453,6.75694","13.1148,6.78111","13.0843,6.80529","13.0843,6.80529","13.0539,6.82946","12.9523,6.8899","12.8913,6.91407","12.8202,6.95034","12.7593,6.9866","12.7593,6.97451","12.6983,7.01077","12.5764,7.04704","12.4951,7.0833","12.424,7.10747","12.3326,7.15582","12.3224,7.15582","12.2513,7.20418","12.231,7.15582","12.231,7.14374","12.231,7.14374","12.1904,7.15582","11.4894,7.42175","11.3675,7.43384","11.2761,7.48219","11.1644,7.51845","10.9815,7.49428","10.8698,7.51845","10.8596,7.51845","10.758,7.54263","10.7275,7.54263","10.3618,7.61515","10.2602,7.62724","10.179,7.63933","10.1688,7.63933","10.0875,7.60306","9.91484,7.61515","9.82341,7.62724","9.73198,7.63933","9.65071,7.6635","9.65071,7.6635","9.56944,7.65141","9.43738,7.61515","9.39675,7.59098","9.37643,7.55471","9.30532,7.51845","9.29516,7.50636","9.24437,7.48219","9.09199,7.43384","9.01072,7.44593","8.94977,7.43384","8.87866,7.43384","8.8685,7.43384","8.80755,7.40966","8.68564,7.38549","8.63485,7.34923","8.63485,7.32505","8.68564,7.30088","8.28946,7.21626","8.2285,7.20418","8.06597,7.15582","8.00501,7.13165","8.04565,7.13165","8.06597,7.13165","8.06597,7.13165","8.08628,7.10747","8.1066,7.04704","7.64946,6.99869","7.57835,7.01077","7.47676,7.03495","7.47676,7.03495","7.39549,7.04704","7.29391,7.02286","7.2228,7.04704","7.15169,7.07121","7.07042,7.0833","6.85709,7.11956","6.76566,7.13165","6.77582,7.11956","6.78598,7.10747","6.82661,7.10747","6.24757,7.20418","6.24757,7.20418","6.14598,7.25253","6.14598,7.20418","5.85138,7.38549","5.73964,7.42175","5.59741,7.44593","5.59741,7.44593","5.47551,7.4701","5.33329,7.55471","5.22154,7.57889","5.07932,7.60306","5.33329,7.55471","5.33329,7.55471","5.33329,7.57889","5.31297,7.55471","5.31297,7.55471","5.32313,7.54263","5.32313,7.53054","5.32313,7.54263","5.32313,7.54263","5.31297,7.53054","5.32313,7.54263","5.32313,7.54263","5.32313,7.54263","5.32313,7.54263","5.32313,7.53054","5.31297,7.54263","5.32313,7.53054","5.32313,7.54263","5.32313,7.54263",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12.9929,6.35805","12.9929,6.35805","12.9827,6.34596","12.9726,6.33387","12.9726,6.33387","12.9624,6.32178","12.9929,6.35805","12.9726,6.34596","12.9523,6.34596","12.9218,6.33387","12.8608,6.27343","12.8304,6.27343","12.7593,6.26135","12.7186,6.24926","12.678,6.23717","12.8608,6.27343","12.8608,6.27343","12.8202,6.28552","12.5764,6.22508","12.5256,6.213","12.4748,6.20091","12.4139,6.213","12.4139,6.20091","12.2818,6.14047","12.1497,6.17673","12.0888,6.213","12.0278,6.22508","11.9567,6.24926","12.2818,6.14047","12.2818,6.14047","12.2818,6.14047","12.2818,6.14047","11.6012,6.32178","11.5199,6.32178","11.5199,6.32178","11.4488,6.33387","11.6012,6.32178","11.4894,6.35805","11.3574,6.38222","11.3472,6.37013","11.0221,6.38222","10.9409,6.38222","10.7783,6.39431","10.6971,6.4064","11.0221,6.38222","11.0323,6.38222","11.0221,6.38222","11.0323,6.38222","11.0323,6.38222","10.2907,6.41848","10.2196,6.41848","10.1485,6.4064","10.1383,6.39431","10.2907,6.41848","10.2907,6.41848","10.3009,6.41848","10.3009,6.41848","9.67103,6.4064","9.67103,6.4064","9.61008,6.4064","9.46786,6.41848","9.67103,6.4064","9.68119,6.41848","9.69135,6.41848","9.69135,6.41848","9.12246,6.41848","8.9904,6.39431","8.91929,6.4064","8.83802,6.38222","9.12246,6.41848","9.12246,6.41848","9.13262,6.41848","9.13262,6.41848","8.46215,6.35805","8.39104,6.35805","8.29961,6.35805","8.29961,6.35805","8.46215,6.35805","8.46215,6.35805","8.46215,6.35805","8.47231,6.35805","7.80184,6.39431","7.80184,6.39431","7.72057,6.39431","7.55803,6.37013","7.48692,6.37013","7.80184,6.39431","7.80184,6.38222","7.80184,6.37013","7.80184,6.35805","7.80184,6.37013","7.02978,6.27343","6.95867,6.27343","6.8774,6.28552","6.8774,6.27343","7.02978,6.27343","7.02978,6.26135","7.02978,6.26135","7.01962,6.24926","7.00947,6.24926","6.25773,6.39431","6.17646,6.39431","6.01392,6.41848","5.90217,6.43057","5.92249,6.43057","5.81075,6.44266","5.80059,6.45475","5.70916,6.45475","5.61773,6.39431","5.31297,6.44266","5.21139,6.44266","5.11996,6.44266","5.1098,6.44266",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12.5155,5.88663","12.4951,5.88663","12.4647,5.88663","12.424,5.88663","12.424,5.88663","12.3834,5.88663","12.2716,5.87455","12.2412,5.89872","12.1701,5.89872","12.0786,5.88663","12.0786,5.89872","12.2412,5.89872","12.1091,5.9229","12.0482,5.93498","11.9974,5.93498","11.5605,5.88663","11.5605,5.88663","11.4894,5.91081","11.3269,5.97125","11.2253,6.03168","11.1339,6.06795","11.0424,6.09212","11.0323,6.10421","10.9409,6.12838","10.8799,6.12838","10.7682,6.12838","10.6564,6.14047","10.6971,6.14047","10.6971,6.14047","10.3212,6.18882","10.2501,6.08003","10.1383,6.04377","10.179,6.06795","10.1688,6.06795","9.59992,6.23717","9.48818,6.24926","9.25453,6.28552","9.14278,6.28552","9.01072,6.28552","9.59992,6.23717","9.59992,6.23717","9.59992,6.23717","9.58976,6.22508","8.49263,6.23717","8.38088,6.22508","8.2793,6.22508","8.26914,6.22508","8.15739,6.20091","8.00501,6.17673","7.91359,6.17673","7.83232,6.18882","7.73073,6.18882","7.47676,6.20091","7.38534,6.20091","7.20248,6.213","7.11105,6.22508","7.47676,6.20091","7.47676,6.18882","7.47676,6.17673","7.48692,6.22508","6.80629,6.27343","6.69455,6.28552","6.59296,6.29761","6.48122,6.32178","6.2882,6.39431","6.17646,6.39431","5.92249,6.39431","5.80059,6.38222","6.2882,6.39431","6.23741,6.39431","6.22725,6.39431","6.18662,6.39431","6.18662,6.39431","5.17075,6.33387","5.05901,6.34596","4.92694,6.38222","4.92694,6.38222","4.80504,6.39431","4.69329,6.4064","4.58155,6.41848","4.49012,6.44266","4.37838,6.45475",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
