"3.68759,6.20091","3.70791,6.213","3.70791,6.20091","3.70791,6.213","3.70791,6.213","3.70791,6.213","3.70791,6.213","4.28695,6.23717","4.37838,6.213","4.39869,6.213","4.39869,6.213","4.66282,6.17673","4.75425,6.17673","4.9371,6.17673","5.03869,6.16465","5.08948,6.17673","5.08948,6.17673","5.17075,6.16465","5.26218,6.16465","5.2825,6.15256","5.58726,6.15256","5.65837,6.15256","5.66852,6.15256","5.74979,6.14047","5.8209,6.12838","5.92249,6.17673","5.98344,6.16465","6.04439,6.16465","6.05455,6.16465","6.08503,6.16465","6.13582,6.16465","6.18662,6.15256","6.23741,6.15256","6.26788,6.14047","6.70471,6.213","6.74534,6.20091","6.80629,6.20091","6.93836,6.18882","6.95867,6.14047","7.00947,6.1163","7.00947,6.1163","7.07042,6.10421","7.172,6.10421","7.18216,6.1163","7.20248,6.10421","7.19232,6.10421","7.50724,6.04377","7.56819,6.05586","7.62914,6.09212","7.77136,6.1163","7.85263,6.12838","7.86279,6.14047","7.86279,6.14047","7.9339,6.15256","8.01517,6.18882","8.08628,6.18882","8.15739,6.22508","8.2285,6.27343","8.2285,6.27343","8.2793,6.29761","8.44184,6.35805","8.48247,6.37013","8.53326,6.38222","8.59421,6.4064","8.80755,6.5031","8.87866,6.52727","8.92945,6.53936","9.08183,6.56354","9.15294,6.57562","9.24437,6.56354","9.24437,6.57562","9.31548,6.57562","9.42722,6.57562","9.47802,6.56354","9.55929,6.56354","9.65071,6.55145","9.71167,6.45475","9.77262,6.44266","9.85389,6.43057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3.86029,5.87455","4.02282,5.88663","4.11425,5.89872","4.20568,5.91081","4.19552,5.9229","4.29711,5.93498","4.39869,5.94707","4.47996,5.95916","4.57139,5.95916","4.66282,5.94707","4.67298,5.94707","4.75425,5.93498","4.99805,5.95916","5.18091,5.94707","5.27234,5.93498","5.38408,5.93498","5.38408,5.93498","5.46535,5.94707","5.53646,5.89872","5.70916,5.9229","5.80059,5.94707","5.88186,5.97125","5.88186,5.97125","5.98344,5.98333","6.08503,5.99542","6.12566,5.97125","6.20693,5.98333","6.29836,6.0196","6.57264,6.03168","6.66407,6.03168","6.76566,6.03168","6.93836,6.03168","7.03994,6.0196","7.13137,6.00751","7.14153,6.00751","7.21264,6.00751","7.24311,6.00751","7.27359,6.00751","7.30407,6.03168","7.30407,6.1163","7.30407,6.1163","7.67994,6.0196","7.74089,6.0196","7.90343,6.00751","7.97454,6.00751","8.05581,5.99542","8.06597,5.98333","8.13708,5.98333","8.19803,5.95916","8.33009,5.97125","8.39104,5.98333","8.45199,6.00751","8.46215,6.00751","8.53326,6.03168","8.58406,6.06795","8.68564,6.10421","8.76691,6.12838","8.84818,6.16465","8.84818,6.16465","8.90913,6.18882","8.98024,6.213","9.12246,6.26135","9.18342,6.28552","9.25453,6.32178","9.26469,6.32178","9.38659,6.34596","9.43738,6.35805","9.59992,6.39431","9.67103,6.43057","9.74214,6.45475","9.7523,6.45475","9.81325,6.46684","9.90468,6.49101","10.0469,6.5031","10.1282,6.49101","10.2399,6.53936","10.2399,6.53936","10.3009,6.52727","10.3923,6.5031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3.01712,5.48774","3.1695,5.53609","3.25077,5.57236","3.33204,5.58444","3.33204,5.59653","3.41331,5.62071","3.48442,5.64488","3.6368,5.68114","3.70791,5.70532","3.79933,5.75367","3.79933,5.75367","3.87044,5.75367","3.95171,5.76576","4.02282,5.76576","4.03298,5.76576","4.04314,5.76576","4.04314,5.76576","4.38854,5.81411","4.4698,5.8262","4.65266,5.81411","4.73393,5.83828","4.82536,5.86246","4.82536,5.86246","4.90663,5.86246","4.97774,5.86246","5.11996,5.85037","5.19107,5.8262","5.27234,5.83828","5.2825,5.85037","5.33329,5.83828","5.42472,5.89872","5.54662,5.91081","5.61773,5.93498","5.68884,5.94707","5.79043,5.91081","5.85138,5.9229","5.93265,5.94707","6.07487,5.97125","6.15614,5.97125","5.79043,5.91081","5.79043,5.91081","5.80059,5.91081","5.80059,5.91081","6.339,5.98333","6.38979,5.97125","6.45074,5.94707","6.45074,5.94707","6.59296,5.97125","6.6336,5.95916","6.73518,5.94707","6.78598,5.94707","6.86724,5.9229","6.86724,5.9229","6.91804,5.93498","6.97899,5.94707","6.86724,5.9229","6.94851,5.93498","7.00947,5.93498","7.25327,5.99542","7.31423,5.99542","7.37518,5.98333","7.50724,5.98333","7.25327,5.99542","7.30407,6.03168","7.30407,6.04377","7.65962,5.95916","7.73073,5.95916","7.80184,5.99542","7.86279,6.03168","8.13708,6.00751","8.13708,6.00751","8.21834,6.04377","8.29961,6.08003","8.38088,6.16465","8.45199,6.18882","8.53326,6.22508","8.53326,6.23717","8.61453,6.26135","8.78723,6.32178","8.80755,6.35805","8.83802,6.34596","9.17326,6.41848","9.17326,6.41848","9.26469,6.44266","9.36627,6.46684","9.41707,6.47892","9.69135,6.51519","9.77262,6.49101","9.78278,6.49101","9.86405,6.46684",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3.89076,5.43939","4.0533,5.45148","4.15489,5.45148","4.24631,5.43939","4.24631,5.43939","4.3479,5.43939","4.47996,5.47566","4.6425,5.46357","4.74409,5.45148","4.82536,5.45148","4.89647,5.41522","4.97774,5.41522","5.06916,5.40313","5.22154,5.41522","5.26218,5.41522","5.34345,5.42731","5.35361,5.43939","5.43488,5.42731","5.55678,5.45148","5.73964,5.46357","5.84122,5.45148","5.92249,5.45148","5.92249,5.45148","5.97328,5.47566","6.05455,5.47566","6.22725,5.46357","6.29836,5.46357","6.38979,5.47566","6.38979,5.47566","6.53201,5.46357","6.61328,5.47566","6.7555,5.49983","6.81645,5.51192","6.8774,5.51192","6.8774,5.51192","6.93836,5.52401","7.00947,5.53609","7.13137,5.52401","7.19232,5.52401","7.25327,5.52401","7.25327,5.52401","7.32438,5.53609","7.43613,5.53609","7.54787,5.56027","7.59867,5.57236","7.64946,5.58444","7.71041,5.60862","7.76121,5.62071","7.80184,5.63279","7.91359,5.63279","7.71041,5.60862","7.76121,5.60862","7.76121,5.60862","7.812,5.60862","8.13708,5.60862","8.20819,5.62071","8.25898,5.63279","8.29961,5.64488","8.30977,5.66906","8.35041,5.68114","8.38088,5.66906","8.47231,5.66906","8.51295,5.66906","8.55358,5.68114","8.55358,5.66906","8.60437,5.69323","8.62469,5.70532","8.70596,5.70532","8.51295,5.66906","8.54342,5.68114","8.54342,5.66906","8.58406,5.69323","8.62469,5.71741","8.68564,5.76576","8.72628,5.78993","8.77707,5.81411","8.77707,5.8262","8.80755,5.83828","8.8685,5.86246","8.8685,5.87455","8.89897,5.88663","8.87866,5.87455","8.87866,5.87455","9.3358,6.00751","9.38659,6.0196","9.48818,6.05586","9.54913,6.06795","9.54913,6.08003","9.54913,6.08003","9.61008,6.09212","9.67103,6.10421","9.78278,6.1163","9.84373,6.1163","9.90468,6.10421","9.90468,6.1163","9.96563,6.10421",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11.459,8.78764","11.2558,8.78764","11.144,8.77556","11.0323,8.77556","11.0323,8.77556","10.9307,8.76347","10.819,8.76347","10.8291,8.83599","10.4431,8.77556","10.3212,8.76347","10.311,8.77556","10.2094,8.75138","10.0571,8.70303","9.93516,8.73929","9.82341,8.72721","9.70151,8.70303","9.69135,8.70303","9.42722,8.71512","9.31548,8.71512","9.24437,8.71512","9.24437,8.71512","9.22405,8.71512","8.64501,8.70303","8.53326,8.70303","8.39104,8.69094","8.14723,8.69094","8.12692,8.67886","8.02533,8.69094","8.01517,8.70303","7.91359,8.69094","7.812,8.70303","7.62914,8.75138","7.5174,8.75138","7.39549,8.75138","7.37518,8.76347","7.27359,8.75138","6.99931,8.79973","6.93836,8.79973","6.93836,8.79973","6.9282,8.79973","6.9282,8.79973","6.30852,8.75138","6.17646,8.72721","6.14598,8.90852","5.81075,8.65468","5.699,8.65468","5.68884,8.65468","5.5771,8.65468","5.38408,8.63051","5.39424,8.61842","5.39424,8.63051","5.39424,8.61842","5.39424,8.63051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11.5097,8.19535","11.3269,8.21953","11.2355,8.23162","11.1237,8.23162","11.1339,8.23162","11.0323,8.23162","10.9409,8.23162","10.7783,8.19535","10.6564,8.21953","10.5853,8.19535","10.5752,8.19535","10.5142,8.18327","10.4431,8.18327","10.311,8.20744","10.2298,8.23162","10.179,8.25579","10.1688,8.25579","10.1282,8.27997","10.0774,8.30414","9.94531,8.3404","9.8742,8.37667","9.81325,8.38875","9.81325,8.38875","9.74214,8.41293","9.64056,8.42502","9.54913,8.4371","9.44754,8.44919","9.34595,8.48545","9.3358,8.47337","9.24437,8.49754","9.1631,8.5338","8.87866,8.5338","8.79739,8.55798","8.6958,8.58215","8.6958,8.59424","8.60437,8.61842","8.4012,8.65468","8.21834,8.67886","8.1066,8.69094","7.99485,8.69094","7.9847,8.69094","7.88311,8.69094","7.79168,8.64259","7.56819,8.61842","7.43613,8.58215","7.30407,8.54589","7.30407,8.55798","7.18216,8.5338","7.03994,8.59424","7.03994,8.60633","6.95867,8.59424","6.95867,8.61842","6.43042,8.58215","6.29836,8.58215","6.14598,8.57007","6.07487,8.54589","5.95297,8.50963","5.81075,8.48545","5.80059,8.48545",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12.9726,8.12283","12.8507,8.12283","12.7694,8.11074","12.678,8.11074","12.6577,8.11074","12.5764,8.09865","12.485,8.09865","12.3224,8.07448","12.231,8.07448","12.1294,8.06239","12.1193,8.06239","12.0482,8.0503","11.9364,8.03822","11.9161,8.03822","11.9161,8.06239","11.9161,8.03822","11.9161,8.03822","11.9161,8.03822","11.9161,8.03822","11.3167,8.09865","11.2355,8.09865","11.144,8.08657","11.1339,8.08657","10.951,8.11074","10.8698,8.11074","10.7478,8.147","10.6666,8.15909","10.6564,8.19535","10.6564,8.19535","10.5955,8.20744","10.5244,8.2437","10.3821,8.30414","10.3212,8.32832","10.2399,8.35249","10.2298,8.35249","10.1688,8.38875","10.0164,8.36458","9.86405,8.40084","9.78278,8.41293","9.69135,8.41293","9.59992,8.42502","9.51865,8.4371","9.42722,8.4371","9.26469,8.47337","9.1631,8.48545","9.15294,8.49754","9.15294,8.49754","9.08183,8.50963","9.00056,8.49754","8.90913,8.57007","8.83802,8.59424","8.74659,8.60633","8.75675,8.61842","8.59421,8.65468","8.51295,8.66677","8.34025,8.66677","8.25898,8.65468","8.16755,8.64259","8.05581,8.64259","7.96438,8.64259","7.85263,8.64259","7.6393,8.63051","7.5174,8.61842","7.40565,8.60633","7.38534,8.61842","7.29391,8.60633","7.18216,8.58215","6.94851,8.57007","6.81645,8.59424","6.78598,8.60633","6.78598,8.60633","6.66407,8.60633","6.55233,8.60633","6.5828,8.64259","6.25773,8.57007","6.18662,8.58215","6.18662,8.57007","6.07487,8.57007","5.91233,8.59424","5.8717,8.59424","5.8717,8.59424","5.86154,8.58215","5.32313,8.58215","5.22154,8.57007","5.13012,8.55798","5.11996,8.57007","5.02853,8.55798","4.94726,8.5338","4.9371,8.5338","4.65266,8.54589","4.54091,8.55798","4.51044,8.5338","4.5206,8.52172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13.5516,6.73276","13.4704,6.74485","13.4196,6.75694","13.3789,6.76902","13.3789,6.76902","13.3383,6.78111","13.2875,6.80529","13.1859,6.84155","13.1453,6.86572","13.0843,6.87781","13.0843,6.87781","13.0335,6.8899","13.5516,6.73276","13.5415,6.73276","13.5516,6.73276","13.5415,6.73276","13.5516,6.73276","13.5516,6.73276","13.5516,6.73276","13.5516,6.73276","13.5516,6.73276","12.4139,7.10747","12.4139,7.10747","12.3631,7.13165","12.3021,7.15582","12.2107,7.21626","12.1396,7.2767","12.1091,7.31296","12.0989,7.32505","12.0583,7.36131","12.0177,7.42175","11.9263,7.49428","11.8145,7.53054","11.7637,7.5668","11.7637,7.55471","11.7129,7.60306","11.6723,7.65141","11.5605,7.73603","11.5097,7.77229","11.4386,7.82064","11.4386,7.82064","11.3878,7.8569","11.3269,7.88108","11.2253,7.9536","11.144,7.97778","11.8145,7.53054","11.8145,7.53054","11.8145,7.54263","11.8043,7.53054","11.8145,7.53054","11.8145,7.53054","11.8145,7.54263","11.8145,7.53054","11.8145,7.54263","11.8145,7.53054","11.8043,7.53054","10.4532,8.38875","10.4025,8.41293","10.3821,8.41293","10.3212,8.4371","10.2501,8.44919","10.118,8.47337","10.0164,8.47337","9.94531,8.47337","9.94531,8.47337","9.89452,8.48545","9.80309,8.47337","9.69135,8.48545","9.59992,8.48545","10.4532,8.38875","10.4532,8.38875","10.4431,8.38875","10.4431,8.38875","10.4329,8.38875","10.4329,8.37667","10.4532,8.38875","8.94977,8.57007","8.85834,8.57007","8.77707,8.57007","8.62469,8.55798","8.55358,8.54589","8.46215,8.5338","8.46215,8.52172","8.38088,8.52172","8.29961,8.52172","8.13708,8.49754","8.04565,8.47337","8.02533,8.46128","8.02533,8.46128","7.94406,8.4371","7.86279,8.4371","7.6901,8.42502","7.59867,8.42502","7.49708,8.42502","7.49708,8.42502","7.40565,8.42502","7.30407,8.41293","7.13137,8.41293","7.03994,8.41293","6.94851,8.41293","6.93836,8.41293","6.85709,8.38875","6.77582,8.38875","6.5828,8.35249","6.48122,8.3404","6.39995,8.3404","6.38979,8.3404","6.30852,8.32832","6.22725,8.30414",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11.3777,7.54263","11.205,7.55471","11.1237,7.5668","11.0323,7.57889","11.0323,7.57889","10.9612,7.59098","10.8799,7.61515","10.7275,7.65141","10.6564,7.67559","10.5752,7.67559","10.4939,7.71185","10.4228,7.71185","10.3415,7.71185","10.1993,7.71185","10.118,7.69976","10.0469,7.69976","10.0469,7.69976","9.98595,7.71185","9.925,7.73603","10.4939,7.71185","10.4939,7.71185","10.4837,7.71185","10.4837,7.71185","10.4634,7.71185","10.4532,7.69976","9.54913,7.94152","9.48818,7.97778","9.42722,8.00195","9.42722,8.00195","9.35611,8.03822","9.27484,8.08657","9.12246,8.12283","9.05135,8.13492","8.98024,8.15909","8.98024,8.15909","8.90913,8.17118","8.83802,8.19535","8.6958,8.27997","8.63485,8.30414","8.56374,8.31623","8.55358,8.30414","8.50279,8.3404","8.43168,8.3404","8.28946,8.36458","8.16755,8.36458","8.07612,8.36458","8.06597,8.36458","7.96438,8.37667","7.85263,8.37667","7.64946,8.36458","7.54787,8.35249","7.45645,8.35249","7.36502,8.41293","7.26343,8.41293","7.172,8.41293","7.06026,8.32832","6.95867,8.32832","6.85709,8.3404","6.69455,8.42502","6.57264,8.42502","6.45074,8.42502","6.21709,8.37667","6.07487,8.35249","5.93265,8.31623","5.92249,8.30414","5.8209,8.26788","7.36502,8.41293","7.37518,8.42502","7.32438,8.48545","7.32438,8.48545",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11.1847,6.72067","11.1339,6.68441","11.1847,6.66024","11.1339,6.66024","11.1237,6.66024","11.0628,6.68441","11.012,6.70859","10.372,6.66024","10.2704,6.66024","10.1586,6.66024","10.1383,6.66024","10.1485,6.67232","10.1586,6.67232","10.1586,6.70859","10.1586,6.68441","10.1586,6.64815","10.1586,6.63606","10.1485,6.58771","9.15294,6.70859","8.98024,6.70859","8.88882,6.6965","8.79739,6.68441","8.78723,6.68441","8.71612,6.66024","8.63485,6.64815","8.55358,6.62397","8.48247,6.61189","8.42152,6.61189","8.42152,6.61189","8.34025,6.5998","8.19803,6.57562","8.07612,6.55145","8.00501,6.53936","7.91359,6.52727","7.91359,6.51519","7.84247,6.51519","7.77136,6.52727","7.62914,6.53936","7.54787,6.56354","7.47676,6.58771","7.45645,6.58771","7.39549,6.62397","7.27359,6.66024","7.11105,6.72067","6.99931,6.73276","6.88756,6.73276","6.86724,6.74485","6.76566,6.74485","6.6336,6.73276","6.69455,6.62397","6.65391,6.5998","6.60312,6.64815","6.59296,6.64815","6.54217,6.62397","6.03424,6.62397","5.93265,6.53936","5.86154,6.51519","5.81075,6.46684","5.80059,6.46684","5.79043,6.46684","5.77011,6.43057","5.70916,6.41848","5.699,6.41848","5.68884,6.45475","5.68884,6.46684","5.68884,6.39431",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11.8551,6.5031","11.8551,6.46684","11.8653,6.41848","11.8551,6.4064","11.8551,6.39431","11.8551,6.38222","11.8551,6.37013","11.0932,6.45475","11.012,6.45475","10.9002,6.45475","10.8901,6.45475","10.7986,6.46684","10.6971,6.47892","10.6666,6.49101","10.6666,6.5031","10.6666,6.5031","10.6666,6.5031","10.0875,6.45475","10.0063,6.45475","9.97579,6.45475","9.97579,6.45475","9.97579,6.45475","9.97579,6.45475","9.97579,6.45475","9.97579,6.45475","9.97579,6.45475","9.97579,6.45475","9.97579,6.45475","8.89897,6.53936","8.8177,6.53936","8.73644,6.55145","8.59421,6.52727","8.89897,6.53936","8.89897,6.53936","8.88882,6.53936","8.88882,6.53936","8.33009,6.55145","8.21834,6.57562","8.15739,6.5998","8.08628,6.5998","8.07612,6.5998","8.33009,6.55145","8.31993,6.55145","8.31993,6.55145","8.31993,6.55145","8.31993,6.55145","7.66978,6.66024","7.59867,6.67232","7.49708,6.67232","7.66978,6.66024","7.66978,6.64815","7.67994,6.64815","7.09074,6.81737","6.99931,6.84155","6.88756,6.85364","6.8774,6.81737","6.8774,6.76902","6.44058,6.84155","6.44058,6.84155","6.31868,6.82946","6.20693,6.81737","6.04439,6.7932","5.94281,6.81737","5.91233,6.81737","5.90217,6.81737","5.8717,6.84155","5.89201,6.81737","5.90217,6.82946","5.88186,6.78111","5.85138,6.76902","5.84122,6.76902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12.1599,5.9229","12.0482,5.9229","11.9872,5.9229","11.9263,5.9229","11.9161,5.9229","11.8653,5.93498","11.8043,5.93498","11.6723,5.94707","11.6215,5.94707","12.1599,5.9229","12.1599,5.9229","12.1599,5.9229","12.1599,5.91081","11.3574,5.94707","11.2964,5.94707","11.2355,5.94707","11.1034,5.91081","11.0424,5.91081","10.9815,5.91081","10.8698,5.91081","10.8088,5.9229","10.7377,5.93498","10.7275,5.93498","11.1034,5.91081","11.0932,5.91081","11.0932,5.91081","11.0932,5.89872","10.4025,6.00751","10.4025,6.00751","10.3618,6.00751","10.311,6.0196","10.2298,6.03168","10.4025,6.00751","10.3618,6.0196","10.3618,6.0196","10.1282,6.04377","10.1079,6.06795","10.0774,6.09212","10.0672,6.10421","10.1282,6.04377","10.1282,6.04377","10.1282,6.04377","10.118,6.04377","10.0469,6.05586","10.0266,6.04377","10.0164,6.0196","10.0164,6.0196","10.0469,6.05586","10.0266,6.04377","9.98595,6.00751","9.97579,5.99542","10.0469,6.05586","10.0469,6.05586","10.0266,6.05586","10.0063,6.03168","9.85389,5.93498","9.84373,5.91081","9.82341,5.88663","9.82341,5.88663","9.79293,5.85037","9.7523,5.78993","9.70151,5.71741","9.67103,5.68114","9.6304,5.63279","9.6304,5.63279","9.85389,5.93498","9.83357,5.91081","9.83357,5.86246","9.82341,5.8262","9.37643,5.45148","9.37643,5.45148","9.3358,5.43939","9.29516,5.42731","9.20373,5.40313","9.37643,5.45148","9.34595,5.45148","9.3358,5.45148","9.285,5.45148","9.02088,5.34269","8.90913,5.33061","8.84818,5.33061","8.77707,5.31852","8.76691,5.31852","9.02088,5.34269","8.97008,5.34269","8.83802,5.34269","8.76691,5.33061","8.42152,5.35478","8.42152,5.35478","8.36057,5.36687","8.28946,5.37896","8.14723,5.42731","8.05581,5.37896","7.97454,5.40313","7.97454,5.40313","7.90343,5.45148","7.812,5.47566","7.76121,5.49983","7.6901,5.52401","7.59867,5.54818","7.59867,5.54818","7.5174,5.56027","7.32438,5.64488","7.13137,5.68114","7.01962,5.68114","6.93836,5.70532","6.93836,5.70532","6.85709,5.72949","6.7555,5.76576","6.55233,5.78993","6.45074,5.8262","6.35931,5.83828","6.339,5.85037","6.25773,5.87455",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11.7129,5.31852","11.5504,5.35478","11.459,5.37896","11.3675,5.40313","11.3574,5.40313","11.2659,5.42731","11.1644,5.45148","11.0424,5.43939","10.951,5.45148","10.8799,5.41522","10.8393,5.43939","10.8291,5.51192","10.5244,5.40313","10.3212,5.40313","10.2196,5.37896","10.118,5.36687","10.0367,5.37896","9.94531,5.37896","9.86405,5.36687","9.69135,5.36687","9.67103,5.36687","9.5796,5.35478","9.5796,5.35478","9.49833,5.34269","9.41707,5.33061","9.285,5.30643","9.21389,5.29434","9.13262,5.27017","9.13262,5.27017","9.08183,5.25808","9.03104,5.27017","8.93961,5.23391","8.89897,5.24599","8.85834,5.23391","8.85834,5.24599","8.79739,5.27017","8.77707,5.28226","8.72628,5.30643","8.70596,5.30643","8.66533,5.31852","8.65517,5.30643","8.63485,5.31852","8.60437,5.29434","8.54342,5.29434","8.79739,5.27017","8.75675,5.25808","8.75675,5.27017","8.72628,5.25808","8.4012,5.25808","8.29961,5.23391","8.23866,5.23391","8.16755,5.22182","8.06597,5.20973","8.00501,5.19764","7.94406,5.17347","7.80184,5.17347","7.74089,5.18556","8.06597,5.20973","8.06597,5.20973","7.99485,5.22182","7.94406,5.22182","7.54787,5.24599","7.47676,5.25808","7.41581,5.28226","7.41581,5.28226","7.35486,5.30643","7.28375,5.31852","7.14153,5.36687","7.06026,5.41522","6.95867,5.45148","6.95867,5.46357","6.86724,5.49983","6.77582,5.52401","6.68439,5.54818","6.67423,5.58444","6.65391,5.60862","6.64375,5.60862","6.60312,5.62071","6.5828,5.60862","6.6336,5.62071","6.61328,5.62071","5.53646,5.70532","5.53646,5.70532","5.42472,5.75367","5.30281,5.81411",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12.2716,5.39104","12.1701,5.40313","12.1091,5.40313","12.0482,5.40313","12.0482,5.40313","11.9974,5.41522","11.9364,5.42731","12.2716,5.39104","12.2818,5.39104","12.2716,5.39104","12.2716,5.39104","11.6316,5.43939","11.5707,5.43939","11.652,5.36687","11.5809,5.35478","11.5504,5.35478","11.5402,5.35478","11.5605,5.34269","11.6012,5.31852","11.6316,5.28226","11.6621,5.35478","11.6723,5.34269","11.6723,5.34269","11.6316,5.36687","11.6316,5.36687","10.6259,5.37896","10.6056,5.40313","10.5853,5.42731","10.5853,5.42731","10.5244,5.43939","10.5244,5.43939","10.0875,5.40313","10.0266,5.40313","9.95547,5.39104","9.94531,5.37896","9.8742,5.37896","9.7523,5.37896","9.64056,5.36687","9.58976,5.34269","9.51865,5.33061","9.51865,5.34269","9.47802,5.31852","9.41707,5.30643","9.32564,5.31852","9.26469,5.29434","9.20373,5.31852","9.20373,5.31852","9.1631,5.31852","9.11231,5.30643","9.03104,5.30643","8.98024,5.30643","8.92945,5.29434","8.92945,5.29434","8.88882,5.28226","8.84818,5.29434","8.80755,5.23391","8.77707,5.23391","8.72628,5.22182","8.72628,5.23391","8.67548,5.22182","8.61453,5.20973","8.51295,5.19764","8.44184,5.19764","8.38088,5.19764","8.38088,5.19764","8.26914,5.23391","8.19803,5.23391","8.08628,5.25808","8.00501,5.27017","7.94406,5.28226","7.9339,5.28226","7.88311,5.30643","7.82216,5.31852","7.67994,5.34269","7.60883,5.35478","7.55803,5.37896","7.49708,5.45148","7.41581,5.47566","7.3447,5.49983","7.20248,5.53609","7.12121,5.56027","7.03994,5.58444","7.02978,5.58444","6.93836,5.60862","6.86724,5.64488","6.89772,5.62071","6.80629,5.64488","6.70471,5.68114","6.70471,5.66906","6.61328,5.71741","6.43042,5.70532","6.43042,5.66906","6.34915,5.70532","6.34915,5.70532","6.34915,5.70532","6.339,5.70532","6.30852,5.69323","6.31868,5.68114","6.32884,5.70532","5.38408,6.03168","5.38408,6.03168","5.2825,6.04377","5.18091,6.06795","5.16059,6.06795","5.16059,6.08003","5.16059,6.10421","5.16059,6.10421","5.18091,6.10421",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
